ID,cue,word  1,word  2,word  3,word  4,word  5,word  6,word  7,word  8,word  9,word  10,word  11,word  12,word  13,word  14,word  15,word  16,word  17,word  18,word  19,word  20,word  21,word  22,word  23,word  24,word  25,word  26,word  27,word  28,word  29,word  30,word  31,word  32,word  33,word  34,word  35,word  36,word  37,word  38,word  39,word  40,word  41,word  42,word  43,word  44,word  45,word  46,word  47,word  48,word  49,word  50,word  51,word  52,word  53,word  54,word  55,word  56,word  57,word  58,word  59,word  60,word  61,word  62,word  63,word  64,word  65,word  66,word  67,word  68,word  69,word  70,word  71,word  72,word  73,word  74,word  75,word  76,word  77,word  78,word  79,word  80,word  81,word  82,word  83,word  84,word  85,word  86,word  87,word  88,word  89,word  90,word  91,word  92,word  93,word  94,word  95,word  96,word  97,word  98,word  99,word  100,word  101,word  102,word  103,word  104,word  105,word  106,word  107,word  108,word  109,word  110,word  111,word  112,word  113,word  114,word  115,word  116,word  117,word  118,word  119,word  120,word  121,word  122,word  123,word  124,word  125,word  126,word  127,word  128,word  129,word  130,word  131,word  132,word  133,word  134,word  135
1011,body,head,foot,kick,ball,goal,people,noise,clapping,rest,eat,watch,music,chat,games,read,speak,learn,wash,hair,money,snacks,series,relax,sleep,awake,coffee,drink,browse,internet,talk,friends,workout,shower,dog,play,feed,school,books,read,work,assignments,exhausted,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1013,body,part,human,person,friend,social,media,newspaper,print,ink,pen,writing,books,novel,writer,famous,celebrity,tv,film,art,museum,gallery,painting,frame,wood,tree,forest,nature,wildlif,animal,extinct,climate,weather,warming,desertification,heat,inhospitable,migration,upheaval,politics,crisis,leader,trust,belief,religion,church,mosque,islam,christianity,faith, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1014,body,mind,grow,throw,blow,glow,tire,fire,expire,desire,quantity,popularity,car,bar,tar,great,apple,beautiful,nose,ring,ear,population,people,harvest,rice,maize,soda,helicopter,table,kattle,stove,cow,clothes,gold,currency,bed,exams,books,water,rain,human,needle,blood,piercing,walk,grade,class,music,culture,hair,soc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1015,water,cup,drink,pop,straw,lid,wash,dishes,sink,dishsoap,sponge,faucet,counter,rag,condiments,ocean,boat,sea,shark,fish,net,rock,tv,pillow,doll,blanket,window,cup,water,bed,box,diaper,door,floor,juice,toy,blinds,nao,nap,couch,chair,stove,microwave,range,grass,snow,ice,fall,leaves,hot,summer,lemonade,keyboard,paper,printer,shirt,shoes,hat,socks,pants,shorts,phone,charger,computer,dance,ball,car,fence,rug,vacuum,mop,pan,skillet,music,,,,,,,,,,,,,,,,,,,,,,,,jump,ball,cross,church,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1016,body,arm,hand,finger,ring,wedding,bride,white,snow,drop,rain,bow,hair,brush,clean,up,down,left,right,move,dance,floor,light,dark,moon,stars,tv,colour,red,traffic,noise,hurts,hospital,be,sheets,pillows,marshmellow,camping,tent,oitdoors,trees,birds,happy,home,safe,warm,cook,dinner,lamb,fluffy,blanket,cover,up,secret,boris,bad,evil,devil,red,letter,envelope,stamp,sticky,sap,wood,fire,hot,burns,red,robin,chirp,noise,ear,ring,ruby,red,flag,flutter,butterfly,flight,holiday,france,wine,glass,sea,waves,goodbye,hello,new,beginnings,end,book,author,wrting,novel,new,start,gam, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1017,body,shop,house,poor,guy,friend,ship,tomato,sauce,meal,worm,hook,lift,top,gun,shy,guy,hi,hello,world,off,kilter,fast,reader,front,ways,around,up,ate,food,good,hungry,juicer,diet,wet,dry,gin,tonic,ice,melt,sub,sandwich,bacon,pig,lunch,dinner,dessert,cake,icing,hockey,goalie,save,life,death,reaper,take,give,charity,nonprofit,benefactor,thief,steal,baseball,bat,swing,homerun,win,loss,grief,joy,fun,police,policy,government,senator,ottawa,capital,parliament,representation,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1019,water,glass,cup,coffee,beans,toast,jam,fruit,banana,yellow,sun,heat,tempreture,cold,freezer,ice,cold,snow,white,colour,pink,flamingo,animal,tiger,zoo,elephant,grey,rainclouds,weather,sunny,hot,beaches,wave,sand,sandcastle,fun,family,love,valentinesday,partner,love,happy,smile,emotions,sad,cross,angry,upset,tears,eyes,glasses,vision,eyes,nose,mouth,lips,red,blood,pain,windown,glass,vase,flowers,tree,leaves,autumn,seasons,spring,chick,easter,chocolate,eggs,chicken,broen,treetrunk,sap,plant,rose,flower,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1020,body,shop,bag,plastic,can,petrol,car,wheels,bus,people,faces,makeup,lipstick,red,fireenginge,loud,noise,siren,police,jail,prison,criminals,crime,punishment,penalty,football,goal,score,result,positive,negative,minus,freezing,cold,blue,sky,clouds,white,fluff,cottonwool,balls,soccer,pitch,grass,green,mowed,stripes,zebra,animal,zoo,visitors,busy,crowds,noise,talking,laughter,family,closeness,safety,security,guard,helmet,hat,protection,red,flag,flying,windy,movement,sway,dance,move,beat,volume,tempo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1021,body,camera,light,dark,night,sky,birds,dove,white,black,coffee,cafe,tables,chairs,sitting,calm,sea,buckets,spades,sand,island,wreck,treasure,jellewery,necklace,gold,charm,trinket,silver,lining,curtains,fabric,soft,wool,sheep,clouds,fluffy,cotton,stitch,sew,mend,fix,stick,sellotape,present,christmas,baubels,tree,pine,forest,destruction, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1022,water,mix,with,ice,give,and,get,make,fun,with,keep,the,city,read,book,well,consider,giving,back,report,police,crime,visit,zoo,holiday,travel,hotel,booking,energy,fitness,coach,register,business,tax,operation,city,job,fix,road,construction,minister,president,law,school,children,learn,friend,love,family,pass,player,ball,officer,rules, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1023,water,wet,soak,fun,rain,drop,summer,funny,good,warm,soft,mellow,stores,home,want,out,of,misery,wait,time,slow,job,trip,maybe,free,door,walk,me,help,myself,happy,day,come,life,plans,wait,tunnel,light,hope,deserve,all,goals,something,new,please,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1024,water,land,mass,size,scale,lizard,snake,reptile,dinosaur,jurassic,volcano,lava,weather,rain,sun,cloud,umbrella,coat,cardigan,shoes,wellies,puddle,mud,pie,cake,birthday,party,celbration,surprise,balloons,event,halloween,christmas,gift,present,santa,reindeer,snow,weather,cold,hot,cooking,dinner,lunch,tea,coffee,biscuit,snack,time,watch,bracelet,arm,body,human,person,job,work,business,office,building,corporate,news,newspaper,lies,truth,imagine,story,write,pen,paper,book,song,rythym,sing,dance,show,puppet,entertain,guests,invite,birthday,candles,church,god,worship,easter,eggs,chocolate,sweets,treats,pudding,yorkshire,dales,fields,sheep,cows,pigs,farm,tractor,chickens,roast,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1025,body,parts,car,travel,plane,aero,chocolate,sweet,song,music,hearing,deaf,blind,eyes,glasses,window,house,home,family,dogs,friends,happy,work,coulleges,friends,party,happy,hope,sunny,spring,flowers,lily,snowdrops,white,winter,snow,cold,ice,icecubes,drinks,coaktails,weekends,holidays,familytime,daughter,partner,time,days,together,home,heart,family,animals,cat,mouse,tail,door,slammed,shut,closed,dark,nights,stars,moon,galaxy,twinkle,pretty,lights,winter,cosy,christmas,presants,happy,children,daughter,teenager,gymanstics,sumersault,ribbons,balls,beanbags,mats,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1026,water,ice,cold,hot,desert,sand,glass,window,see,hear,ear,nose,face,eye,eyebrow,hair,head,neck,spine,body,stand,sit,lie,bed,room,door,carpet,fabric,clothes,hat,scarf,snow,snowman,ball,football,sports,school,academics,teacher,exam,test,difficult,friends,study,learn,university,degree,lecture,assignment,grade,graduate,job,work,money,flat,girlfriend,life,groceries,bills,tax,council,local,pub,beer,snacks,food,takeaway,delivery,uber,taxi,drive,truck,traffic,motorway,road,park,line,circle,triangle,shape,colour,red,orange,fruit,banana,yellow,giraffe,long,short,style,dance,show,musical,movie,tv,game,fun,childhood,holiday,hotel,chocolate,fish,restaurant,bar,aunt,cousin,uncle,money,poor,work,salary,raise,promotion,boss,favouritism,unfair,politics,corrupt,conservative, , , , , , , , , , , , , , , ,
1027,water,drain,sump,oil,car,vehicle,bike,chain,knot,wool,knit,sew,repair,heal,medicine,doctor,nurse,aid,help,survive,rescue,helper,aide,politics,government,rules,law,court,lawyer,trial,hardship,tough,difficult,hard,soft,weak,frail,old,older,younger,child,parent,father,mother,carer,helper,support,frame,building,structure,tower,castle,fortress,strength,bodybuilder,athlete,runner,sprinter,finisher,winner,loser,fool,idiot,thick,thin,narrow,slim,slender,thin,slim,fit,lazy,idle,lazy,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1028,water,cold,hot,burn,painfull,tears,sad,upset,worried,afraid,scared,fright,horror,terror,anxiety,people,friends,family,son,male,partner,happy,excited,holiday,sea,blue,sky,clouds,cotton,clothes,jeans,denim,blue,paint,wall,brick,house,home,happy,smile,expression,face,young,child,daughter,love,happy,emotion,frustrated,life,long,stick,green,tress,leaves,outdoors,fresh,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1029,body,top,bottom,bum,tramp,homeless,jobless,poor,sick,ill,hospital,doctor,nurse,medicine,syringe,injection,engine,car,petrol,diesel,hybrid,electric,atmosphere,surroundings,buildings,church,supermarket,shopping,list,write,pen,paper,pencil,rubber,erase,dissappear,magic,magician,wand,hat,bunny,easter,egg,chicken,roast,cook,book,read,illustrate,draw,picture,photo,camera,lens,glasses,eyes,contacts,friends,colleagues,associates,befriend,company,loneliness,alone,solitary,sad,h, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1030,water,monster,coffee,orangejuice,lemonade,watermelon,jam,bread,bagels,cream-cheese,breakfast,cereal,spoon,fork,knife,dishes,dishwasher,clean,windex,gloves,sanitary,dirt,floor,vacuum,mop,dustpan,trash,trashbag,junk,boxes,organization,clutter,crowded,claustrophobic,people,groups,countries,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1031,body,mind,brain,pig,farm,wheat,bread,dinner,candle,fire,arson,building,office,typewriter,keys,teeth,dentist,receptionist,desk,work,busy,beaver,driver,car,wheel,round,game,theory,science,study,flirty,woman,friend,ally,war,bullet,explosion,concussive,boxing,christmas,tree,branch,wood,fiber,breakfast,egg,chicken,feather,bird,jazz,horn,note,form,substance,amount,weight,heavy,rock,granite,marble,sculpture,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1032,body,arm,leg,foot,toe,nail,polish,furniture,chair,table,cutlery,knife,fork,spoon,soup,carrots,turnip,garden,flowers,soil,grow,tall,stretch,rope,pull,car,fast,journey,holiday,holiday,sunshine,rest,food,drink,books,reading,relax,bath,water,hot,bubbles,child,fun,laughter,playing,toys,sand,running,beach,waves,shells,search,mess,crafts,knitting,sewing, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1033,body,shape,form,class,type,writer,pen,word,salad,lettuce,leaf,nissan,car,body,torso,trunk,tree,top,level,out,side,swipe,left,turn,round,circular,thinking,aloud,outspoken,frank,spencer,marks,stains,residue,leftover,food,meat,eater,consumer,user,manual,work,out,excluded,removed,gone,away,far,beyond,past,before,previous,ago,long,yearn,want,need,require,demand,ask,request,need,requirement,necessity,basic,fundamental,essenti, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1034,body,head,ache,foot,leg,toe,nail,hammer,hit,ball,play,game,cards,credit,cash,money,coins,roman,fort,castle,tower,bridge,water,running,race,engine,car,motor,coast,sea,side,arm,fire,flame,trower,axe,wood,chop,meat,eat,meal,food,sea,side,choose,choice,good,bad,evil,demon,angel,girl,woman,baby,nappy,rubbish,waste,not,nor,either,way,road,path,foot,toe,pain,ache,tooth,paste,glue,stick,rod,fish,line,string,,rope,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1035,water,clear,sky,blue,moon,cheese,smelly,feet,toes,five,fingers,ring,telephone,mobile,home,comfot,blanket,warm,cosy,indoors,house,large,box,present,christmas,santa,northpole,cold,winter,snowflakes,cold,ice,frosty,sparkles,fairy,tooth,pain,relief,exhausted,exercise,running,marathon,miles,distance,swimming,strokes,heart,beats,music,loud,party,club,night,day,light,dark,stars,super,hero,capes,superman,power,rules,broken,cracked,mirror,glass,table,resting,sleep,dreams,nightmare,scary,happy,silly,laughing,clapping,singing,mood,good,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1036,body,neck,head,eyes,ears,nose,mouth,teeth,tongue,tonsils,lungs,heart,soul,faith,religion,jesus,cross,ressurection,ascension,depth,sea,calm,tranquil,rough,smooth,silk,cotton,work,mill,machinery,people,friends,partners,children,school,subjects,english,maths,science,history,religion,pe,sex,reproduction,copying,new,old,recycle,plastic,paper,cardboard,box,storage,cars,steerin,gears,seats,leather,fabric,red,blue,orange,green,grass,seeds,plants,animal, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1037,water,drink,water,glass,surface,stink,rapture,think,tomorrow,several,dank,step,seldom,monster,forgiven,terrible,taco,system,ever,then,major,safeturn,ever,any,then,did,soft,so,ensure,tobacco,poitcouldwheneverextrawantverydidforocanno,step,zero,tackle,football,men,soccer,game,range,highway,mountain,stream,velocity,crime,sound,oatmeal,apple,touch,voyage,step,look,hide,vehicle,car,truck,join,refuse,mexico,award,dog,sad,fox,turkey,flower,tomorrow,yeste, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1038,water,clear,sea,blue,ocean,deep,emotions,happy,excited,adrenaline,anxiety,nervous,scared,mentalhealth,scary,ghosts,dark,night,sleep,snoring,funny,laughing,fun,toys,children,school,pencil,pen,notebook,writing,learning,knowledge,genius,iq,intelligent,clever,smart,technology,phone,apple,advanced,new,new,present,gift,christmas,snow,winter,cold,sad,depressed,angry,red,blood,murder,drama,criminal,prison,uniform,life,death,freedom,will,choices,options,good,bad,negative,wrong,right,positive,caring,kind,warmth,friendship,happiness,love,genuine,believeable,TRUE,FALSE,lies,deception,hurtful,slit,split*,two,twins,sisters,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1039,water,wet,flower,ground,dirt,nasty,disgusting,stinks,rot,death,decay,food,waste,money,green,tree,leaves,autumn,fall,orange,red,sunset,hot,beach,swim,water,sharks,ocean,deep,water,scary,fear,fright,nausea,stomach,body,big,fat,weight,excess,absorbent,pads,puppy,cute,animal,cuddly,friendly,love,heart,red,blood,splatter,dots,polka,dance,sing,fun,friends,party,music,food,drinks,alcohol,bad,terrible,worst,best,better,goals,achievement,job,stress,burnout,break,vacation,flight,hotel,sleep,bed,king,queen,castle,land,pasture,green,grass,tall,short,dumb,stupid,idiot,fool,clown,funny,jokes,happy,people,close,holiday,warm,winter,cold,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1041,water,wine,drink,eat,sleep,rest,time,day,tasks,work,play,dog,cat,mouse,cheese,cracker,christmas,family,friends,fun,laugh,cry,emotion,story,book,read,knowledge,educate,understand,develop,person,relationship,human,connection,wire,electronics,computer,internet,search,look,find,posess,ghost,supernatural,stories,myths,legends,dragons,fire,burn,destroy,violence,war,pain,hurt,doctor,nurse,hospital,medicine,better,learn,school,books,paper,draw,sket, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1042,water,flow,stream,bubble,burst,pop,song,sing,song,tune,fork,eat,food,snack,biscuit,wafer,thin,line,end,now,present,it,is,actual,start,fright,jump,tune,fork,food,eat,meat,food,lunch,bite,nibble,byte,bit,drill,tool,box,carboard,paper,wrapper,cover,sheet,linen,white,light,see,look,around,vision,see,things,about,belonging,place,house,building,building,wall,stone,rock,paper,sizzors,cut,line,rope,tie,suit,dress,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1043,body,chain,port,hungry,igloo,state,happy,baby,monkey,queen,numb,read,juggle,lucky,toilet,reach,radio,dog,funny,cow,car,gang,rain,tower,wedding,friend,marry,party,run,food,eat,play,toys,family,children,holiday,summer,winter,sun,stars,moon,trouble,sleep,clock,time,wait,chair,table,fire,carpet,orange,house,window,grass,cloud,sky,lady,boy,girl,teacher,computer,word,sentence,phone,jigsaw,truck,kitchen,curtains,bed,clothes,door,window,seat,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1044,body,part,actor,hollywood,oscar,awards,football,messi,goals,gym,workout,fitness,running,athletics,olympics,marathon,sprint,jumping,horse,animal,,dog,pet,cat,tiger,,lion,africa,hot,sunny,holiday,pool,beach,sand,desert,sahara,dry,water,drink,,coke,fizzy,sugar,diet,broccoli,green,red, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1045,body,parts,motor,nissan,micra,colette,car,red,blue,white,dog,cindy,mongrel,puppy,litter,seven,six,five,four,three,two,twins,quads,single,baby,cat,kitten,one,twins,two,three,triplets,boys,girls,both,sexes,male,female,mum,male,dad,brother,cousin,hector,george,johnnie,david,andres,sister,jennifer,girl,red,hair,long,pony,tail,horse,donkey,mule,sheep,dog,lamb,farm,animals,hay,barn,farmer,cow,milk,cream,butter,sugar,jam,marmalade,sweet,sour,chicken,dinner,steak,vegetables,meat,fish,curry,mild,hort,korma,sister,wilma,house,five,bedrooms,car,truck,bus,coach,trai, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1046,body,slim,healthy,green,vegetables,earth,care,perfection,practice,humain,environment,pollution,recycling,plastic,sealife,reduction,greenenergy,life,animals,love,peace,humainity,care,affection,future,weather,warm,best,good,consideration,animals,seaworld,mountains,forest,wood,plants,oxygen,nytrogen,carbon,copper,gold,silver,future,quality,living,caring,innocent,natural,nutritious,good,tasty,fruits,trees,flowers,bees,lifecycle,honey,pollen,yellow,green,blue,orange,purple,red,pink,white,black,brown,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1047,water,cup,bowl,plate,knife,fork,spoon,dessert,chocolate,buttons,coat,trousers,socks,shoes,handbag,leather,steel,metal,fire,ice,water,ocean,island,tree,plant,fish,bird,mammal,animal,bunny,rabbit,mouse,rat,dog,cat,tiger,mum,dad,child,nursery,school,education,writing,reading,maths,clever,stupid,boy,girl,woman,man,child,play,study,hard,soft,gentle,strong,hands,feet,toes,nailpolish,makeup,blusher,bronzer,powder,mascara,eyeliner,contacts,medica,health,wealth,money,life,death,oldage,caring,sad,happy,angru,negative,positive,strength,weakness,fortitude,fight,rest,relax,bath,toys,baby,born,died,restart,tree,ant,beetle,worm,slug,bird,bigbird,eagle,deer,tiger,lion,bear,picnic,outside,sun,sand,beach,holiday,asia,america,plane,travel,excitement,pleasure,discomfort,pain,survival,fittest,lion,fur,beuatif, , , , , , , , , ,
