ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144
3026,water,bath,bathroom,shower,water,clean,soap,lufa,dry,dress,clothes,shave,hair,trim,leave,kitchen,cook,breakfast,eggs,toast,food,happy,full,glad,move,couch,tv,watch,enjoy,sit,stand,outside,run,walk,dog,nature,waterfall,hiking,good,time,long,sleep,now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3028,water,food,pizza,burger,sandwich,juice,fruits,vegetables,meat,pork,beef,lamb,fish,chicken,light,television,phone,computer,sofa,couch,table,chair,dress,dinner,breakfast,lunch,office,work,friends,chat,assighnment,busy,birds,pets,dog,cat,road,train,ship,plane,kettle,exist,moon,sun,stars,see,boat,truck,vehicles,car,bike,cycle,dance,club,beverages,singing,pop,fun,eating,refrigerator,oven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,water,ocean,waves,beach,boat,sail,wind,weather,heat,sun,burn,lotion,tan,brother,penis,ass,sex,porn,horse,pony,ride,car,road,trip,hotel,maid,french,bread,wine,drunk,cousin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3031,body,head,hair,cut,scissors,paper,cut,shape,square,circle,round,oval,pool,water,wet,cold,hot,warm,sweat,dirty,clean,shower,wash,scrub,brush,rub,soothe,comfort,help,hurt,pain,ice,melt,wet,dry,towel,blanket,bed,sleep,dream,nightmare,scary,funny,joke,movie,theater,popcorn,butter,milk,cow,horse,saddle,ride,pasture,grass,mow,short,long,boring,exciting,dangerous,safe,money,coins,collect,gather,together,apart,distant,near,close,touch,hug,kiss,love,hate,despise,care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3032,water,land,earth,round,ball,football,sport,play,compete,win,lose,fail,life,death,kill,murder,weapon,gun,shoot,target,hole,wall,look,down,foot,shoe,lace,tie,knot,tangle,hair,comb,honey,bear,animal,woods,road,hole,fall,dream,sleep,bed,sheet,wash,clean,wet,water,sand,beach,shell,fish,boat,sink,drown,die,ghost,haunt,hous,noise,creak,door,close,private,space,shame,hot,lamp,shade,tree,branch,ant,crawl,knees,hurt,pain,ach,end,beginning,start,line,dot,matrix,movie,sound,loud,hear,listen,speak,friend,gone,alone,safe,fear,anxious,stress,run,flee,help,stay,home,hide,space,window,see,sight,eyes,hurt,face,look,stare,weird,scare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3034,body,part,car,drive,bus,school,teacher,student,learn,read,book,keeper,crypt,death,fear,anxiety,depression,medicine,ball,soccer,kick,punch,fruit,vegetables,soup,hot,tea,ice,cream,pie,face,brace,ankle,roll,bowl,pins,needles,sew,fashion,week,month,year,time,good,food,eat,dessert,cake,urinal,restroom,dirty,mind,think,piece,junk,mail,box,cardboard,cutout,coupon,save,discount,percent,math,algebra,class,elite,fancy,pants,jeans,denim,jacket,cold,weather,balloon,animals,dog,pet,cat,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3037,body,shame,little,let,cry,river,just,show,you,love,account,empty,ride,fall,tell,me,he,she,deduce,reduce,this,cure,solar,fish,plant,plenty,long,time,super,power,come,with,fight,rangers,song,cup,baby,sleep,me,who,is,confess,bud,raise,papa,mama,sister,brother,father,mother,fathom,ring,sound,sonic,sony,apple,grape,orange,eat,horse,dog,cat,fish,honey,bee,clock,time,key,money,card,credit,debit,yawn,curse,blink,enter,force,bag,luggage,blouse,jean,rap,dead,look,are,okay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3038,body,dead,death,life,harmony,melody,music,musician,guitar,man,woman,feminism,justice,social,outgointg,shy,quiet,loud,explosion,volcano,island,water,ocean,fish,camp,trail,discover,body,fit,fitness,exercise,walk,run,marathon,television,cartoons,drawing,writing,songs,lyrics,recording,sound,audio,visual,eye,socket,arm,leg,break,shatter,glass,wine,red,love,romance,hatred,despise,deputy,sheriff,police,abolish,slavery,prisons,pipeline,native,local,national,country,president,bad,sad,depression,tear,fall,land,water,deep,shallow,song,charts,doctor,medicine,vaccination,coronavirus,help,safety,danger,dangerous,harm,heal,kill,knife,stab,blood,guts,organs,heart,love,girlfriend,boyfriend,husband,wife,divorce,wedding,marriage,bells,ring,phone,smart,dumb,student,class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3039,body,count,dracula,vampire,angel,demon,hell,religion,minister,hello,greeting,doorbell,dog,companion,friend,assist,loan,money,buy,amazon,work,boss,coworker,ally,dungeon,dragon,magic,egg,spike,pony,hooves,trample,war,sand,beach,florida,old,home,sad,death,heaven,jesus,crucifixion,pain,music,spotify,husband,marriage,preacher,television,boredom,survey,income,survival,fire,cook,meat,animal,vegitarian,loser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,body,touch,feel,see,hear,taste,coffee,aroma,indulge,express,think,thought,idea,lightbulb,light,shine,warm,hot,cold,ice,mei,wall,block,basketball,hoop,swish,ball,crossover,ankles,injury,back,golf,ball,club,fairway,green\\,birdie,eagle,ace,cheer,beer,drunk,fall,hurt,foot,sprain,strain,follow,hug,love,heart,sun,tattoo,goth,lilpeep,weed,xanax,leam,coke,blow,kush,high,airplane,fly,landing,running,shoes,laces,friends,backup,safety,caution,arrows,screens,light,neon,signs,spped,speed,limit,arrested,impound,debt,welfare,food,expire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,body,found,lost,wallet,money,dollars,cents,job,work,boring,task,underpaid,waste,time,limited,scarcity,environment,tree,forest,animals,wild,claw,teeth,blood,red,moon,rise,elevate,mountain,high,cloud,white,cotton,shirt,sleeves,cover,warmth,fire,burning,hot,sun,summer,swim,ocean,wave,crest,toothpaste,brush,dentist,doctor,degree,antipersperant,streak,naked,attractive,female,sexy,bed,room,shelter,gimme,stone,heavy,big,huge,trump,failure,frustration,anger,hopeless,redemption,red,dead,body,mystery,crime,police,law,justive,judge,attorney,guilt,crime,released,parole,freedom,escape,uplift,purpose,lack,deadend,lost,stuck,tape,broke,fix,hammer,nail,wrench,bolt,lightning,storm,rain,rainbow,color,white,diamond,blood,movie,watch,enjoy,friends,lack,lonely,help,assistanve,bored,typing,sucks,thumb,hand,fingers,toes,knees,bones,,,,,,,,,,,,,,,,,,,
3042,body,knee,pain,surgery,doctor,hospital,well,therapy,cane,walker,exercise,healing,better,freedom,hiking,enjoyment,biking,hard,consistency,friends,group,exercise,hopeful,better,convalesence,covid,afterward,now,time,agesong,group,talkers,friends,advice,therapy,walking,neighborhood,reconnect,mask,disinfect,coffee,invite,when,hopeful,positive,excited,vaccine,someday,election,politics,painful,happy,sad,good,bad,events,sleep,heartburn,wakeful,turking,brain,exercise,ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,body,mind,electricity,water,thuth,nature,feels,good,life,change,plants,earth,heart,listening,patience,love,wisdom,work,purpose,satisfaction,excitment,summer,solstice,magic,happens,daily,week,stay,positive,smile,genius,light,clouds,air,pollution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3044,body,clean,wash,dress,undress,dirty,sleep,beautiful,seen,size,heavy,skin,leg,arm,head,eyes,lips,mouth,chin,kne,hands,hair,jump,fat,small,die,save,shave,trim,foot,old,young,big,small,turn,beaten,broken,awae,large,finger,toe,nails,thumb,ears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,water,cold,bath,drink,thirst,pure,clean,bottle,cap,hat,black,pussy,kitten,pet,pedigree,canine,vet,cage,care,fond,love,friend,like,dear,near,people,relative,feel,close,thick,TRUE,love,kiss,sex,breakup,love,cycle,trust,clear,crystal,salt,sea,waves,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3047,body,warm,summer,rain,come,from,light,sun,bring,home,wake,me,up,when,september,ends,bring,me,to,life,ressurect,grab,grub,awesome,font,hanger,home,clock,paris,perfume,clothes,navy,blue,flower,borne,germs,virus,endocrine,nervous,system,beast,enabler,enhance,attenuate,alleviate,moral,incentive,plausible,probable,feasible,free,kinethic,entropy,tempreature,heat,thermodynamics,generator,electric,resistance,capacitor,ebbs,current,coral,reef,biodiversity,fuana,flora,bane,hammer,intergrator,continuous,differential,equation,integral,enthusiastic,mist,must,eerie,now,new,north,pole,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3048,water,wet,rain,shower,clean,flowers,spring,life,new,invigorate,exercise,health,strong,fit,lust,sex,male,man,boy,girl,woman,small,dainty,pretty,model,thin,starving,hungry,emaciated,unhealthy,unclena,dirty,foul,smell,rot,bad,wrong,right,left,foward,move,change,start,new,work,good,productive,helping,hand,arm,foot,shoulder,wrist,write,poetry,words,fragment,partial,literate,read,books,fantasy,potter,quiditch,griffindor,voldemort,snake,boa,sly,fast,dangerous,evil,trickster,found,lost,away,leading,tempt,range,forest,tree,shelter,birds,ducks,geese,migrate,south,sun,warm,heat,growth,vigor,life,health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,body,mankind,man,women,hand,muscle,chest,exersise,walk,yoga,fitness,builder,breast,body,skinny,fat,workout,muscle,workout,run,food,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,body,mind,soul,wisdom,pain,sadness,happy,glad,angry,sophisticated,calm,funny,friendly,open,closed,hero,believe,natue,nature,mature,actress,actor,beach,sand,sunny,food,drinks,weather,beachchair,balls,people,children,dogs,road,car,bikes,waves,oceax,ocean,current,river,fiji,newyork,timessquare,heal,weak,strong,capacity,luggage,boxes,son,daughter,baby,chiken,steak,porkchop,macaroni,banana,strawberry,raspberry,clothes,tattoos,piercing,hairstyles,nails,makeup,heels,shoes,jewlery,clouds,rain,bored,hungry,chill,seren,serene,pity,guilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,body,shape,fitness,exercise,health,food,immunity,boost,help,increase,stamina,workout,refresh,relax,stressfree,calm,quiet,silent,meditation,yoga,pose,photo,memory,brain,iq,intelligent,discover,invent,new,technology,innovation,future,dream,goal,aim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3054,water,wet,swim,pool,chlorine,burn,skin,itchs,scratch,cat,allergy,sneeze,germs,bacteria,illness,plague,death,rats,maggot,fly,bug,spider,fear,alien,space,planet,jupiter,wind,rain,fire,life,trees,forest,meadow,hill,grass,cow,beef,burger,eat,food,delicious,hungry,stomach,gut,acid,poison,alcohol,sad,cry,tear,water,swim,ocean,dolphin,rape,sex,vagina,birth,baby,avoid,run,walk,sidewalk,street,car,destination,vacation,money,job,stress,worry,fear,loss,envy,pride,flash,jewels,rich,selfish,greedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055,water,river,lake,ocean,boat,ski,fishing,beach,sand,hot,sweaty,muggy,humid,sniky,deoderant,good,bad,devil,angel,bible,church,pew,kneeing,standing,sitting,chair,desk,computer,laptop,mac,windows,internet,cable,netflix,hulu,prime,rib,bone,neck,arms,hands,fingers,toes,legs,thigh,joints,pills,protien,fats,carbs,wieght,obese,fat,overwieght,mcdonalds,food,hamburgers,hotdogs,grill,america,cow,pig,chicken,wing,feathers,fur,racoon,possum,killed,deer,antlers,moose,bear,black,brown,red,fern,plant,flowers,daisy,roses,sunflower,seeds,nuts,peanuts,cashews,almond,coconut,tree,oak,maple,chestnut,redwood,hiking,trail,steep,cold,feet,blisters,pop,snapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3056,water,fall,down,stairs,steep,shallow,lake,river,fish,catfish,shrimp,eat,diet,health,sick,doctor,appointment,schedule,routine,regular,plain,yogurt,icecream,vanilla,chocolate,cookie,chip,salty,crackers,snack,meal,dinner,lunch,sandwich,bread,wheat,thins,thick,heavy,weight,athlete,stromg,muscles,lean,mass,tall,short,stocky,dwarf,sleepy,grumpy,grouchy,mean,nice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3057,body,face,nose,smell,senses,hearing,ears,earlobes,soft,pillow,sleep,night,moon,stars,planets,earth,world,warming,temperature,heat,cold,mountains,skiing,snowboard,pads,injury,broken,torn,sprained,minor,youth,child,kid,young,old,grandma,grandpa,patriarch,father,model,swimsuit,pool,swimming,summer,sports,return,again,another,second,first,beginning,birth,life,existence,existential,crisis,pandemic,covid,masks,gloves,winter,cold,snow,snowflake,skating,dangerous,danger,stranger,experiences,meeting,girlfriend,engaged,wife,kids,house,dog,cat,lion,tiger,bear,elephant,grey,white,black,brown,red,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3058,body,human,man,dad,son,money,family,love,cash,heart,melt,metal,iorn,king,god,queen,nation,hills,falls,nature,green,fun,game,laptop,bee,honey,lab,dollar,card,knife,gun,police,station,railway,train,bus,stand,motor,circle,round,world,cloud,sun,moon,stars,galaxy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,body,death,somber,sad,sorrow,crying,hurt,pain,ache,feeling,natural,nature,animals,monkey,climb,jump,play,run,track,physical,doctor,exam,tratment,mind,thoughts,race,oval,shape,math,subject,school,lezrning,memories,fondness,love,admiration,wisdom,choice,will,thoughts,thinking,compare,choice,freedom,justice,equality,same,biology,evolution,order,messy,conflict,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,water,isle,gilligan,mary,dress,pattern,flowers,dirt,soil,worms,eat,bugs,squish,hard,foot,shoe,horn,animal,tusk,white,black,piano,play,guitar,instrument,hard,metal,shiny,elements,oxygen,hydrogen,breathe,atmosphere,night,stars,comet,haley's,dude,white,old,mangy,dog,scruff,neck,fur,brown,dog,tail,bark,loud,snout,wet,black,glisten,eyes,brown,pupil,white,red,vein,artery,heart,surgeon,doctor,white,coat,shackle,tire,iron,hit,metal,bar,drink,juice,orange,red,sun,twilight,moon,stars,shine,pickle,jar,hard,glass,clear,dull,sad,eyes,balls,star,shine,shoe,foot,kick,ball,round,eat,sleep,sad,fan,rotate,earth,blue,green,grass,cut,hot,summer,pool,balls,play,kids,colorful,colors,bos,box,crayon,school,teachers,students,parents,mean,sad,school,dirty,germs,covid,death,,,,,,,,,,,,,,,
3066,water,lake,sea,ocean,kite,pass,duck,whale,shark,man,adam,eve,crane,noah,alive,hungry,artificial,satellite,ascent,ask,billboard,find,finish,zip,egg,fish,hen,autumn,summer,winter,spring,jamuary,cold,hot,february,warm,deep,ice,hug,kiss,intimate,night,rear,bed,pillow,hall,kitchen,plate,knife,gas,cup,plates,bowl,food,pizza,car,burger,fries,walmart,plenty,trump,floyd,pence,who,china,covid,virus,school,lab,exam,rude,paaer,paper,pen,pencil,eraser,elevator,sharp,gum,craft,bag,trolley,plane,flight,tram,seat,drum,flute,guitar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,water,problem,solution,answer,question,important,contecentrate,dedication,honest,TRUE,frank,genuine,real,fake,fraud,dishonest,bad,good,excellent,awesome,beautiful,wonderful,nature,air,falls,height,weight,big,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,body,dead,girl,naked,trust,lie,claire,stuart,car,drive,mountain,distrudt,murder,suspect,suspicion,mystery,law,appeal,lie,kill,husband,drunk,hit,dishonest,murdered,wife,son,mother,eat,kitchen,breakfast,dean,student,college,drunk,criminal,worst,worried,sad,time,meet,friend,walk,fish,camp,boat,hut,lied,wish,matter,marry,negative,deep,bad,weak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3069,water,wet,dry,eyes,tears,couch,bible,truth,god,jesus,salvation,sin,pain,suffering,death,eterntity,fire,sad,loneliness,emtpiness,regret,trapped,woman,love,tired,weary,wanting,waiting,needing,touch,sex,companion,friendship,trust,call,care,need,trapped,hopless,endangered,meaningless,depression,crushed,pain,tired,weary,decades,eternity,desert,hopeless,lightless,loveless,woman,important,needed,wanted,crucial,life,trudge,day,week,year,decade,lonely,friendless,hopeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,water,pool,swimming,ocean,deep,adele,singer,music,tool,kit,harrington,game,thrones,show,scandal,current,tv,shows,nudity,graphic,violence,parental,guidance,suggested,rating,adult,fun,games,grind,work,play,suffer,die,live,eternity,forever,young,siphon,fluid,drain,clear,job,employmeny,unemployment,factors,money,problems,working,all,day,slice,life,whimsical,hamilton,musical,slipknot,listening,showcase,skillset,football,national,pasttime,trump,president,scandal,pope,religion,spirituality,skara,brae,shamino,ultimate,price,cost,life,death,subject,matter,energy,flux,capacitor,dual,air,conditioner,parts,auto,mechanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
