ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122
3026,body,wash,soap,clean,shower,steam,game,fun,outside,run,park,healthy,good,bad,sad,cry,angry,yell,talk,whisper,secret,friend,pal,fun,good,laugh,smile,like,want,need,take,mine,throw,toss,far,near,here,there,fair,nice,great,awesome,loce,love,win,prize,fight,box,contest,money,shopping,spend,spent,pay,object,own,walk,think,feel,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3028,body,eye,nose,mouth,ear,cheeks,teeth,arm,elbow,wrist,shoulder,hip,knee,ankle,toes,abdomen,belly,muscles,bones,nerves,veins,arteries,skin,lungs,heart,liver,stomach,spleen,pancreas,kidney,brain,cerebellum,pons,midbrain,hair,spinalcord,fingers,nail,whiteskin,blackskin, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3030,body,mind,soul,heaven,hell,devil,sin,saint,paint,house,home,door,knock,enter,exit,store,shop,clothes,shirt,shoes,size,feet,socks,cotton,fields,corn,farm,barn,hay,horse,cowboy,hat,boots,spur,cattle,steak,dinner,drinks,bar,bartender,date,sex,sister,naked,pool,bikini, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3031,water,fall,down,stairs,climb,mountain,rocky,rough,tough,string,theory,idea,new,fresh,tasty,good,bad,wrong,right,left,out,in,away,far,near,close,open,door,wall,floor,ceiling,raise,lower,higher,sky,sea,ocean,waves,water,drink,thirsty,cold,hot,sweat,drink,eat,hunger,food,dinner,evening,morning,sun,light,dark,sleep,dream,wake,bed,sheet,pillow,head,hair,cut,scissors,paper,write,read,words,story,book,write,letter,friend,enemy,fight,war,battle,cry,laugh,joke,comedian,funny,stage,act,play,gam, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3032,body,horror,movie,screen,laptop,type,words,write,work,money,stress,stomach,food,taste,tongue,teeth,broken,arm,sore,bed,sleep,dream,sweat,shower,smell,skin,pink,color,red,blood,spill,milk,white,man,woman,vagina,porn,movie,film,watch,look,eyes,poke,stab,knife,cut,vein,bleed,die,darkness,nothingness,relief,safe,run,hide,seek,wood,floor,carpet,stain,clean,water,wash,drain,soap,smell,stink,fish,eat,hunger,lunch,sandwich,bread,mold,green,grass,tree,forst,dark,worm,soil,grow,plant,leaf,sun,sky,star,earth,planet,jupiter,moon,ice,winter,cold,snow,freeze,heat,fire,stove,burn,cook,meat,greas,fork,spoon,knife,stab,wound,horror,jason,mask,coronavirus,outside,hot,summer,rain,, , , , ,
3034,water,gun,bullet,hole,tree,top,spinning,head,hard,ball,basket,case,load,laundry,dirty,rice,food,good,time,capsule,pill,swallow,eat,drink,lemondade,hard,rock,stone,pebble,beach,front,back,pain,strain,virus,corona,beer,drunk,alcohol,rubbing,feeling,emotion,sadness,depression,recession,economy,money,green,red,eyes,see,glasses,nerd,asthma,,copd,smoker,coughing,sick,hospital,doctor,nurse,scrubs,dishes,wash,clothes,shopping,credit,bill,pay,owe,debt,loans, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3037,water,ink,radio,game,load,luggage,bag,river,ocean,break,purge,tortoise,frag,grenade,rise,fall,dude,run,freak,brake,swim,swell,ride,time,clock,partner,create,wicked,blame,cat,dog,horse,spend,money,tea,eat,food,cook,marathon,football,play,talk,gist,response,dictionary,anthem,plait,sick,heal,syringe,gun,deny,no,million,special,type,feeling,with,you,heart,body,go,love,joy,paradise,begin,to,keyboard,ordinary,suppose,vex,usual,concentrate,felicitate,feel,alright,anytime,jam,soul,inverter,solar,moon,fly,jeep,car,vehicle,station,play,control,socket,card,debit,credit,union,jack,slave,master,macho,give,them,he,she,her,set,, , , , , , , , , , , , , , , , ,
3038,water,wet,dry,hair,long,tall,short,low,bottom,top,gay,straight,wavy,waves,ocean,beach,drink,eat,sleep,dream,astrology,psychic,fortune,luck,lottery,winner,loser,president,country,world,earth,air,airplane,fly,land,fall,spring,winter,cold,snow,christmas,present,birthday,death,dark,black,white,oppression,revolution,war,peace,hippie,music,theory,science,astronomy,star,celebrity,fame,fortune,wealth,mansion,pool,side,wide,skinny,bones,graveyard,night,day,work,pay,buy,sell,money,dime,spanish,english,language,letter,card,game,lose,win,money,dollar,holler,yell,scream,queen,king,prince,princess,protection,condom,sex,sexuality,sexy,hot, , , , , , , , , , , , , , , , , , , , , , ,
3039,water,bucket,well,rope,noose,lynch,cowboy,outlaw,pistol,killer,england,soccer,ball,sports,greece,romans,cross,addition,apples,doctors,patients,illness,disturbed,rock,music,husband,married,children,anxiety,fear,passion,fruit,store,cashier,money,bank,america,debt,college,degree,job,boss,trouble,board,cutting,chef,kitchen,tasty,trained,knife,spoon,cereal,breakfast,poptart,glazed,donut,cops,abuse,parents,children,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3040,water,wet,shirt,collar,button,press,coffee,mocha,espresso,cafe,relax,think,task,completion,acceptance,pressure,confidence,anxiety,breathing,understanding,deep,emotion,heartbreak,healing,time,process,battle,love,music,art,poetry,motion,movement,skateboarding,kickflip,summer,sunshine,warmth,smiling,comfort,bed,rest,shuteye,beginning,end,back,befor,prior,life,experiences,moments,memories,naustalgia,cousins,family,reuinion,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3041,water,wet,ocean,wave,crest,toothpaste,brush,hair,long,wait,doctor,school,student,teacher,apple,fruit,bananna,yellow,wait,line,circle,knitting,needle,sharp,pain,agony,defeat,loss,game,fun,child,parent,marraige,wedding,dress,seemstress,job,pay,dollars,cents,sense,knowledge,learning,books,reading,nightlight,bed,sleep,pillow,rest,wake,breakfast,eggs,chicken,bird,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3042,water,air,sky,clouds,mountains,trees,lake,fish,trails,hiking,boots,dog,dirt,poop,people,masks,encounters,store,groceries,checkout,friendly,smiles,communicate,drive,roads,hill,home,bags,strawberries,smoothie,flowers,succulents,watering,sustenance,feeding,enjoying,plants,exercise,knee,therapy,openness,activity,meniscus,healing,positive,up,sky,clouds,rain,wind,earth,climate,friends,nature,ability,covid,worry,surge,negative, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3043,water,aids,people,live,healthier,lifestyle,drink,water,every,day,make,others,happier,share,knowledge,stay,humble,play,part,you,see,fit,make,smart,decisions,consistency, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3044,water,cold,hot,warm,cool,good,clean,dirty,healthy,pure,purified,clear,through,trough,gauge,metre,get,drink,take,swallow,swim,drawn,river,tank,ocean,lake,rain,tap,drain,wash,shower,absorb,submerge,fish,fishing,dehydrated,dry,wet,drip,dripping,drop,drops,drain,mud,dam,sewer,sceptick,glass,drank,mop,mopped,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3046,body,glove,hand,made,care,free,freedom,speech,democracy,elections,ballot,electronic,people,vote,cast,print,verify,count,announce,wiiner,winner,loser,margin,poll,ceremony,dias,next,speech,due,old,white,house,next,person,,lady,kids,face,street, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3047,water,help,me,see,game,horse,camel,stream,frame,france,great,girth,strange,doctor,garden,solemn,strong,snake,sting,bring,stroll,stool,stove,strive,steal,stake,stock,stew,skew,milk,mow,move,mute,brass,copper,zinc,iron,fade,optic,wave,light,pedestal,range,field,electromagnetic,banish,beautiful,woman,lady,girl,grave,mouth,full,nice,warm,witty,innovative,seclude,improve,align,function,method,routine,class,member,diagram,charcter,string,integer,variable,jot,closure,june,jane,march,april,may,style,compose,grim,great,varsity,college,school,teacher,master,server,architech, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3048,body,odor,smell,bad,good,lemon,citrus,peel,zest,flavor,food,pizza,cheese,melt,hot,fresh,fruit,mango,tropical,florida,disney,fun,family,mother,father,son,brother,friend,ally,war,heo,hero,honor,valiant,knight,roundtable,arthur,movie,drink,lemonade,lemon,fruit,apple,juice,breakfast,eggs,toast,coffee,vibrant,alive,well,healthy,easy,hard,math,words,sentence,long,short,flower,zinnia,beauty,grace,elegance,gown,wedding,marriage,falls,niagara,vacation,quarantine,covid,disease,sickness,fever,cough,allergy,hay,horse,ride,farm,fresh,vegetable,pick,harvest,reap,sow,seed,grow,make,craft,garden,tomato,spaghetti,sauce,noodles,carb, , , , , , , , , , , , , , , , , , , , , , , , ,
3049,water,liquid,liquid,oil,drinks,water,milk,coke,bottle,juice,milk,honey,water,lemon,juice,orange,milk,beach,lake,swim,river,canel,river,sea,shower,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3050,water,ocean,love,rain,vibes,serene,loyalty,honesty,hate,beach,tatoo,tattoo,piercing,movies,amusementpark,statefair,baby,boy,girl,games,funny,chill,food,hair,clothes,work,friends,family,spouse,makeup,leaves,fall,summer,spring,school,memories,live,peace,harmony,joy,sadnes,sadness,fix,broken,heart,soda,macroni,chicken,ribs,steak,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3052,water,tap,pipe,plumber,person,world,economy,fall,autumn,season,flu,corona,health,safety,hygienic,clean,environment,climate,winter,cold,infection,immunity,food,healthy,exercise,fitness,goal,aim,need,information,data,personal,confident,secure, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3054,body,arm,hand,finger,nail,bite,teeth,chew,food,hunger,starve,death,empty,glass,water,drink,drunk,sad,cry,tear,salt,pepper,eggs,toast,morning,tired,sleep,bed,comfort,happy,games,fun,distracted,numb,feelings,bad,devil,satan,hell,fire,burn,skin,itchy,scratch,eczema,ooze,weep,painful,sore,ointment,sticky,wash,soap,scrub,corona,,mask,face,touch,disinfect,clean,bleach,cleaner,chemical,flu,pnemonia,hospital,sick,bill,money,fear,protect,save,conserve,collect,hoard,gather,bring,bag,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3055,body,leg,arm,neck,head,eye,lash,whip,hurt,ouch,hurt,blood,urine,poop,bag,food,tomato,potato,leek,sink,hose,grass,yard,back,front,down,sit,stay,dog,cat,bird,osprey,plane,prop,jet,blue,green,red,orange,strawberry,blueberry,mango,sherbert,icecream,cold,hot,sweaty,humid,florida,california,utah,lakes,great,good,bad,hell,devil,angel,god,jesus,mary,jospeh,bible,church,singing,music,rock,lava,molten,melted,solid,liquid,gas,stink,gross,city,newyork,texas,hot,muggy,rain,snow,cold,hail,baseball,hockey,football,soccer,frisbee,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3056,body,language,talk,small,large,meal,corn,dog,german,shepherd,sheep,lamb,wool,coarse,grain,cereal,cold,hot,summer,time,capsule,pill,medicine,prescription,subscription,magazine,monthly,cycle,period,red,crimson,dark,light,blue,sky,daylight,lamp,floor,carpet,brown,natural,tan,hidden,withdrawn,reclusive,shy,bold,brave,heart,love,red,lips,full,optimistic,happ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3057,water,liquid,drink,soda,sprite,carbonation,bubbles,children,fun,sports,yankees,homerun,ballpark,popcorn,movies,candy,store,shopping,clothing,shirt,sweater,itch,rash,sickness,covid,pandemic,deaths,graveyard,tombstone,engravings,names,work,hard,long,tired,sleep,night,moon,sun,morning,day,activities,cooking,kitchen,ingredients,oven,stove,pots,pans,eggs,breakfast,bacon,unhealthy,fats,steak,strip,vegas,gambling,roulette,blackjack,poker,slots,luck,draw,painting,artist,boring,stationary,rocks,pebbles,san, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3058,water,falls,rain,drop,bike,ride,man,love,girl,like,pink,color,dress,modern,technology,mobile,network,phone,call,map,gps,location,share,gift,birthday,party, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3060,water,wheel,car,drive,home,family,time,universe,stars,planets,earth,globe,round,circle,shape,geometry,mathematics,school,learning,brain,cerebral,body,soul,heart,blood,red,color,rainbow,rain,thunder,lightning,bright,shining,shimmering,beautiful,nice,kind,friend,pal,chum,fish,ocean,sea,waves,gravity,motion,physics,science,truth,facts,unknown,fear,excitement,joy,happy,celebration,party,enjoyment,fun,alive,breath,air,oxygen,element,periodic,magazine,read,books,pleasure,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3061,body,cleft,chin,shin,ankle,leg,foot,toe,nail,hammer,build,house,mouse,trap,sad,frown,face,mask,hot,pan,bacon,fry,eat,fat,pig,bacon,eat,plate,fork,napkin,wipe,baby,fat,chubby,tubby,bath,duck,water,fish,dirty,soil,plant,flower,fertilizer,poison,arsenic,actor,black,color,red,box,fox,orange,white,black,piano,keys,singer,pop,tart,breakfast,eat,good,bad,evil,cowboy,hat,white,black,screen,shot,kill,gun,crazy,mental,psychiatrist,doctor,white,medicine,bottle,drink,milk,cow,pasture,grass,weeds,flowers,soil,pot,geranium,flower,red,soil,bugs,spray,kill,die,sad,death,rot,ground,meat,red,blood,sad,tired,old,mold,bread,said,tell,mouth,lipstick,mascara,b, , , , , , ,
3066,body,body,body,head,hair,nail,leg,hand,finger,knee,thumb,boe,toe,chin,cheek,nose,eyes,ear,neck,heart,stomach,lungs,kidney,fat,muscles,bones,beard,hair,eyes,hair,backbone,nerves,fingers,nose,lips,hair,teeth,muscles,head,kidney,liver,tissue,molecules,han, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3067,body,temperature,hot,water,problem,solution,needed,independence,women,equality,certainity,definite,sure,always,remember,mind,relax,free,offer,discount,average,percentage,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3068,water,river,sea,ocean,mountain,lake,pond,cannel,valley,forest,trees,animals,environment,pollution,factory,human,clear,fish,honest,money,loayal,faithful,powerful,straighforward,clean,neat,happy,fear,optimistic,positive,clever,kind,passionate,patient,wise,attitude,drink,make,use,cup,random,energetic,alert,enthuisatic,determined,clear,thought,hour,time,second,day,week,month,year,ten,hundred,lakhs,crores,millions,billion,trillion,rock,salt,pillow,grass,vegetables,carrot,mat,rat,cat,frog,elephant,miss,universe,movie,drama,horror,comedy,document,romance,action,thriller,horror, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3069,body,mind,soul,spirit,god,jesus,sin,salvation,earth,death,pain,suffering,hurt,love,eternity,happy,female,wanting,passion,companion,friend,lie,hate,resentment,depression,lonliness,emptiness,hole,filled,complete,unity,love,one,hard,struggle,torture,pain,trudge,callous,unfriendly,apathy,indifference,desert,wasteland,hopeless,darkness,eternal,pain,forever,waiting,wanting,hoping,tired,weary,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3070,body,parts,mechanic,auto,mobile,phone,call,back,pain,ouch,grouch,oscar,cat,pet,friendly,reminder,memory,call,forwarding,old,school,bus,yellow,banana,fruit,punch,mike,tyson,chicken,parts,auto,car,truck,fun,play,work,pay,lesson,plan,budget,contraints,limiting,break,final,fantasy,game,fun,time,grind,progress,success,mission,impossible,tom,cruise,aunt,dangerous,covid,19,stephen,king,dark,tower,game,might,magic,path,exile,sequestered,safety,pigment,color,favorite,food,dinner,burgers,grill,burnt,logic,puzzle,math,counting,addition,subtraction,hooligan,brewligans,ada, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3073,body,hair,grow,plant,sun,moon,stars,night,day,awake,sleep,snoring,dream,big,small,tiny,gigantic,huge,small,shring,young,old,grandparent,grandchile,parent,father,mother,child,brother,sister,cousin,uncle,aunt,math,science,reading,english,teacher,student,teacher,study,school,cafateria,breakfast,lunch,dinner,snack,afternoon,goodevening,goodafternoon,goodnight,sweet,dreams,nightmare,scared,fear,calm,collective,comprehensive,sic, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3074,body,mind,think,learn,read,write,draw,color,rainbow,rain,thunderstorm,cloud,sky,bird,fly,airplane,fear,crash,survivors,rescue,firefighters,brick,vintage,history,lessons,experience,age,time,clock,slow,fast,run,walk,hike,explore,abandoned,excavate,experiment,science,truth,prove,theory,hypothesis,meditate,yoga,religion,heart,care,altruism,love,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3075,water,fall,down,up,sky,blue,color,green,grass,ground,floor,house,boat,water,drink,beer,food,pizza,pie,sweet,snack,chips,fish,tacos,mexican,party,fun,friends,mates,family,mom,dad,sister,brother,uncle,aunt,may,spiderman,cartoons,funny,colors,joy,happiness,sadness,lonely,bored,tired,sleep,bed,night,home,security,safe,bank,money,deb, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3077,water,fluid,liquid,solvent,blood,saliva,mucor,tears,sweat,urine,succulent,wet,melted,smooth,smoothie,running,damp,river,sea,ocean,beach,lake,swamp,frozen,solid,hard,dense,firm,broken,ice,,block,dry,brew,alcohol,liquor,sip,drink,spirit,swig,drunk,flow,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3078,water,running,,water,tap,water,empty,clear,crystal,stone,age,old,gold,mines,coal,charcoal,black,panther,avengers,movies,marvel,favorite,food,italian,pasta,pizza,hawaiian,leid,colorful,flowers,beautiful,pretty,woman,man,gender,cisgender,transgender,lgbtq,rights,equality,marriage,couple,girlfriend,girl,lovely,scene,scenic,view,perspective,different,opinions,respect,venere,venus,planets,juniter,big,gaseous,gas,solid,liquid,states,usa,big,huuge,large,small,petite,models,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3080,body,chain,link,forward,backward,jump,run,engine,car,track,suit,man,style,hair,spray,frost,winter,snow,cold,beer,alcohol,chemical,lab,science,modern,architecture,artistic,painting,wet,canvas,texture,sensation,conscious,alive,intelligent,being,existence,contemplation,philosophy,ancient,greek,islands,water,sea,salt,food,nutrition,sustinence,eating,hunger,pain,ailment,doctor,medicine,hospital,sterile,gauze,wound,blood,red,colors,sight,seeing,hearing,dreaming,sleep,alone,homesteading,nature,foliage,calmness,serenity,peace,war,conflict,engagement,contest,competition,battle,weapons,tactics,gamesmanship,chess,pieces,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
3082,water,blue,color,soap,clean,butt,shorts,skinny,bone,paper,notebook,school,high,pot,marijuana,drug,prescription,doctor,nurse,vagina,underwear,sexy,enormous,mountain,colorado,hiking,nature,mushroom,drug,psychadelic,apple,computer,laptop,memory,ram,truck,pickup,bed,post,goal,soccer,score,football,brown,cleveland,poop,emoji,movie,cinema,theatre,actor,media,film,camera,lens,photography,session,porn,penis,huge,bicep,strong,athlete,fitness,cardio,exercise,peloton,bike,stationary,staples,office,supply,logistics,order,package,deliver,mail,box,amazon,shopping,onling,coupon,discount,superstore,saving,money,expensive,flashy,showoff,rich,delicious,tasty,tast, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
