ID,cue,word 0,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105
1017,,death,tragedy,sad,gay,couple,internet,dating,gone,depressed,remorse,phone,call,body,heart,attack,travel,why,god,jesus,done,over,never,again,broken,lost,help,meet,someday,again,fortune,fortunate,loved,lost,be,okay,again,one,day,too,will,shall,pass,this,surround,loved,ones,final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,,heard,story,tale,retell,emotion,sad,cry,death,morbid,morgue,dead,died,passed,away,gone,travel,trip,anticipation,nervous,meeting,encounter,person,see,visit,chance,neighbor,friend,internet,connection,feelings,upset,angry,depressed,down,blue,color,red,fire,angry,passion,love,fate,chances,luck,lott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,,sad,happy,mad,angry,shocked,bewildered,anxious,panic,calm,satisified,unsatisified,annoyed,hopeful,depressed,suicide,death,end,beginning,start,stop,sign,road,driving,speed,slow,fast,going,moving,stay,go,race,running,athlete,sports,soccer,ball,basketbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,,cat,peson,neighbor,house,boat,airplane,neigbor,sadhappy,nice,active,adventure,fruit,apple,boot,pants,shirt,couple,drive,swim,lake,beach,happy,excited,overwhelmed,love,car,truck,raod,light,bedspread,blanket,hoop,neck,foot,arm,house,apartment,nail,hammer,juicebox,pop,open,closed,pilow,door,walk,run,jog,brow,red,yellow,purple,green,blue,yellow,black,blue,brown,black,rainboe,hor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,,sad,death,heart,failure,cry,weaped,missed,love,companion,airplain,trip,morgue,handsome,sorry,sooner,saddness,around,him,hard,accept,like,meet,disappointed,prayed,tears,food,drinks,friends,home,help,funeral,arrangements,helpful,disagree,long,road,ahead,phone,messages,distant,wait,never,too,late,there,for,his,friend,in,the,end,this,story,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,,sad,story,end,death,grief,surprise,shock,unexpected,speaker,sound,life,tears,time,fallacy,stare,soul,skeleton,flesh,bone,contact,close,friend,lover,potential,mate,kangaroo,australia,shark,fish,dolphin,whale,orca,crab,lobster,shrimp,clam,snail,scallop,mussle,oyster,rod,octopus,jellyfish,wood,metal,obsidian,iron,diamond,coal,emerald,gold,leather,glass,enchanted,protection,potion,fire,arrow,sting,venom,snake,bug,insect,spider,toad,dart,play,plough,poor,morgue,acceptance,fly,trip,airport,plane,pilot,passenger,seat,stay,safe,strapped,seatbelt,mouse,keys,car,shut,packet,math,hoomework,english,history,spanish,french,chinese,amndarin,mandarin,greek,,,,,,,,,
1095,,Sad,lonley,death,died,heart,love,emotional,feelings,reaction,belief,knowing,trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,,travel,clean,dirty,soap,shampoo,dry,wet,towel,bathroom,living,room,dining,dinner,supper,south,alabama,football,ball,tackle,save,death,date,timeline,airplane,airport,family,dirt,roads,grass,driveway,grandparents,aunts,uncles,cousins,friends,plays,dressup,shoes,socks,bikes,ride,cotton,fields,travel,unicorn,animals,rainbows,rain,drop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,,sad,tear,cry,funeral,medical,doctor,hospital,death,die,dye,clothes,color,outfit,washer,dryer,clean,head,mouth,kiss,hug,love,chocolate,flowers,candy,books,candles,romance,tissue,movie,romantic,dinner,candlelit,show,music,classical,classic,car,truck,van,ham,turkey,cheese,mashed,potatoes,yams,yacks,yurt,tent,camping,campfire,hiking,trail,hike,food,snacks,bear,possum,deer,bambi,disney,movie,Ariel,mermaid,siren,ocean,water,salt,air,holiday,house,maroon,red,burgendy,wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,,sadness,mourn,wake,celebrate,live,goaqls,goals,strive,prevail,enjoy,believe,trust,dare,embrace,enjoy,life,forest,grwoing,spreading,sharing,protect,save,earth,warm,good,cold,bad,science,politics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,,sick,I,party,unhappy,true,monster,catch,free,tablet,gone,try,pain,the,a,pills,weather,arthritis,flu,vaccine,shot,flower,pink,white,go,paste,paper,pin,pen,music,poet,book,food,vegetable,black,tree,modicum,son,daught,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,,figures,chaos,grief,loss,hope,understand,accept,love,goodbye,empty,resigned,continue,funeral,longing,tears,defeated,breathe,drink,breathe,drink,smoke,drink,breathe,insomnia,heartbreak,shame,misdirect,anger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,,sadness,scary,death,morgue,friendship,lover,scared,lonely,happyness,distance,friendship,time,death,gone,mystery,friendship,gone,loves,sadness,wife,love,happyness,child,baby,daughter,inspiration,joy,fun,spunky,family,dog,walks,vacations,together,movies,forts,cuddles,happy,friends,fun,games,laughing,family,parents,dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,,sad,death,morgue,lost,love,upset,unrequited,internet,dating,loss,pointless,travel,heatache,broken,unrepairable,glass,water,drink,ocean,worm,dirt,grave,funeral,goodbye,forever,finality,eternity,again,God,safe,family,love,hearts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,,death,story,scary,man,ocean,beautiful,AOL,chat,travel,morgue,sadness,hopeless,disassociation,neighbors,kin,older,gay,man,opportunity,upset,love,gone,dismay,coincidence,chatroom,DM,IM,surprise,internet,friends,lovers,soulmates,nosy,fate,destiny,crying,malcontent,distrust,sadness,homosexual,love,fate,forever,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,,Sad,Dead,Life,Living,Daylight,Sun,Rays,Sunglasses,Shades,windows,blinds,shade,dark,night,black,white,color,orange,red,apple,IOS,phone,talking,friend,amigo,pal,buddy,friend,neighbor,house,roof,rain,wet,water,dry,sand,beach,sun,rays,bright,yellow,mellow,easy,slow,cool,blue,purple,red,star,dark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,,shock,surprise,sadness,grief,understanding,desicion,regret,belief,journey,internet,wrong,perfect,instructions,follow,wrong,sinfu;,sinful,men,together,mind,thinking,evil,Jesus,died,uf,all,three,days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,,sadness,compassion,lonly,lonely,prayers,hopeful,helpful,friends,family,time,healing,pea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,,start,planet,galaxy,universe,spaceship,orbit,travel,explore,inhabit,journey,voyage,uncover,mystery,truth,faith,origin,beginning,lies,shame,funeral,darkness,phantom,bright,sunlight,flames,rage,thunder,beautiful,hail,commander,leader,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,,sad,dead,grey,old,man,love,lost,disappointed,cold,empty,soul,match,notebook,history,story,diary,future,move,solce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,,death,life,born,mother,father,parents,grow,old,young,experiences,cherish,memories,vacations,companionship,forever,togetherness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,,morbid,story,telling,unfriendly,sad,story,death,is,here,for,everyone,in,life,it,will,come,for,us,all,ind,due,time,we,can,not,escape,it,no,matter,how,hard,we,try,nor,no,matter,what,we,do,nor,however,we,live,it,will,come,for,us,all,regardless,of,whatever,type,of,person,you,may,be,no,matter,how,you,live,nothing,in,life,is,more,certain,than,death,even,thought,it,may,be,the,most,morbid,thing,to,thing,about,,,,,,,,,,,,,,,,,,,,,,,
1114,,sad,death,mourn,love,missing,gone,forever,companion,internet,dating,unknown,left,right,neighbor,house,friend,best,worst,scared,scary,movie,film,actor,director,producer,camera,location,south,east,west,north,northwest,southwest,mexico,usa,canada,panama,gulf,sea,ocean,island,land,water,swimming,snorkel,surfing,portugal,europe,germany,greece,france,paris,tower,baugette,coffee,cigarettes,gross,smoking,unhealthy,chips,candy,sweets,gelato,italy,pasta,sauce,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,,life,justice,friend,account,morgue,phone,love,police,tree,life,hard,just,good,best,color,mall,sweet,job,tired,blender,machine,kind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,,sad,death,friend,fly,morgue,nieghbor,job,description,nails,bottle,professor,police,woman,shield,hat,hair,dream,ponytail,car,brakes,forest,christmas,repair,friends,film,room,noise,ramp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,,friend,companion,woman,hair,frizzy,style,old,new,advertisement,purchase,sale,store,return,forget,water,running,sneakers,athletic,training,job,office,cubicle,carpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,,sad,story,crazy,unfair,unpredictable,wild,fascinating,oscar,worthy,heartwrenching,depressed,confusion,airport,house,neighbor,heart,attack,death,morgue,body,motionless,alone,dark,cold,overwhelming,uncomfortable,online,dating,soulmate,forgotton,unexpected,eerie,fate,relationship,failure,unfortunate,broken,promises,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,,sad,lonely,huring,death,left,alone,pathetic,ugly,chance,fate,hope,inspiration,wondering,regret,sadness,unfortunate,one,happy,gone,away,seperate,discover,longing,desire,passion,fruit,apple,manzana,spanish,learning,language,emotion,expression,hurtful,compassionate,helpful,friend,gone,passing,ships,night,day,light,dark,spent,away,gone,alone,peaceful,dramatic,queen,england,britain,diana,death,national,news,false,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,,sad,crying,tears,face,eyes,ears,nose,mouth,eat,food,pizza,tomato,sauce,cheese,dairy,cow,beef,chicken,meat,burger,fries,potatoes,vegetable,lettuce,salad,healthy,fitness,gym,weights,muscles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,,Sad,Love,Lost,Forlorn,Sensual,Kinship,Companionship,Connection,Cardiac,HEART,Expansive,Grief,Up,Hope,Pure,Release,Unknown,Heaven,Nirvana,Valhalla,ELysium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,,sad,mourn,tears,heartbreak,agony,pain,alone,lonely,hermit,shaken,distraught,sadness,teary,clench,hands,trace,pencil,lead,eraser,pen,pape,highlighter,notes,class,lecture,desk,cold,tired,exhausted,sleepy,bed,pillows,sheets,comfort,warmth,sun,beach,sand,shells,ocean,mermaid,starfish,tank,store,food,sushi,yuck,chicken,geese,ducks,birds,fly,sky,clouds,rain,dreary,fog,dense,putrid,smelly,dan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,,word,salad,autism,factory,itching,malignant,textual,fear,slowing,come,run,limber,stretch,yoga,pilot,captain,direction,shaman,horse,scorpion,bite,sting,fly,slither,coward,pistol,blade,opening,wounded,heaviness,smog,lungs,burning,suffer,claw,rise,push,overcome,overwhem,boat,threshing,oars,new,take,empire,mone,mine,colony,cesar,king,ego,spiral,deteriorate,dispell,ruins,antiquated,ache,arthritis,moldy,w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,,death,love,fear,sadness,gay,internet,dating,talking,letters,determination,fear,care,heart,morgue,doctor,airport,time,age,health,sadness,shocked,lonely,afraid,anxiety,depression,lover,stranger,friend,boyfriend,hopeful,disaster,flying,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,,sad,death,morgue,love,airport,car,house,address,internet,dating,soul,mate,wait,no,heart,nope,incomplete,thought,emotion,confusion,missing,there,phone,talk,doctor,attack,died,neighbor,told,price,cry,home,brain,watch,hear,listen,quit,heal,ramp,funk,runt,practice,swing,aggrevate,bother,upset,angry,mope,mop,clean,dirty,mud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,,die,death,coffin,sad,cry,tear,pale,cold,earth,bury,friend,love,miss,want,hear,see,touch,smell,love,hold,have,heart,beat,blood,cut,injury,bandaid,hospital,break,broke,xray,room,doctor,nurse,tech,scribe,EMT,ambulance,medicine,injection,IV,fluids,pills,medication,medicine,desk,phone,table,paper,order,call,yell,scream,angry,mad,pissed,pee,poop,toilet,shower,bath,tub,hallway,hall,past,present,future,blanket,pillow,mattress,bed,sheet,sheets,ghost,scare,boo,candy,knock,ring,walk,run,skip,crawl,costume,trick,treat,sweet,candy,fall,leave,leaf,leaves,brick,oven,pizza,smore,fire,marsh,october,november,december,january,february,march,apri,
1130,,soulmate,sad,dread,sad,friends,travel,sympathy,empathy,smile,heaven,neighbor,health,exercise,medication,warmth,wealth,road,car,distance,time,world,intimate,longing,unknowm,stranger,man,women,love,strength,missing,talking,texting,words,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,,sad,grief,shattered,expectations,change,sorrow,broken,heart,indecisive,travel,loss,paw,down,books,communication,shelter,disbelief,scorn,shock,radiance,basketball,hobbies,interests,connection,one,souls,marked,changed,unglued,plants,animals,airplanes,flying,distance,apart,borrow,tend,care,accomplish,solid,death,life,passage,earth,mind,soul,body,time,concepts,world,small,large,copious,discerning,stumble,cry,miss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,,hurt,wound,blood,shock,terror,fear,discomfort,sadness,angst,regret,contemplation,thinking,wondering,possible,difference,changes,chances,unknowing,unpredictable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,,sad,upset,mad,confused,unhappy,scared,shocked,blue,white,red,gone,away,agitated,scared,frightened,unhappy,sad,blue,water,white,tide,ocean,sea,lake,pond,fish,koi,pretty,animals,sharks,alligators,crocodiles,teeth,scary,big,sharp,ouch,hurt,pain,ache,head,shoulder,knees,toes,feet,polish,fingernail,toenail,pedicure,manicure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,,death,morbid,awful,terrible,alex,movie,hollywood,california,state,country,usa,liberty,librarian,books,reading,intellect,smart,glasses,eyewear,seeing,sowing,crafts,art,paint,draw,sketch,crime,murder,kill,hurt,ouch,bruise,ankle,part,play,musical,beetlejuice,stripes,hearts,love,valentine,cupid,angel,heaven,,,afterlife,end,final,test,exam,trial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,,sad,sorry,lonely,death,cry,sob,alone,terrible,heaven,hell,God,suffer,hope,cure,go,meet,have,love,sun,shine,together,memory,date,so,better,strange,once,bit,shop,money,cart,store,groceries,food,coffee,fly,vacation,seeing,won,three,did,side,can,so,blew,ran,fairy,job,career,work,today,more,less,lost,fix,fi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,,tragic,friends,never,can,meet,love,friendship,contentment,happiness,sadness,work,profession,chance,meeting,fun,exciting,memorable,lucky,playing,entertainment,music,piano,songs,dance,workout,gym,weights,bar,drinks,television,movie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,,companion,friend,lover,story,fighter,second,tear,wait,run,rough,honor,wear,outer,sketch,find,speak,text,hug,cut,great,tissue,fine,fibre,little,heat,rare,create,cover,view,dream,rain,study,read,write,honey,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,,friend,close,death,life,satisfaction,sadness,happiness,emotions,deep,conversation,small,talk,speak,loud,speaker,music,genre,blues,guitar,rock,metal,iron,ore,worker,mines,coal,fuel,fossil,environment,climate,change,hurricane,heatwave,europe,continent,asia,country,state,president,politics,,politician,senate,house,local,election,representation,vot,ballet,box,package,gift,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,,life,long,short,honorable,live,truth,faithful,trustworthy,handmade,pure,purity,wisdom,knowledge,acceptable,believe,anxious,anxiously,calmly,sure,absolute,therefore,having,loving,wisely,caring,story,truth,false,conversation,talk,human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,,life,time,hour,minute,second,third,ward,precinct,vote,ballot,box,shoe,sock,foot,leg,thigh,chicken,beef,brisket,bbq,sauce,dressing,salad,tomato,garden,dirt,grave,stone,counter,kitchen,stove,pot,pan,spoon,fork,knife,camping,tent,forest,trees,flowers,bees,honey,sweet,sour,salty,jerky,hiking,bik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,,scary,loss,expensive,mourn,never,denied,anger,regret,money,sorrow,hurt,mistrust,problem,issues,lonely,friend,apartment,psych,tv,show,pineapple,fruit,apple,candy,halloween,fall,happy,candle,sniff,chemicals,scary,doctor,hospital,bills,church,prayer,jesus,savior,bread,fish,story,bible,sidewalk,outside,mountain,hill,group,story,talking,man,angel,god,son,candlestick,beauty,beast,castle,old,grimey,pot,teapot,tea,smoking,victorian,man,cigar,old,interesting,year,london,england,queen,king,monarch,germany,russia,princess,movie,animated,frog,music,box,musica,,,,,,,,,,,,,,,,,,,,,,,
1143,,Confident,woman,Beautiful,lover,single,lady,parent,child,teacher,friend,ship,sailing,ocean,cruise,disney,movies,cinema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,,death,sad,cry,laugh,happy,fun,play,toy,child,school,teacher,apple,fruit,banana,monkey,zoo,animal,pet,dog,fetch,ball,sports,arena,concert,music,listen,speech,politician,dishonest,liar,fraud,crime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,,DEATH,FRIEND,TRAVEL,PLANE,AIRPORT,TICKET,WAIT,PONDER,TALk,COMMUNICATE,CHAT,internet,join,room,connection,happy,new,awesome,feelings,kiss,hug,sex,bed,lamp,post,switch,sweater,shirt,iron,bathroom,toilet,sink,mirror,reflection,confusion,sorrow,bald,mad,listless,restless,dire,missing,lost,story,police,alarm,car,neighbor,house,street,morgue,body,slab,lifeless,eyes,sight,look,who,questions,chain,key,lock,school,desk,college,compass,north,south,east,west,winding,lake,swim,sea,ocean,mermaid,crab,sand,bucket,waves,lost,,,,,,,,,,,,,,,,,,,,,,,,,
1147,,gay,cute,catfish,sad,death,desperate,lonely,abandoned,cats,companionship,dog,shelter,tinder,dating,stress,freedom,scary,uncomfortable,cats,home,comfort,partner,girlfriend,queer,happy,sometimes,future,marriage,unknown,breakup,scary,cats,separate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,,sorrow,ache,joints,creaking,woodfloors,decrepit,ghostly,ethereal,breath,cold,air,wind,gust,clouds,albedo,shine,glare,bright,whte,clear,blank,empty,open,free,loose,untethered,amok,reckless,pillage,loot,riot,fire,soul,yellow,warm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,,sad,awful,heartbreaking,miserable,life,love,stressful,no,lonely,friends,family,life,short,time,death,aching,living,loving,loneliness,forever,gone,strangers,engaged,unknown,lost,unbelievable,heaven,why,morgue,horrible,sympathy,possibilities,tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
