ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144,word 145,word 146,word 147,word 148,word 149,word 150,word 151,word 152
2016,body,image,picture,photo,shop,store,front,back,end,rear,damage,fix,repair,car,note,book,movie,theater,venue,cafe,diner,food,cook,fry,egg,bird,sky,blue,red,rum,drink,water,rain,storm,drain,grease,cook,clean,up,down,around,drive,stop,go,ahead,listen,hear,see,look,touch,hand,out,empty,bare,chest,jewel,finger,toe,foot,walk,run,away,move,pack,wolves,wild,forest,fire,smoke,cigarette,lighter,mood,happy,sad,story,book,author,writ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,water,fish,fresh,shrimp,allergies,hives,closed,death,casket,murder,brothers,forest,river,stream,relax,canoe,gentle,paddle,baseball,ball,plates,outfield,grass,lines,white,paint,fence,neighbor,hedge,bush,twigs,berries,outside,barn,horse,small,hungry,hay,work,field,cut,bale,harvest,tractor,tools,wrench,metal,heavy,weight,fat,round,basketball,orange,bumps,fingertips,scal,hot,cold,bath,shower,deoderant,musk,muskrat,rodent,praerie,little,field,grass,green,sky,air,breathe,cold,lungs,hurt,frost,icicle,snow,alaska,states,country,taxes,money,desperate,work,food,fries,potatoes,vegetables,fruit,banana,seedless,watermelon,round,play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,water,swim,ocean,wet,sun,summer,morning,dew,windy,breeze,chill,jacket,boot,store,walk,mall,shop,gift,birthday,party,friends,meeting,afternoon,hand,present,talk,explain,chart,computer,overheat,turn,switch,broken,angry,why,thinking,solution,pay,hire,select,qualified,work,task,concentration,effortful,write,report,add,table,document,scattered,leaves,pile,autumn,october,tax,city,picking,mailman,missing,call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,water,lake,swimming,boat,kayak,daughter,youth,stubborn,naive,generation,age,time,ouroboros,time,cycle,universe,life,planet,space,stars,aliens,travel,unknown,darkness,cold,alone,death,hollow,emptiness,fear,afraid,rebel,fight,doctor,science,scan,picture,cancer,treatment,hope,white,future,next,box,release,date,options,money,snow,dust,music,hunter,arrow,forest,grass,green,fog,mist,horizon,event,coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,water,river,flow,current,wave,color,rainbow,rain,cloud,sky,blue,robin,nest,sticks,ground,dirt,worms,earth,pavement,drive,highway,speed,fast,race,circle,square,cube,time,clock,watch,wrist,joint,weed,smoke,tobacco,vape,pen,write,journal,pages,paper,printer,fax,number,call,yell,scream,shout,echo,sound,hearing,aid,walker,old,elderly,home,house,building,apartment,studio,art,easles,wood,birch,white,cloth,seam,stitch,cord,rope,ship,sea,waves,surfing,board,snow,avalanche,bury,dig,grave,yard,sale,buy,money,green,grass,grow,raise,life,death,end,beginning,new,start,over,under,around,corner,block,city,state,country,nati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,body,ffound,girl,naked,afraid,cat,stevens,pass,fail,quarter,round,robin,hood,night,gown,ball,throw,down,river,run,chase,card,debt,bank,holder,chariot,fire,blaze,news,wekk,carrot,blank,page,boy,cry,horror,story,house,party,people,magazine,page,booklet,witness,execution,will,course,main,interpret,cause,concern,frown,worry,wart,frog,throat,strangle,mouse,ear,lord,damian,daimler,chrysler,auto,mall,rat,turbulent,truculent,succulent,ralph,droid,bot,russia,persuade,persue,follow,entrap,ensnare,reign,terror,nightmare,moon,scape,land,lock,sock,chain,course,barrel,monkey,mind,matter,witness,seen,known,understood,felt,up,duty,cycle,morbid,dance,feel,this,that,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,water,thirst,dry,parched,drink,quench,satisfy,happy,joyful,lively,active,moving,packing,vacation,trip,fall,hurt,pain,sorrow,broken,glass,shatter,cut,knife,sharp,tongue,lick,pop,cold,shiver,sick,rest,sleep,tired,awake,dressed,clothes,pants,shirt,jacket,chilly,snow,snowman,frosty,christmas,santa,presents,surprise,party,drinks,cocktails,tipsy,drunk,hangover,headache,apsirin,meds,health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,body,human,person,girl,friend,pal,buddy,person,body,water,drink,water,fish,filet,steak,knife,spoon,cereal,milk,cow,farm,barn,red,apple,sauce,gravy,fries,poutine,canada,country,travel,car,roadtrip,travel,cruise,ship,water,cup,coffee,hot,chocolate,bar,drink,alcohol,beer,keg,wood,tree,branch,bank,money,bills,phone,talk,people,friends,party,birthday,cake,candle,vanilla,baking,cookies,sugar,cream,milk,cow,horse,ride,train,subway,sandwich,lettuce,garden,flowers,rose,bush,country,grass,river,lake,ocean,boat,travel,sunshine,warm,heat,cold,ice,frozen,waffles,toaster,bread,sandwich,ham,pig,pink,color,red,fruit,vegetable,potato,baked,chips,dip,oce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,water,drink,thirst,dry,clothes,clean,everything,fun,swim,summer,hot,choc,sweet,tea,drink,water,shower,clean,organize,arrange,move,box,large,small,tiny,hugh,big,fat,skinny,thin,workout,run,jog,jump,hop,skip,kids,fun,hiking,mountains,snow,cold,ice,frozen,movie,enjoyment,likeable,nice,kind,caring,calm,cool,awesome,fantastic,grand,amazing,greatest,best,favorite,coolest,funner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,body,arm,leg,stomach,head,fingers,toes,ring,earring,socks,shoes,pants,shirt,sweater,coat,hat,glasses,gloves,car,garage,open,reverse,drive,store,shop,mooney,milk,eggs,bread,butter,cashier,register,pay,card,cart,parking,lot,lights,home,kitchen,refrigerator,cook,cut,pot,pan,dinner,table,chairs,family,talk,leftovers,sink,dishes,washer,tv,bath,bed,sleep,rest,night,morning,awake,showere,dress,computer,desk,work,internet,email,screen,keyboard,mouse,chair,water,drink,thirsty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,body,arm,leg,foot,hand,ear,nose,eye,scalp,toe,fingers,nails,skin,blood,bones,lungs,espoghus,heart,liver,kidneys,gallbladder,bladder,uterus,pelvis,thighs,elbows,hair,lips,femur,forearm,shoulder,joints,muscles,tendons,ventricles,valves,arteries,fat,sodium,chips,meat,salt,sugar,flour,soda,pop,popcorn,chips,pepper,cumin,cinnamon,garlic,paprika,peppers,grapes,tomato,potato,onion,olive,beans,spinach,lettuce,green,carrots,celery,broccoli,cheese,cilantro,parsley,basil,brusselsprouts,greens,chicken,roast,beef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,water,wat,down,filling,tooth,brush,hair,net,basketball,game,time,out,side,door,way,out,safe,house,home,alarm,clock,face,makeup,game,ball,park,bench,player,piano,keys,door,open,shut,case,suit,coat,tie,back,beat,song,bird,house,show,girls,song,tune,fish,food,eat,out,come,back,beat,word,play,ground,ball,bearing,direction,stage,coach,team,mate,australia,fire,hose,snake,clog,drain,three,downtown,grass,weed,killer,bees,wax,record,album,cover,top,peak,pinnacle,short,board,lumber,city,beach,run,sand,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,water,sea,beach,sand,snorkel,caribbean,vacation,cruise,edge,celebrity,carnival,wine,entertainment,stateroom,captain,port,forward,starboard,waves,shells,ashore,aboard,deck,galley,food,spicey,hot,thai,asian,europe,england,france,spain,ireland,spain,scotland,germany,russia,sweden,amsterdam,italy,malta,greece,santorini,mediterranean,atlantic,pacific,la,hawaii,seatle,canada,toronto,quebec,detroit,michigan,jackson,indianapolis,indiana,rural,home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,body,girl,young,child,school,teacher,lady,woman,adult,house,family,dinner,love,food,drinks,coffee,morning,kitchen,house,street,ground,cars,driving,city,forest,nature,night,trees,green,cold,winter,snow,rain,wet,puddle,boots,ground,brown,funeral,casket,tears,sad,happy,sun,sky,bright,yellow,rainbow,cloud,rain,wet,water,drink,food,chicken,farm,grass,animal,pig,dirty,brown,ground,grass,nature,trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,body,human,being,alive,breathing,oxygen,elements,hydrogen,atoms,molecules,small,tiny,tot,potato,chip,wood,tree,leaves,autumn,daylight,sunny,bright,clear,translucent,opaque,material,type,keyboard,computer,desktop,office,meeting,important,immediate,emergency,help,ambulance,vehicle,car,motor,head,face,skin,white,snow,flakes,corn,wheat,grain,farm,horses,saddle,reign,king,queen,country,state,city,landmark,fountain,drink,water,lake,river,tributary,path,outdoors,camp,tent,coko,cook,dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,body,water,river,bed,sleep,rest,peace,death,funeral,wake,people,crowd,gather,flowers,boquet,give,donate,charity,good,pleasant,happy,birthday,celebrate,party,hat,cover,head,leader,first,time,watch,wrist,hand,help,fear,death,grave,serious,hard,rock,roll,skip,stone,wall,block,safe,money,spend,thrift,store,buy,sale,house,home,comfort,bed,warm,covers,soft,towel,clean,wash,dry,dress,clothing,cover,hide,seek,find,mine,give,re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,water,body,wet,river,drowning,girl,boy,dean,child,school,countryside,road,trip,peace,quiet,suspicion,police,investigation,curiousity,cat,fish,food,fry,skillet,stove,gas,leak,diligence,work,headache,doctor,nurse,desk,brown,ground,trip,overnight,tents,murder,british,crown,jewels,jeweler,rarity,tools,crafty,yarn,computer,useful,electronic,engineer,school,fear,karate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,body,bag,box,glove,baseball,bat,cave,man,people,village,town,city,mayor,politics,laws,rules,book,jail,prisoner,criminal,thug,rap,music,song,dance,club,lights,christmas,winter,snow,white,cloud,sky,plane,jet,engine,car,race,fast,speed,space,planet,star,movie,picture,camera,security,guard,prison,cell,computer,internet,social,friend,enemy,war,fight,win,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,water,ocean,glacier,ice,soda,caffeine,coffee,tea,leaves,tree,plant,flower,bee,bug,ant,queen,king,castle,stone,brick,house,home,marriage,wife,husband,kids,school,education,teacher,college,graduate,diploma,paper,news,anchor,boat,fishing,pole,flag,country,woods,camping,tent,fire,fireman,truck,red,wine,alcohol,ethanol,corn,farm,farmer,tractor,green,money,bank,loan,bills,debt,broke,glass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,water,beer,fun,dog,nice,mice,rice,dice,piece,niece,bland,land,sand,pan,tan,ran,wan,can,man,good,mood,ruddy,muddy,sudsy,final,old,told,cold,fold,mold,sold,sol,solid,id,bid,mid,lid,dip,lip,lop,lap,hip,rip,whip,monk,monkey,jump,mumps,lump,lumps,mumps,grump,grumps,dump,dumps,frump,clump,clumps,frumps,sax,max,fax,hex,text,pax,lax,waxy,sexy,lox,box,fox,pox,boxy,foxy,join,loin,bin,bins,bonus,onus,ocean,swim,sky,pie,sigj,sigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,body,water,camp,creek,river,picnic,hamburgers,whiskey,campfire,stories,drinking,chilly,night,stars,full,moon,forest,green,quiet,noises,tent,safety,friends,weekend,trip,adventure,good,weather,dry,warm,family,house,breakfast,together,children,school,play,parents,teachers,graduation,school,bell,driveway,home,relax,homework,dinner,bedtime,alarm,clock,work,car,driving,commute,traffic,daydreaming,vacation,break,work,meeting,policies,meeting,minutes,managers,employees,home,family,dinner,dishes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,body,dead,die,murder,killer,crime,police,investigate,files,paper,write,pen,pencil,lead,tin,metal,roof,timber,wood,carve,dry,wet,rain,clouds,sun,sky,blue,green,grass,trees,limb,leaves,fall,winter,summer,spring,flowers,warm,hot,deasert,sand,beach,waves,watre,swim,wet,dry,land,plane,fly,taxi,meter,pay,money,change,store,shop,buy,socks,pants,clothes,laundry,washer,clean,wipe,spill,drink,coffee,tea,milk,cup,pour,add,subtract,math,hard,firm,,tough,fight,hit,punch,face,nose,eyes,hair,brown,color,draw,crayon,kids,school,class,teacher,desk,door,window,glass,clear,sparkle,gloss,bright,shine,sun,hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,body,dead,murder,kill,husband,man,lie,evidence,police,sherieff,station,report,call,phone,ring,answer,talk,speak,mouth,words,story,pages,book,notes,paper,tree,ground,green,color,paint,wall,building,house,home,family,mother,children,boy,girl,young,school,grade,teacher,board,marker,write,pen,ink,black,dark,night,day,light,bulb,switch,on,off,stop,sign,street,road,drive,car,fast,chase,caught,truck,old,new,clean,wash,cloth,fabric,cotton,shirt,pants,shoes,feet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,body,found,seek,hide,play,game,board,monopoly,piece,iron,shirt,buttons,snowman,carrot,salad,ranch,dressing,gown,ball,hoop,shoot,basket,weave,hair,lice,laundry,room,hotel,pool,swim,towel,dry,skin,snake,toungue,kiss,lips,face,body,odor,smell,candle,light,bright,star,moon,planet,earth,dirt,worm,rain,wet,shower,music,sing,concert,venue,park,trampoline,jump,shoes,socks,pay,money,bills,paper,news,program,television,watch,wrist,weak,strong,muscles,flex,tape,fix,broken,heart,attack,terrorist,bomb,explode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,water,wet,towel,snap,fingers,nails,hammers,hard,knocks,doors,frames,pictures,photos,memories,made,cake,homemade,cookies,chocolate,milk,money,funds,cash,cow,moo,juice,apple,sauce,spaghetti,noodles,zoodles,zucchini,squash,casserole,mexican,food,baby,sounds,noise,quiet,loud,music,classicasl,beautiful,nature,natural,environment,clean,living,home,house,family,sisters,brothers,parents,mom,dad,man,father,patriarch,father,priest,church,religion,beliefs,holy,spirit,god,jesus,messiah,almighty,being,person,human,alive,animals,dog,cat,whale,fish,starfish,clam,eel,sea,ocean,water,salt,sodium,electrolytes,himylayan,salt,pink,minerals,vitamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,water,wind,sky,sun,blue,ocean,air,breeze,sand,tree,life,atmosphere,peace,calm,shell,waves,warm,life,sleep,hamock,coconut,boat,river,fish,pole,men,dock,bay,tides,storm,fear,dark,cloud,rain,sink,drown,sharks,trutle,deep,alone,desserted,island,hope,discover,find,journey,accept,life,death,live,planet,blue,sail,travel,world,people,customs,change,experience,know,gorw,wind,mast,rudder,course,chart,arrive,dock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,water,rain,blue,white,come,hear,red,fear,reef,ablwe,wear,gear,year,rear,tear,bear,near,sear,raise,fruit,food,veal,leave,been,bean,bee,fee,weed,dew,wed,wide,die,side,ride,guide,fried,bled,kick,lick,pole,poll,hole,elf,bed,bend,wind,mind,find,grind,binder,rewind,finish,mop,pop,flop,flip,cop,coop,cool,code,care,air,fair,hair,glare,earl,urn,run,when,saw,was,owl,fowl,foul,dart,dean,fume,legume,pea,beef,coral,reef,feew,grew,bar,rob,sob,mob,tub,but,bundt,crow,dance,finance,class,score,scho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,body,wash,shower,water,pipes,clogged,drain,colander,pasta,spaghetti,dinner,family,birthday,party,cake,icing,bakery,early,bird,worm,soil,garden,plant,flowers,water,rain,clouds,sky,plane,travel,international,countries,language,spanich,spinach,quiche,eggs,chicken,coop,cooperate,vegetable,fruit,apple,farm,tractor,gas,smell,scent,odor,body,human,animal,pet,dog,bone,bury,casket,funeral,service,religious,prayer,silence,golden,ticket,chocolate,factory,worker,union,dues,pay,wages,raise,living,room,couch,sit,stand,television,watch,movie,popcorn,butter,melted,ice,cold,winter,season,show,cast,leg,broken,plate,smash,hulk,comic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,body,belly,bully,bored,love,give,necessary,ambivilance,happiness,sleep,nightcap,pajamas,pillow,soft,stuffed,hug,hairy,pink,cupcake,frosted,sprinkles,baking,pans,chopstick,potsticker,kibbeh,fryer,clean,close,open,shop,store,basket,bunny,ears,whiskers,cute,anime,character,life,imagine,mental,space,vacuum,oxygen,suit,battery,lithium,clever,technology,tinker,mistake,marvel,automaton,human,artificial,fear,promote,please,money,monstosit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,water,water,jungle,django,movie,rap,rape,ripe,apple,singer,dancing,lush,key,lock,door,pool,board,injury,cast,death,baby,fun,happiness,joker,theater,hell,space,star,mars,hungry,salmon,refresh,shower,soap,shave,feet,toe,ripe,incorrect,lolipop,girl,old,young,sad,cry,tears,download,muscle,gym,weights,legs,hooker,money,stripper,club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
