ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144,word 145,word 146,word 147
21012,plane,air,seat,turbulence,seatbelt,air,wing,snacks,pretzels,peanuts,snackmix,food,tray,seatmate,person,chatting,language,hours,seat,tray,table,water,beer,drink,barley,hops,drink,language,loud,magazine,pilot,speaker,wind,trip,visiting,people,wedding,dress,shoes,venue,tables,food,dinner,dancing,sweater,cold,chilly,outside,car,home,speaker,smart,device,alexa,robot,helper,assistant,artificial,device,computer,programming,code,python,machinelearning,technology,zap,electricity,internet,wifi,hacking,device,phone,computer,technology,helper,class,feeling,happy,content,phone,connection,humanity,seeing,dog,cat,meow,friendly,kisses,companion,collar,leash,walkies,park,outside,fur,cold,rocky,hills,hiking,retractable,friendly,others,furry,four,paws,outside,running,shorts,sweaty,headband,sportsbra,contained,mileage,going,fast,prs,beating,marathon,training,sunburn,sunscreen,protection,dermatology,medicine,studying,exams,anatomy,charts,astrology,libra,capricorn,sun,planet,revolving,orbit,satellite,gps,signal,connection,between,triage,amb, , , , , ,
21013,plane,train,automobile,movie,comedy,travel,trip,country,road,street,highway,autobahn,parking,park,car,harvard,yard,lawn,grass,sod,xeriscape,cactus,gravel,design,landscape,water,drought,environment,earth,recycle,reuse,reduce,save,collaborate,community,global,earth,everyone,people,us,we,group,association,team,everyone,all,we,are,everybody,lost,rock,band,actor,television,show,mysterious,loopy,unpredictable,predictable,plot,story,theme,meaning,underlying,script,drama,action,suspense,romance,thriller,science,fiction,environment,bed,quilt,blanket,sheet,bedding,duvet,comforter,pillowcase,pillow,towel,washcloth,tablecloth,dishtowel,oven,mitt,socks,underwear,shirt,top,blouse,pants,khakis,jeans,capris,crops,bermudas,basketball,khaki,pleated,flat,short,long,tal, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
21014,secret,garden,tool,shovel,digging,treasure,pirate,ship,package,wrapping,christmas,holiday,vacation,trip,flight,airport,city,suburb,farm,animal,dog,home,family,dinner,food,restaurant,waiter,busboy,job,career,education,experience,life,love,special,dear,perfect,question,answer,test,school,teacher,student,principal,history,math,english,language,classroom,clock,pencil,paper,learn,study,homework,graduation,celebration,responsibility,adult,confident,competent,capable,strong,proud,attentive,TRUE,happy,content,positive,attitude,friendship,companion,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
21016,plane,travel,voucher,housing,affordable,poor,government,policy,strict,realestate,buildings,construction,labor,machines,computers,technology,,,robots,future,space,planets,moon,cheese,swiss,mountains,climbing,sports,football,colts,horses,racing,cars,engines,gasoline,middleeast,war,city,population,garbage,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
21017,plane,fly,air,passenger,trip,vacation,sky,engine,stewardess,pilot,copilot,trip,overseas,turbulance,landing,takeoff,flight,seat,firstclass,economy,big,wreck,destruction,death,crash,downed,pressure,oxygen,masks,emergency,exits,airport,layover,delay,departure,luggage,carryon,checkin,bags,overhead,compartments,seatbelt,peanuts,cockpit,cabin,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
31018,secret,nymh,rat,quiet,friend,private,ingredient,wisdom,book,life,love,time,place,joy,warmth,writing,stash,present,surprise,thought,formula,garden,interest,identity,intention,police,drive,smile,joke,plot,camera,style,kiss,ambition,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
31019,plane,train,automobile,car,drive,t,,road,rage,machine,head,games,frontiers,magazine,stand,live,die,cast,spell,bound,gagged,choke,strangle,murder,misdemeanor,crime,pay,bill,cap,hat,rack,torture,chamber,pot,luck,dice,roll,bread,knife,stab,duck,goose,down,pillow,fight,plane,grind,wheel,bicycle,lock,chain,gang,four,five,guys,girls,flower,power,mower,lawn,grass,weed,pull,push,shove,shovel,dirt,nap,sleep,bag,glad,happy,squid,octopus,pickle,jar,twist,lid,bag,grocery,store,shed,wood,pile,stack,pancake,syrup,maple,tree,palm,oil,gas,power,strength,exercise,math,algebra,equation,formula,diaper,powder,donut,hole,cave,bear,cub,baseball,glove,hand,finger,ring,phone,call,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
31020,secret,whisper,ear,hear,sound,loud,music,song,sing,voice,speak,mouth,tongue,taste,sweet,candy,sugar,white,cloud,rain,spring,season,changing,butterfly,insect,bug,bite,itch,scratch,cream,milk,cereal,breakfast,eggs,bacon,cook,kitchen,stove,fire,water,ice,slide,hockey,sports,football,college,school,teacher,students,homework,pencil,pen,paper,airplane,flying,bird,feather,wings,flapping,waving,parade,marching,drums,band,punk,leather,spikes,boots,cowboy,horse,cow,farm,pigs,mud,dirty,laundry,soap,clean,sparkling,cider,fall,leaves,raking,chores,mop,broom,witch,wizard,magic,show,stage,audience,crowd,concert,music,loud,speaker,bass,vibration,molecule,science,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
31021,plane,jet,fly,buzz,drink,beer,budlight,fun,party,birthday,cake,chocolate,hershey,bar,gym,flip,fall,hurt,leg,shave,hair,brown,bear,scary,halloween,costume,dress,sun,hot,pool,swimming,dive,splash,water,thirty,swallow,food,hungry,burger,lettuce,salad,feta,cheese,store,deli,meat,turkey,sandwich,lunch,twelve,break,work,tiring,bed,sleep,comfortable,blanket,warm,summer,beach,sand,annoying,kids,love,hug,tight,comfort,peace,war,fight,president,safe,protection,sex,condom,breaks,preg, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
31022,plane,air,oxygen,breathe,lungs,healthy,inhale,exhale,trees,greenery,plants,park,leisure,exercise,walk,jog,run,dogs,lake,birds,swans,lawns,relaxing,peaceful,play,children,picnic,food,sandwiches,jam,butter,honey,basket,hamper,sky,blue,clouds,spring,summer,swim,boat,people,walking,stroll,chat,talk,socialise,gather,meet,ducks,feed,bread,eat,drink,coffee,safe,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
41024,plane,air,duct,tape,recorder,voice,microphone,emcee,hammer,time,hours,work,load,pay,day,time,magazine,read,book,store,food,hungry,stomach,ache,tooth,brush,hair,extension,cordd,rope,lasso,cow,bell,school,study,hall,way,ward,prison,jail,bird,blue,sky,line,toe,foot,shoes,dress,party,birthday,cake,coffee,tea,bag,pouch,kangaroo,joey,tv,set,ring,phone,call,girl,boy,friend,pal,pay,day,light,bright,sun,hot,potato,chip,chocolate,candy,sweet,heart,beat,drum,snare,trap,mouse,mickey,minnie,girl,friend,close,door,way,one,single,dollar,money,buy,best,greatest,awesome,people,citizens,resident,hall,way,bill,cost,cutter,branches,tree,leaves,rake,tool,belt,way, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
41025,secret,heart,love,family,friends,kinship,feelings,happy,life,tough,sad,death,brother,gone,drugs,sobriety,spiritual,connection,animals,cat,calico,mercedes,bestfriend,feeling,emotion,books,reading,stories,escape,fun,vacation,hawaii,ocean,water,beaches,turtles,closed,safe,secure,needs,basic,shelter,home,thoughts,dreams,fantasy,novel,writer,aspiration,career,money,jealous,envy,choosing,options,choice,options,consqequence,situation,control,ideals,wishes,wants,have,give,see,hear,music,classical,beethoven,piano,instrument,play,kids,playground,fun,work,job,requirement,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
41027,plane,air,travel,trip,world,water,lake,tahoe,car,drive,ride,bike,helmet,hat,hair,person,life,science,school,pencil,pen,cap,clothes,shirt,shoes,walk,road,sidewalk,run,jog,distance,mile,store,groceries,milk,eggs,bag,checkout,money,work,computer,mouse,keyboard,type,blood,positibe,negative,trick,treat,candhy,candy,sweets,toothache,dentist,doctor,appointment,medicine,shots,drinks,alcohol,independent,single,taxes,income,business,fastfood,burgers,fries,shakes,talk,employee,experience,vacation,family,getaway,fun,sun,beach,sand,water,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
41028,secret,life,partner,duo,team,group,party,gathering,event,host,leader,command,instruct,plan,sequence,order,path,follow,destination,end,achieve,accomplishment,suceed,win,victory,celebrate,party,congratulate,proud,smile,happy,content,peace,relax,nap,sleep,tired,exhausted,fatigued,injured,accident,hurt,help,assist,polite,honor,proud, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
41029,plane,seat,belt,buckle,clasp,necklace,chain,pendant,metal,clip,pin,needle,stitch,craft,art,paint,color,green,clover,plant,flower,petal,sunflower,spring,bee,bug,insect,spider,scary,movie,horror,halloween,costume,lion,tiger,bear,zoo,hot,africa,safari,hat,sunscreen,sun,blazing,fire,water,drink,thirsty,quench,soda,fruit,vegetable,carrot,ranch,salad,dressing,cucumber,restaurant,food,eat,order,place,sit,stand,run,jump,fly,plane,wing,high,sky,blue,ocean,sea,shark,fish,nemo,dory,flounder,mermaid,princess,fairy,unicorn,horse,stable,ride,saddle,shoes,feet,socks,laces,shirt,pants,shorts,summer,flipflops,hot,sunshine,humid,dry,air,vacation,florida,disney,rides,rollercoaster,park,grass,picnic,food,basket,green,ant,bug,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
51030,secret,lover,heart,love,family,brother,sister,mom,dad,daughter,son,boy,dirt,worm,slime,greenb,envy,hate,mad,red,blood,wet,dry,sand,brown,dog,bark,loud,noise,unpleasant,blood,sticky,syrup,pancake,egg,toast,butter,salt,pretzel,snack,apple,orante,banana,ripe,olive,oil,fry,chicken,coleslaw,picnic,summer,swim,bikini,towel,sunglasses,ocean,sand,water,sun,tan,hot,sweat,shower,clean,soap,shampoo,hair,comb,brush,dry,style,makeup,eyes,green,bic,lashes,dark,pretty,girl,date,dinner,drinks,wine,water,soda,burp,gas,stomach, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
51031,plane,fly,bird,feather,bed,sleep,night,stars,sky,clouds,white,swan,elegant,glassware,cup,spon,fork,knife,cut,paper,write,story,told,bews,type,information,questions,answers,investigate,mystery,movie,theatre,seats,chairs,leather,jacket,winter,snow,ice,cold,warm,fire,flame,candle,scented,perfume,date,boyfriend,relationship,couple,together,commitment,vows,marriage,babies,learn,school,graduate,diploma,job,salary,work,bills,payments,loans,mortgage,house',live,family,memories,remember,nostalgic,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
51032,secret,friend,best,boy,girl,candy,floss,dance,fortnite,treasurecruise,onepiece,game,ttr,girlfriend,ldr,boston,flights,spirit,southwest,hawaii,california,sandiego,zoo,balboapark,commute,traffic,hotel,location,beach,water,ocean,skies,trees,forest,redwoods,pinetrees,hiking,trails,shoes,feet,socks,budget,groceries,wegmans,internship,american,aerogel,vip,breathing,oxygen,nitrogen,backseat,atlasgenious,serenya,dancing,drunk,bar,raising,eminem,modestmouse,concert,boston,td,bank,checking,offers,bonus,credit,card,future,travel,plans,trips,adventure,canada,drinking,teenage,dream,katy,perry,music,spotify,apple,amazon,prime,cancelled,hollywood,stars,sky,night,evening,midsummer,mosquitos,virginia,beach,shorts,icecream,calories,diet,eating,healthy,nutrition,choices,body,image,walden,ma, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
51034,plane,air,watch,rollup,mock,test,fellow,correctly,consider,target,together,between,success,belonging,transaction,alignment,possibilities,orbit,global,blow,tips,groups,sky,high,text,attack,fucking,mind,crab,values,charge,challenge,motivation,calculat, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
51035,secret,passage,way,fair,place,mat,tray,lunch,box,car,truck,pass,ball,football,game,board,walk,street,neighborhood,life,house,bedroom,home,sidewalk,dog,leash,collar,fur,cat,pet,fish,ocean,arctic,cold,jacket,weather,sunny,day,blue,warm,summer,outdoors,hiking,branch,tree,leaf,maple,hockey,canada,ice,drink,soda,health,fitness,gym,workout,plan,productivity,app,smartphone,technology,computer,keyboard,mouse,amazon,online,website,internet,access,allow,key,door,knob,idiot,dumb,smart,class,school,academics,music,literature,art,museum,learning,study,hall,way,tunnel,driving,lights,night,cold,moon,travel,flight,airplane,europe,france,croissant,breakfast,sandwich,meat,eggs,protein,chicken,farm,farmer,tractor,sunflower,meadow,nature,running,exercise,nutrition,eating,w, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
51036,secret,plan,plant,grow,power,strength,ability,role,game,win,lose,fight,try,work,play,achieve,build,building,home,drive,car,truck,bike,kids,neighborhood,community,together,synch,synchronize,watch,time,future,past,forward,back,move,movie,film,television,theater,program,perform,act,actor,script,director,biography,story,tell,history,fiction,book,fantasy,science,horror,ideal,idea,perfect,invention,invent,science,scientist,progress,progressive,liberal,conservative,democrat,republican,democracy,republic,dictatorship,president,minister,dictator,election,king,queen,divine,rite,blood,god,theocracy,holy,bible,text,test,school,study,learn,know,knowledge,solve,create,learn,letter,number,art,music,creative,expression,happy,sad,angry, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
61039,secret,prayer,hands,clap,music,freedom,black,bus,school,kids,adults,parents,pregnant,old,tired,aging,death,ground,grave,stone,water,ocean,fish,whale,shark,sea,ship,slaves,africa,asia,thailand,basil,cilantro,herbs,food,cooking,shef,chef,restaurant,server,manager,harassment,legal,hr,sue,court,justice,judge,gavel,noise,sound,loud,ear,eyes,mouth,taste,tongue,umami,bitter,sour,lemon,lime,grapefruit,tomato,peach,yoghurt,icecream,treats,sugar,diabetes,obesity,diet,weight,bmi,scale,unhealthy,salt,fries,burger,drivethru,car,sedan,truck,suv,accident,pan,pain,hurt,hospital,bills,insurance,money,wealth,inequality,taxes,estate,payroll,job,employee,employer,desk,office,window,outside,trees,sun,grass,park,dogs,dalmations,teeth,bite,cat,fish,play,pet,kids,yard,mow,chores,dishes,mop,sweep,dust,pan,pots,storage,kitchen,decor,wallpaper,cabinets,pulls,tile,backsplash,morroccan,camels,snakes,arab,desert,s, , , , , , , ,
61040,secret,tell,whisper,speak,discuss,talk,friends,socialize,fun,games,sports,television,drama,comedy,laugh,happy,smile,expression,face,features,appearance,look,see,sightsee,travel,visit,museum,art,history,map,tourguide,camera,photos,memories,family,love,relatives,loved-ones,care,treasure,embrace,affection,like,favorite,food,delicious,taste,eat,restaurant,meal,dinner,lunch,hamburger,pizza,tacos,mexican,queso,chips,salsa,delicious,hungry,feeling,biological,craving,fuel,body,run,jump,energy,,activity,busy,working,earning,money,support,need,surv, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
61041,secret,santa,benefactor,goodness,generosity,kindness,nice,friendly,benevolent,warm,happy,positive,optimistic,encouraging,supportive,open,honest,dependable,loyal,friend,companion,partner,togetherness,outings,sightseeing,nature,seashore,boating,lobster,islands,antiquing,history,vintage,yesteryear,simpler,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
61042,plane,air,port,tube,test,exam,doctor,nurse,hat,cowboy,horse,bridle,pat,path,walk,run,sprint,race,racetrack,horses,jockey,silks,road,street,baker,doughnut,calories,sugar,cane,candy,chocolate,mint,plant,tomato,red,apple,tree,rotten,cut,shear,tear,cry,worries,stress,cortizol,hormone,supplements,pills,boxes,moving,crate,shipping,ship,boat,motor,engine,gasoline,fuel,ignite,combustion,arson,crime,wave,sea,ocean,sail,ship,cruise,travel,expensive,income,spending,saving,retirement,leisure,volunteer,cause,nonprofit,fundraising,events,weddings,marriage,happiness,joy,smile,teeth,crowns,expensive,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
61043,plane,air,fly,bird,wing,feather,light,sun,heat,summer,hot,wat,water,drink,thirsty,quench,throat,neck,head,favce,eye,mouth,ear,brow,hair,long,blonde,straight,narrow,thin,thick,fat,chunky,peanutbutter,jelly,sandwich,lunch,chips,soda,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
61044,secret,lies,truth,subjective,technical,accurate,scientific,knowledge,power,control,fame,pressure,stress,life,responsibilities,work,kids,home,house,life,living,breathing,eating,drinking,celebrating,holidays,family,fun,random,events,imagination,creativity,create,art,music,relaxing,passive,uneventful,dreaming,cognition,abilities,advancement,career, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
71045,secret,mystery,tunnel,vision,something,cave,area,scientists,surveys,freelancer,underpaid,wages,payment,money,business,finances,distribution,unequal,wealth,rich,lottery,risky,stocks,flucuations,bots,computers,programming,text,writing,literature,books,novels,reading,school,learning,education,research,science,physics,gravity,laws,lawyer,courts,judge,prison,prisoner,unlawful,rules,discipline,comformity,average,normal,expected,certain,probable,likely,statistical,mathematical,numbers,addition,subtraction,multiplication,division,algebra,calculus,equations,solving,problems,solutions,opportunities,reward,award,trophy,game,winning,losing,competitive,competing,gaining,obtaining,gathering,farming,vegetables,fruits,food,resources,scarcity,abundance,overwhelming,stressful,anxiou,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
71046,plane,travel,crowded,airport,fun,exciting,airlines,crash,sky,visiting,high,scary,engines,legroom,sightseeing,leisure,happy,uncomfortable,windowseat,tsa,lines,pack,suitcase,claim,jet,expensive,pilot,attendant,go,flight,love,wifi,snacks,drinks,up,landing,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
