ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144,word 145,word 146,word 147,word 148
2014,plane,wing,bird,feet,shoes,floor,tile,carpet,vacuum,machine,loud,noisy,ear,head,eyes,eyelashes,lid,jar,food,hungry,stomach,bowels,food,kitchen,stove,oven,cook,bake,cookies,frosting,cake,snack,school,kids,playground,swing,chains,car,tires,road,pavement,dark,sky,clouds,sun,flowers,grass,lawn,bugs,small,tiny,miniscule,little,brat,kid,cry,angry,mad,yell,scream,movie,tv,tube,hyperloop,magnets,fridge,freezer,popcicles,stick,long,short,hair,shampoo,shower,tub,curtain,window,shades,glare,sun,warmth,ocean,water,drink,thirsty,dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,secret,game,lost,win,sort,through,papers,rock,cooking,smell,taste,hold,fear,worry,anger,frustration,roof,nails,post,season,maid,house,faces,noises,games,social,media,tasks,phone,alcohol,health,public,feedback,grocery,study,rose,water,slide,rules,arm,bar,pin,kick,hair,tights,ring,worm,earth,vest,sun,fear,end,world,task,door,slam,tuck,on,york,end,men,fun,tall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,secret,keep,tower,castle,medeival,knight,armor,horse,joust,stab,knife,blade,sharp,blood,cut,slice,apple,orange,fruit,sweet,juice,drink,water,thirst,hunger,eat,food,bread,wheat,crop,farm,harvest,pumpkin,vine,patch,fall,october,halloween,crisp,leaves,cool,breeze,wind,weather,sky,blue,berry,seed,grow,plant,cultivate,hoe,reap,furrow,soil,till,garden,earth,planet,home,nature,herb,cook,season,spice,flavor,taste,hunger,eat,chew,swallow,tongue,teeth,mouth,face,head,eyes,see,view,landscape,mountains,ocean,wave,dolphin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,plane,jane,mary,marajuana,joint,cigarette,lighter,high,buzzed,drunjk,vodka,ice,sprite,limes,corona,beer,cooler,trailer,trip,tractor,mud,boots,laces,shoes,walking,horse,leaves,rocks,riverbed,swimming,goggles,swimming,pool,grill,burgers,pickles,peppers,chips,cheese,sandwich,olives,green,tractor,trailer,barn,hay,horses,saddle,ride,dirtbike,helmet,motorcycle,warm,weather,rain,ice,snow,blizzard,wind,tornado,damage,destruction,basement,stairs,ankle,knees,hips,arms,sunburn,lotion,grease,fish,coleslaw,hustpapuppies,corn,stalk,bean,soy,milk,cow,milk,chocolate,caramel,sugar,salt,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,secret,cheating,affair,lies,untruth,marriage,husband,wife,lover,boyfriend,girlfriend,friend,betray,lie,gossip,hurt,wound,pain,tears,crying,hugging,sobbing,walking,away,silence,missing,lonely,empty,grief,regret,despair,remorse,feelings,thoughts,words,actions,doing,runnign,walking,jumping,flying,hopping,crawling,sleeping,napping,breaking,break,brake,car,tire,wheel,engine,radio,music,cd,cassette,vhs,movie,homevideo,memories,childhood,blackandwhite,vintage,era,old,eon,dinosaur,bear,tiger,wolf,cat,dog,bird,fish,fly,swim,eat,apple,orange,banana,pear,fruit,vegetable,carb,bread,roll,oats,wheat,corn,soy,farm,crops,hay,straw,horses,cow,goat,sheep,chicken,fox,weasel,hen,eat,strangle,bit,choke,bleed,pierce,fatal,injure,dead,death,hunger,starvation,natural,need,want,desire,luxury,greed,loathing,selfish,vanity,glutton,eat,dinner,breakfast,lunch,snack,dessert,winter,spring,summer,fall,stand,trip,stumble,catch,ball,baseball,basketball,soccer,hockey,ice,snow,rain,steam,vapor,vick
2019,secret,spy,game,ball,round,square,corner,around,near,close,far,distant,close,nearby,there,that,one,number,letter,write,pen,ink,black,white,color,pale,bright,smart,dumb,deaf,blind,wondow,door,open,close,shut,lid,hat,cap,wear,tear,drop,fall,trip,plane,car,drive,wheel,tire,rubber,plastic,cup,glass,shatter,break,pieces,parts,puzzle,picture,frame,wood,tree,grass,park,bench,sit,chair,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,plane,fly,height,far,clouds,sky,passengers,like,meet,talk,relax,relate,converse,discuss,meet,see,blind,colors,vision,sight,beauty,beholder,parents,love,remember,share,thoughts,prayers,beliefs,ideas,create,conceive,drive,go,visit,view,discover,world,places,beauty,ideals,beliefs,politics,hate,twist,ideas,FALSE,statements,lies,truth,discover,facts,important,bland,dull,reason,thought,ideas,reasons,give,get,receive,help,prayers,thoughts,concerns,help,benefits,gossip,celebrities,rich,famous,special,billionaires,average,poor,help,equality,freedom,opportunity,for,everyone,chances,rich,stirve,strive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,plane,gain,four,tour,more,always,reclaim,name,maim,generate,degrade,fast,debate,relate,migrate,ingrate,swipe,tap,pat,rat,mat,hat,knight,night,might,right,pie,ply,mile,mill,hill,swindle,rewind,kind,space,bar,shift,rift,back,forward,side,ways,enter,control',clock,must,chops,stick,thief,war,veteran,suicide,murder,death,health,best,bent,delete,delve,windows,key,deal,break,make,state,stake,gamble,ramble,wake,pattern,must,most,roast,toast,coast,coat,moat,goat,goal,gaul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,secret,agent,spy,seven,double,twins,children,kids,four,children,young,restless,bored,anxious,nervous,sweaty,palms,tree,shade,play,games,board,wooden,fence,yard,dog,bark,tree,house,rent,mortgage,bills,money,work,job,money,coins,change,quarters,dimes,nickles,pennies,needles,sewing,blanket,warm,cozy,fire,marshmallow,smores,food,dinner,cook,eat,clean,vacuum,dirt,dust,wind,outside,sunny,beautiful,girl,boy,snake,lizard,tongue,wet,pool,swm,summer,hot,sweat,hot,summer,swimsuit,sunburn,sunscreen,beach,umbrella,rain,wet,towel,shower,shampoo,conditioner,wash,clean,house,live,family,children,loud,crazy,play,games,tag,running,sweating,deodorant,stinky,skunk,black,white,snow,ball,fight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,plane,air,sky,blue,cloudy,rain,lightning,thunder,river,bank,valley,mountain,outlook,photo,people,crowdy,game,concert,musician,guitar,piano,keyboard,melody,pitch,baseball,warm,summer,palms,stadium,seats,rows,fair,foul,chicken,beef,grill,apartment,condo,luxurious,nice,clean,modern,new,art,photo,sculpture,statue,liberty,tourist,fun,vacation,visit,travel,plane,dangerous,risky,road,crash,offender,police,arrest,jail,lock,school,hallway,computer,expensive,work,money,paystub,friday,weekend,party,birthday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,secret,star,wish,want,desire,thing,present,gift,christmas,tree,bush,plant,seeds,garden,vegetables,peas,carrots,corn,beets,lettuce,spinche,kale,rhubarb,blackberries,raspberries,strawberries,blueberries,pie,cake,tarts,candy,halloween,costumes,trick-or-treat,scary,spiders,flies,bees,ladybugs,owls,eagles,hawks,crows,ravens,blackbirds,robins,worms,dirt,grass,lawnmower,motorcycle,car,truck,trip,california,oregon,idaho,nevada,nebraska,newmexico,northcarolina,southcarolina,northdakota,southdakota,louisiana,sister,nieces,brother,nephew,mother,father,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,plane,flight,delay,seat,bin,crowd,bag,blue,uniform,aisle,pilot,door,bird,confused,strike,glass,wheel,time,hurry,up,cloud,sky,ground,distance,across,mountains,bump,turbulence,scream,cry,baby,noise,flute,pressure,stop,land,terminal,ticket,crowd,security,strip,search,hassle,metal,beep,shoe,horn,walk,run,drive,turbo,charger,boost,waste,spin,drag,speed,demon,grand,tour,electric,search,seek,destroy,war,helicopter,missile,atari,video,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,secret,affair,cheating,plane,four,woman,man,celebrity,bloids,tabs,tabloids,roy,secret,married,family,shame,bad,lonely,hiding,sneaking,hurting,destroying,alone,pathetic,loathing,work,sleep,tired,tv,watch,movies,action,thriller,celebrity,comedy,mystery,romance,fantasy,scifi,documentary,pizza,pasta,spaghetti,carbonara,bread,cheese,salt,pepper,mocha,coffee,flavored,vanilla,iced,starbucks,muffin,drive,car,road,freeway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,plane,height,thrill,excitement,fun,friends,jolly,party,relax,chat,gossip,scary,test,exams,marks,comparison,belittle,sad,angry,sleep,routine,cook,healthy,shopping,budget,money,allowances,kids,teach,etiquetes,manner,behaviour,good,happy,achieve,progress,goal,wellsettled,carefree,worryless,relax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,plane,air,breathe,breath,quiet,calm,peaceful,tranquil,chirping,birds,trees,plants,flowers,roses,buds,seeds,grass,yard,mow,lawn,landscape,beautiful,countryside,fall,stand,run,jump,rope,tie,shoes,sneakers,tennis,ball,throw,baseball,hats,field,game,play,fun,beach,water,waves,surfing,board,wood,fire,burn,smell,food,hungry,appetite,hamburger,cheese,yellow,color,purple,birthstone,amethyst,jewel,ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,secret,code,bond,money,green,lawn,mower,summer,time,spring,flowers,red,green,yellow,daffodil,spring,summer,wind,breeze,ocean,sea,boat,water,waves,hush,sound,noise,silence,black,white,star,hollywood,actor,actress,movie,time,spring,birds,feeder,snowmelt,grass,green,patrick,beer,drink,celebrate,festival,year,sun,moon,tide,high,low,wave,beach,sanddollar,wave,white,surfer,board,bored,time,slow,down,up,sky,sun,moon,phase,first,half,full,moon,ground,tree,forest,zen,wave,basho,haiku,poem,frog,pond,water,ancient,now,then,boy,school,time,spring,turning,door,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,secret,trust,friends,family,people,animals,birds,eagle,usa,president,trump,putin,corruption,anger,work,money,poverty,depression,sadness,support,hope,determined,strong,wrestling,famous,actors,movies,fun,games,comics,manga,anime,twitter,politics,morals,ethics,philosophy,college,education,simple,easy,relaxing,massage,sleep,dreams,fantasy,writing,reading,hobbies,trains,collection,expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,plane,crash,landing,parachute,man,woman,intercourse,four,number,missing,child,grown,plant,yard,backyard,swingset,toys,garbage,garbage,waste,resources,need,want,chocolate,dark,shadow,looming,dark,night,plane,seats,windows,car,drive,country,peaceful,remember,past,time,fleeting,flying,plane,wings,bird,eagle,soar,eagle,predator,prey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,secret,number,seven,mickey,mouse,cat,claws,scratch,record,player,baseball,glove,isotoner,simpson,bart,california,sun,sky,plane,window,bright,sunny,egg,shell,gas,oil,olive,italy,pasta,sauce,tomato,ketchup,mustard,hotdog,bun,baking,sheet,cake,birthday,candles,wish,well,water,ice,cold,winter,snow,plow,truck,chevy,american,independence,holiday,fun,family,love,heart,blood,red,passion,sex,wild,animals,crackers,soup,bowl,ball,catch,fish,ocean,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,secret,lie,tell,speak,talk,story,life,change,time,space,room,empty,house,gone,dark,night,bed,sleep,awake,morning,breakfast,work,day,light,heaven,death,soul,rise,steam,lawn,cut,grass,flowers,petals,colorful,nature,hike,sounds,birds,chirping,animals,outdoors,wild,careful,trees,forest,dark,canopy,tent,party,outside,barbecue,ribs,meat,food,meal,dinner,evening,stars,sunset,planets,moon,bright,white,linen,crisp,iron,hot,burn,red,swell,ice,cold,snow,winter,frosty,snowman,play,children,young,baby,born,birthday,cake,party,fun,games,laughter,funny,joke,comedia,actor,movie,script,lines,road,gray,yellow,drive,car,boat,water,ocean,shark,bite,teeth,sharp,kill,arm,leg,limbs,body,human,alien,planet,life,ancient,bricks,crumbling,dust,desert,brown,sand,beach,water,ball,floatie,swim,di,,,,,,,,,,,,,,,,,,,,
2039,plane,fly,birds,animals,pets,cat,loyalty,happiness,playful,enjoy,treat,candy,sugar,icecream,stomachache,healthy,exercise,weights,strong,habit,hard,consuming,excuses,procrastination,priority,health,bloodpressure,justify,legal,law,break,responsible,work,job,contracts,boring,sleepy,tired,restless,night,tv,netflix,obsession,subscription,fun,happiness,playful,carefree,short,crucial,important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,secret,weird,people,affairs,gross,airplane,lady,flying,society,illicit,sex,articles,stories,newspapers,tabloids,famous,unclear,uncertain,gibberish,jumbled,confusing,things,predator,victim,maybe,fast,time,age,old,young,new,beginning,start,race,running,crowd,cheering,speed,wind,blowing,hair,makeup,picture,vanity,conceited,shallow,deep,lake,ocean,fish,octopus,kraken,treasure,sunken,shark,coral,titanic,rich,iceberg,penguin,walrus,ice,glacier,climate,catastrophe,screaming,panic,emergency,disaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,secret,spy,ageant,cia,fbi,police,arrest,cuffs,hurt,pain,agony,alone,self,me,man,woman,love,sex,good,bad,crime,punishment,jail,bars,beer,pool,darts,play,game,win,lose,compete,fun,run,fall,scrape,bleed,doctor,hospital,operation,cut,scrape,scab,heal,okay,better,best,top,king,george,man,work,job,desk,write,pen,ink,stain,mess,trouble,police,arrest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,plane,airport,luggage,baggage,vacation,tokyo,city,newyork,apple,worm,coffin,grave,dirt,soil,plant,power,energy,exercise,running,wind,air,water,earth,heart,planet,element,stone,rock,roll,music,entertain,show,watch,television,program,computer,code,message,letter,mail,carrier,cell,prisoner,crime,anger,hate,murder,execution,elocution,speech,politician,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,secret,kept,held,hold,caress,love,heart,shape,square,plain,boring,yawn,sleepy,tired,bed,relax,cozy,comfy,comfortable,safe,easy,hard,unbearable,anxious,nervous,wreck,car,driving,trip,vacation,away,far,abroad,europe,culture,art,beauty,pretty,attractive,face,eyes,soul,person,people,crowd,party,celebration,fun,happy,smile,teeth,eating,food,indulge,binge,disorder,clutter,array,assortment,candy,sweets,sugar,baking,cookies,jar,vase,flowers,fragrant,perfume,scent,smells,odor,stinky,gross,dirty,clean,organized,sorted,organized,efficient,capable,able,willing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,plane,flying,sky,blue,color,hue,contrast,texture,surface,computer,laptop,mouse,cat,dog,pet,animal,farm,barn,door,knob,tree,forest,leaves,grass,lawn,green,envy,jealousy,emotion,feeling,thought,idea,suggestion,recommendation,preference,choice,pick,choose,decide,assign,task,work,play,ball,mitt,pitcher,batter,catcher,fly,insect,bug,roach,dirt,grime,,slime,mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,plane,fly,sky,cloud,rain,water,river,boating,fishing,rod,cast,play,theater,movie,ahitrcto,actor,star,sun,beach,sand,ocean,ship,anchor,heavy,gold,rich,money,invest,stock,chicken,bird,eagle,freedom,liberty,bell,steeple,church,catholic,pope,rome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,secret,key,chain,door,knob,british,queen,flag,color,pallete,paint,smear,bagle,bagel,butter,melt,ice,salt,smell,nose,hair,bald,skin,ink,pen,school,glue,paper,write,pencil,graphite,space,station,cold,sky,black,absence,missing,gone,plains,grass,buffalo,horns,trumpet,brass,polish,wheel,rouge,red,lipstick,woman,movie,popcorn,butter,smell,taste,bitter,sour,candy,sweet,sugar,white,flour,wheat,grain,tree,leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,secret,lover,beautiful,sexy,woman,strong,weightlifter,gym,workout,sweat,shower,bathroom,remodel,kitchen,sink,ship,sea,floor,sandy,beach,summer,sun,daytime,fun,play,theatre,musical,number,one,glider,soaring,over,under,ground,dirt,planing,flowers,bloom,tulips,dutch,vacation,time,endless,continuous,complet,fulfilled,satisfied,content,life,meaning,god,omnipotent,knowing,understanding,human,being,extraterrestrial,alien,ufo,sighting,seeing,glasses,filled,water,swimming,exercise,bike,riding,book,reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,plane,wings,span,shoulder,arm,elbow,bicep,armpit,chest,nipple,collarbone,neck,throat,chin,beard,hair,oil,pomade,tin,can,beans,navy,kidney,lima,corn,stalk,leaves,stem,roots,ground,soil,dirt,worms,wiggle,earth,rocks,cracks,earth,shift,techtonic,plates,lava,center,volcano,clouds,black,swarm,sky,rain,down,cold,wet,shower,pain,towel,drip,floor,tiles,white,empty,bright,alone,sad,depression,family,upset,angry,white,sheer,cold,eyelids,eyelashes,mascara,black,goopy,goop,gwenyth,paltrow,book,author,writer,page,text,fingers,magnifyingglass,hold,handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
