ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144,word 145
1028,water,glass,cup,coffee,icecream,refrigerator,freezer,ice,cubes,squares,circles,triangles,pyramid,egypt,travel,snow,cold,fingers,warmth,sun,summer,picnic,outside,porch,railing,sweep,vacuum,clean,dust,wash,shower,dryer,clothing,painting,art,colors,music,symphony,piano,violin,clarinet,oboe,concert,recording,cd,record,stereo,speakers,listen,headphones,plane,travel,vacation,cruise,boat,river,ocean,norway,vikings,sailing,exploring,canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,water,sea,seaside,sandcastle,bucket,spade,yard,leaves,rake,shovel,dig,grave,death,funeral,priest,church,building,bricks,heavy,weight,lifting,strong,weak,emotion,happy,sad,smile,cry,tears,salt,sweat,blood,iron,calcium,vitamin,vegetable,health,doctor,hospital,surgery,surgeon,scalpel,stitches,wound,pain,painkiller,medicine,pills,money,poor,stress,tired,fatigue,sleep,rest,bed,sofa,chair,book,bookcase,read,words,language,learning,school,teacher,child,teenager,adult,parent,grandparent,aunt,uncle,niece,nephew,cousin,friend,acquaintance,neighbor,neighborhood,home,comfy,cozy,warm,safe,lock,key,brass,metal,steel,stainless,stain,accident,injury,emergency,insurance,car,driving,road,taxes,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,body,victim,murder,funeral,grief,stages,anger,acceptance,time,wounds,psychology,therapy,doctor,hypnosis,clock,ticking,trance,tricks,entertainment,crowd,laughter,magic,cards,shuffle,deck,hearts,spider,stuck,speed,backup,perservere,challenge,fun,games,mental,alzheimers,disease,old,fear,brain,acuity,medicine,research,study,pilot,hope,quacks,phases,investment,fraud,investigation,hearing,peer,trial,lawyers,suits,manafort,uproar,cable,silos,red,blue,politics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,body,dead,drowned,murdered,girl,dress,trees,dirt,mud,men,anger,sadness,longing,fear,hate,hardness,kill,murder,water,river,mud,lungs,stones,suffocate,strangle,throat,hands,rope,cut,sever,blood,clot,purple,brown,thick,sticky,heat,pain,hurt,cry,loss,grief,crime,senseless,stupidity,greed,stubborn,fake,FALSE,liar,danger,police,investigation,coroner,slice,cut,open,viscera,stem,root,out,child,innocent,kind,gentle,considerate,harmed,beaten,kicked,killed,struggle,nails,dirt,fingers,cry,tears,salt,water,river,whitecap,stream,babble,baby,milk,nipple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,body,arm,leg,wrist,head,brain,heart,lungs,muscles,workout,machines,computer,monitor,television,shows,actors,actress,movies,books,entertainment,comedy,action,horror,mystery,dectective,cops,clues,crime,bad,evil,demons,monsters,fake,phoney,liar,cheat,steal,take,want,need,crave,control,manipulate,decieve,trick,magic,cards,games,microsoft,company,business,store,chains,metal,hard,strong,solid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,body,skin,soft,water,dark,unseeable,secrets,guilt,lie,cheater,liar,up,dawn,pink,skin,parts,hairstyles,scissors,knives,sharp,cut,bleeding,red,shiny,chrome,bicycle,fast,skid,glass,window,obscure,pink,dusty,attic,dark,mold,stories,families,keepsake,painting,abstract,wedding,hands,sweat,tissue,crying,stop,wheels,toenails,dugout,dusty,dirty,brown,tan,particles,everywhere,spirit,tikle,scratch,harder,skin,pores,acids,care,tender,rub,ask,warm,smiling,teeth,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,water,death,body,woman,girl,wife,trouble,husband,murder,killer,accomplises,people,town,community,parks,rivers,roads,driver,crazy,insane,deadly,accident,crash,bodies,glass,broken,wrecked,lights,bulb,circle,square,shapes,colors,pictures,sky,blue,ocean,marine,animals,whales,dolphins,sharks,teeth,hunt,fish,swim,school,turtles,tortoise,reptile,snakes,lizards,camoflauge,camo,green,brown,splotches,splatters,bushes,night,vision,green,dark,branches,moonlight,stars,asteroids,meteors,raining,shower,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,water,fire,dragons,danger,crime,bad,evil,good,kind,genereous,rich,famous,liked,respected,gifted,virtuosic,musician,piano,music,classical,healing,body,mind,healthy,diet,balance,happy,life,long,radiant,skin,fish,oil,vitamins,ageless,tea,green,japan,science,doctors,progress,environ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,water,faucet,shower,saint,roses,garden,spring,forward,line,street,pavement,slippery,wet,umbrella,boots,dog,labrador,retrieves,fetch,missing,lost,found,sentence,tenor,cadence,staccato,skip,beat,drums,onslaught,army,regime,rigid,pole,flag,banner,knit,wool,twist,spinnery,ci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,body,soul,searching,lost,found,keys,car,trip,road,miles,yards,feet,shoes,socks,warm,swimming,pool,water,ice,cold,beer,wine,cheese,eggs,scrambled,mix,blend,stir,agitate,mess,filth,dirt,dust,mop,clean,vacuum,cleaner,mop,wipe,dry,sun,towel,beach,sand,shells,waves,current,sharks,fish,turtles,shell,gulf,coast,glide,slide,slip,fall,spring,flowers,daisy,duke,dog,kennel,cage,jail,cell,biology,school,class,study,learn,listen,hear,read,write,letter,diary,book,paper,torn,rip,tide,detergent,laundry,wash,dry,iron,oven,stove,top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,water,drip,drop,blood,tear,rip,funeral,tomb,grass,lawn,mower,flowers,bouquet,daiseis,jacket,rain,coaat,fur,puffer,down,feather,hat,baseball,bowl,food,snack,cereal,spoon,milk,wine,glass,bottle,baby,pacifier,nipple,breast,chikcen,meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,body,dead,buried,ground,grow,tree,leaf,fall,winter,snow,ice,cold,freezer,food,eat,breakfast,toast,bread,bake,oven,timer,set,clock,time,day,night,dark,star,sky,plane,trip,island,ocean,beach,sand,walk,street,cars,drive,road,signs,letters,words,exit,ramp,park,lot,store,shop,money,bank,account,card,birthday,party,fun,drink,eat,hungry,thirsty,water,lake,swim,drown,wet,dry,desert,sand,sky,blue,red,green,grass,grow,big,tall,short,hair,long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,water,well,good,grief,charlie,horse,saddle,up,down,town,city,buildings,traffic,cars,horn,bull,rodeo,dirt,ground,grass,mow,noise,meow,cat,dog,frisbee,play,park,trees,forest,green,money,job,bills,house,home,sleep,bed,pillow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,body,language,french,pastry,pie,apple,tree,willow,branch,spanking,child,boy,girl,pink,balloon,sky,helicopter,lous,bang,band,team,football,cheerleader,girls,poms,uniform,army,gun,bullet,target,store,redcircle,shopping,groceries,food,dinner,cook,chicken,bird,rooster,hen,egg,omlette,breakfast,ham,morning,am,daytime,work,school,gym,run,sneakers,exercise,weights,pounds,meat,steak,grill,propane,gas,oil,olive,branch,tattoo,ink,gun,shoot,deer,animal,mammal,whale,dolphin,fun,games,pokemon,pikachu,yellow,banana,pie,crust,crumble,peach,fuzz,fizz,drink,soda,cok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,water,refreshing,clean,pure,white,clear,empty,need,want,crave,hunger,food,plants,growth,life,vibrant,color,warmth,amber,shine,light,sun,glow,yellow,rays,beams,photons,partical,fundmental,electron,positron,cosmic,infinite,sagan,books,read,information,knowledge,wisdom,candle,illuminate,robe,shuffle,steps,cobble,stone,yard,flowers,hobby,sunflower,tall,fence,neighbor,greetings,smile,wave,mouth,teeth,chew,food,oats,news,stress,cars,travel,pollution,smell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,body,wash,water,soap,bath,house,street,city,light,night,art,photo,old,horse,farm,cow,boy,fish,hook,fry,eat,lunch,pub,play,game,football,win,score,field,crowd,downtown,shops,buy,handheld,scan,neon,distance,building,top,flag,fireworks,many,see,cool,warm,rain,snow,winter,heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,water,river,fish,camp,boat,swim,suit,clothes,pants,shoes,sneakers,tennis,racket,court,law,police,officer,traffic,light,green,red,christmas,santa,toys,kids,families,home,baking,cooking,stove,oven,pan,pot,dishes,forks,spoons,tableware,table,cloth,clothes,store,groceries,milk,cookies,chocolate,candy,gum,bubbles,wands,magic,harry,meghan,queen,england,london,immigrants,marching,protests,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,body,dead,coffin,grave,stone,hedge,row,boat,dock,side,building,bricks,layer,sand,stone,rock,climbing,hike,mountains,peaks,stone,solid,test,monkey,swing,branches,bank,cash,trade,deal,game,fun,sun,beach,waves,ride,bus,boy,girl,flower,grow,grass,cut,jab,hit,on,light,bulb,flower,blossom,petal,car,drive,rannge,far,sky,clouds,pillow,sleep,bed,side,manner,estate,tax,government,voting,booth,phone,call,girl,lady,gentlemen,clap,applause,theater,sho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,water,oxygen,hydrogen,air,element,table,chair,desk,furniture,seat,bus,drive,door,street,line,queue,concert,music,performer,famous,rich,spotlight,sweatpants,makeup,comfy,couch,sleepy,tired,bed,blanket,pillo,soft,plush,dream,nightmare,scary,wicked,murder,blood,famine,war,death,disease,bunnies,puppies,bark,tree,oak,pokemon,company,profit,share,cute,delete,picture,snapshot,memory,fallacy,breaking,broken,glass,shatter,wax,weed,high,smoke,movie,couch,sofa,pillow,bored,tedious,numbing,end,please,thanks,maybe,rainbow,basket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,water,beach,waves,ocean,sunset,cruise,vacation,rest,nap,sleep,read,book,entertain,music,headphones,radio,tunes,dj,show,movie,theatre,ballet,dance,graceful,spin,fall,break,ankle,foot,shoe,heels,high,ledge,building,skyscraper,city,hot,crowded,people,industry,interstate,highway,truck,travel,road,car,speed,ticket,police,siren,scared,loud,nervous,panic,attack,murder,kill,bird,cat,claws,sharp,knife,cut,board,wood,tree,forest,deer,moose,dangerous,run,hide,safe,home,door,room,bed,sleep,tired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,water,fall,down,up,side,front,wall,paint,house,home,love,peace,happiness,family,safety,security,alarm,cameras,fence,barrier,hot,sand,beach,ball,play,outside,park,walk,hike,picnic,cookout,bbq,hotdogs,bbqchicken,portehouse,steak,ribeye,marinade,mediumwell,coals,charcoal,wood,foil,potatos,carrots,beans,corn,salad,games,indie,dev,sublime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,water,grass,rain,dry,wet,drink,pour,spill,drain,spout,thirsty,parched,soak,faucet,spout,pump,river,lake,stream,flow,flood,pipe,blue,ocean,lake,boat,wave,tide,wade,quench,fluid,wash,bath,cleanse,bucket,pail,cup,glass,mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
