ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144,word 145,word 146,word 147,word 148,word 149,word 150,word 151,word 152
1013,water,wet,dry,clothespin,hang,rope,climb,mountain,snow,melt,water,liquid,solid,gas,air,breathe,live,life,happy,joy,elation,happy,sad,cry,tears,emotion,feeling,withdrawn,away,distant,journey,trip,vacation,foreign,sites,sounds,tastes,food,meat,fish,vegetables,bread,butter,milk,cow,chicken,pig,farm,barn,vegetable,tomato,potato,fries,ketchup,mustard,spicy,heat,sweat,nervous,scared,frightened,terrified,petrified,wood,tree,grow,seed,growth,shrink,small,tiny,microscopic,scien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,water,boat,sail,wind,storm,weather,forecast,cloudy,rainy,slippery,eel,fish,whale,mammal,tiger,lion,bear,forest,jungle,banana,monkey,zebra,giraffe,africa,desert,sahara,morocco,casablanca,movies,films,theater,seats,popcorn,salty,taste,test,exam,quiz,paper,pencil,school,book,read,write,think,dream,day,night,dark,damp,wet,moist,cake,frosting,vanilla,chocolate,chips,potato,carrot,broccoli,flowers,field,meadow,clearing,causing,time,task,job,employee,worker,boss,supervisor,judgment,jury,courtroom,trial,lawyer,judge,verdict,plea,bargain,deal,sale,store,shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,water,balloon,party,birthday,friends,family,neighbors,house,garage,car,drive,road,trip,far,fun,day,break,dishes,wash,sink,soap,shower,hair,body,lotion,rub,massage,table,covers,picnic,tree,park,basket,food,sandwich,peanut,butter,jelly,grape,jelly,jealous,competition,sports,game,soccer,goal,post,ball,game,play,video,games,television,watch,show,case,gameshow,price,right,fun,scream,rollercoaster,speed,fast,twists,turns,running,park,road,cars,lights,off,on,switch,bulb,lamp,bright,lit,cigar,smoke,screen,play,broadway,show,time,clock,hand,moving,truck,house,buy,price,high,expensive,designer,clothes,closet,shoes,walk,sneakers,boots,slippers,beach,water,warm,caribbean,ocean,waves,surf,splash,splish,duck,bath,water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,water,fish,creek,camping,trip,drinking,whisky,beer,drunk,tent,body,leave,call,sherrif,report,drive,home,wife,tell,sleep,morning,work,tired,bed,pillows,netflix,bored,wandering,lost,forest,tranqulity,peace,alone,relax,blank,river,floating,current,pulling,ocean,food,nachos,taco,soda,mtdew,carbonation,craving,food,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,water,fountain,park,grass,green,blue,sky,clouds,plane,travel,europe,paris,eiffeltower,dinner,food,elegant,wine,sip,tea,greentea,blacktea,sweettea,south,neworleans,cajun,food,jambalaya,rice,sausage,hotdog,ketchup,mustard,baseball,game,ball,strike,foul,bat,homerun,win,lose,compete,competition,gymnastics,tumbling,running,jumping,winning,celebrating,sports,soccer,olympics,tokyo,japan,sushi,rice,ramen,stirfry,vegetables,broccoli,cauliflower,lettuce,spinach,healthy,smoothie,fruit,apples,bananas,berries,seeds,plants,flowers,growth,children,tall,short,progress,moving,forward,change,moving,transitioning,new,old,elderly,walker,wheelchair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,body,mind,thoughts,ideas,work,jobs,money,green,grass,fields,farms,tractor,machine,oil,black,dark,night,moon,stars,light,bulb,ceiling,walls,door,handle,grip,hand,fingers,ring,bell,church,sunday,football,goal,effort,work,job,pay,check,bank,vault,door,mat,boots,laces,ties,shirt,pants,pockets,phone,numbers,equations,math,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,body,count,number,fingers,nails,hammer,saw,blade,sword,sheath,guard,dog,bark,chase,mail,letter,stamp,send,friend,write,pencil,pen,paper,school,teacher,board,backpack,seat,student,bus,wheels,bicycle,tricycle,child,training,vocation,university,study,books,library,check,investigate,search,online,store,order,deli,meat,cheese,bread,butter,peanut,jelly,jam,music,note,instrument,flute,piano,guitar,acoustic,song,sad,mad,glad,happy,joy,yellow,flower,leaf,grass,tree,wind,blow,kiss,love,embrace,hug,affection,like,hate,evil,dark,light,good,bad,smell,fresh,clean,wash,laundry,fold,paper,stock,money,wealth,prosperity,abundance,intention,wish,ask,question,answer,find,seek,hide,secret,su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,body,dead,murdered,crime,guilty,prison,life,birth,baby,young,early,start,finish,end,final,chapter,book,story,novel,fiction,lies,mistrust,wrong,right,left,leave,divorce,court,lawyer,expensive,rich,money,donation,charity,helpful,nice,smile,happy,food,dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,body,water,float,balloon,party,birthday,cake,candles,fire,station,train,travel,plane,fly,bird,feather,beads,necklace,pearl,gemstone,sapphire,blue,sky,clouds,rain,thunder,lightning,shock,electric,lights,shine,bright,headlights,road,empty,box,cardboard,fort,blanket,pillow,soft,kitten,meow,bark,dog,horse,saddle,ride,forest,trail,walk,job,work,computer,monitor,television,movie,theater,seats,chair,sofa,lounge,relax,rest,sleep,bed,bedroom,closet,clothes,shopping,mall,stores,grocery,food,apples,banana,monkey,boy,school,playground,park,pond,bridge,swan,neck,kiss,lips,lipstick,makeup,beauty,magazine,reading,library,books,knowledge,school,building,city,people,activity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,water,soluble,salt,sea,lost,stuck,trapped,rap,wrap,gift,nice,anice,licorrice,lick,tongue,pink,clothing,wear,where,why,when,time,clock,lock,secure,safe,combination,both,booth,vote,president,company,friends,bull,cow,manure,horse,ride,car,work,hard,rock,tree,leaf,medicine,ball,weight,strong,valuable,priceless,zero,nothing,void,nonexistent,shallow,hole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,water,wet,wild,insane,test,child,killer,stuff,tower,high,fall,forrest,men,drunk,eat,food,fear,woman,married,house,car,boat,garage,terrible,feeling,toast,champagne,beverage,yesterday,games,play,hide,believe,why,go,know,stay,left,right,arm,history,children,seven,imagine,coward,night,sleep,dream,goal,ambition,man,enjoy,fortune,release,embrace,college,cabin,dorm,football,coach,cellphone,flower,nice,bed,together,curly,reason,just,helpful,sour,gravy,mission,mistake,likely,teacher,attractive,massage,potent,easy,smell,scent,yawn,boast,brag,friend,success,temperature,receipt,foot,glove,fist,pump,dump,plump,something,somewhere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,water,fishing,whiskey,men,murder,girl,mystery,challenge,curious,suspicious,coffee,fire,truck,innocent,guilty,unfair,questionable,wrong,weird,sheriff,inspection,wife,husband,whiskey,quarrel,tension,argument,sex,funeral,car,man,stranger,wave,scared,stopped,locked,windows,man,knock,question,leave,funeral,casket,ugly,chairs,woman,limp,wife,respect,fair,unfair,seats,stranger,sorrow,sadness,return,home,wife,angry,husband,child,dean,missing,lost,murder,questions,school,test,papers,pencil,pen,marker,chalk,board,teacher,choices,grades,evaluation,quizzes,learning,textbook,apple,desk,intelligence,studying,college,parties,tests,classes,freedom,adventure,people,new,experiences,difficulty,challenge,easy,fun,simple,enjoyable,academic,studious,responsible,irresponsible,combination,locks,locker,room,gym,highschool,drama,children,mess,smelly,tough,adjustment,adolescence,fun,misery,happiness,rope,swing,playground,slid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,body,sex,advances,quickie,intercourse,man,woman,guilt,innocence,distrust,lies,fear,deception,manipulation,intelligence,ignorance,secrets,shame,power,powerless,knowing,sensed,felt,knew,anxious,tense,unhappy,concerned,unsafe,real,danger,murder,decided,fate,uncontrolled,regret,sadness,agony,anguish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,body,part,hair,cut,scissors,sharp,prick,needle,doctor,ill,cough,mucus,throat,sore,scratch,cat,purr,content,peace,sign,stop,red,blood,accident,car,road,trip,fall,season,hurricane,wind,howl,wolf,canine,pet,feel,emotion,love,heart,beat,music,concert,crowd,community,town,mayor,politics,economy,money,coins,arcade,youth,child,parent,father,man,woman,breasts,milk,cow,farm,tractor,field,fence,barbed,wire,cord,power,plant,pot,drugs,intoxicated,blur,vision,future,sp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,water,rain,sky,smoke,polution,air,noice,sound,bikes,cars,bus,cycles,weel,mud,sand,land,tree,green,blue,red,yellow,white,black,orange,pink,flower,smell,dust,human,man,wonem,girl,boy,kids,playing,football,ball,ground,stadium,croud,noice,gole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,water,glass,pitcher,drink,water,bottle,cap,hat,baseball,game,football,ball,bat,fly,swatter,insect,ant,farm,cows,milk,,shake,tail,feathers,bird,bath,bubbles,blow,up,down,stairs,walk,outside,inside,home,plate,cup,coffee,creamer,white,black,blue,sky,dark,rain,snow,ice,cube,box,square,round,circle,sun,shine,moon,shine,sparkle,shiny,dull,person,boring,fun,laugh,enjoy,bliss,euphoria,excited,bored,tired,sleepy,bed,pillow,sheets,blanket,warm,cold,frigid,freezing,cold,snow,storm,rain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,body,dead,girl,woman,murdered,killed,guilty,innocent,river,unknown,man,murderer,truck,driving,kill,child,bank,tree,tied,uneasy,scared,nervous,frustrated,escape,live,flourish,combine,resources,away,city,home,comfortable,content,well,gravel,dirt,clean,clothes,naked,sex,coupling,enjoy,happy,sexy,confident,clean,assure,brave,functioning,normal,abnormal,weird,strange,person,look,wonder,absolve,ritual,group,join,encourage,welcome,smile,converse,travel,meet,secret,private,complain,boss,work,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,body,girl,dead,river,tree,rope,grass,quiet,sad,murder,suspicion,husband,wife,whiskey,alcohol,partying,camping,fishing,stories,buddies,waiting,find,days,telling,police,vehicle,crime,sadness,community,funeral,arrest,jail,suspect,young,boy,family,unsure,secrets,anxiety,confusion,dishonest,wonder,life,sun,moon,nature,animals,humans,events,motions,challenges,tasks,errands,work,achieve,finalize,negotiate,argue,bicker,ignore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,water,river,lake,sea,ocean,waves,beach,sand,coast,forest,nature,trees,path,adventure,fun,pleasant,warm,sun,relaxed,enjoyable,calming,exploring,interesting,enlightening,learning,expnasion,growth,achievement,goals,accomplishment,pride,proud,content,happy,growth,learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,water,lake,sea,swimming,relaxing,hiking,trail,campfire,tent,vacation,travel,far,country,state,car,airplane,boat,fishing,fish,cooking,bear,animals,wildlife,birds,sightseeing,relaxing,enjoying,freedom,working,boss,office,cubicle,staff,coworkers,conversation,talking,gossiping,together,break,lies,thoughts,mind,slacking,away,gone,mindlessness,lost,afraid,scared,uneasy,unknown,dangerous,darkness,troubles,awake,dreaming,sleeping,tired,resting,wandering,wondering,anxious,sad,trouble,why,questioning,unsafe,future,security,beginnings,new,again,moving,unfamilar,lost,explore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,body,dead,rotten,corpse,casket,ground,worms,buzzards,eat,flesh,disease,sores,pus,goop,slime,toy,store,walmart,target,red,circle,square,traingle,rectangle,blocks,colors,rainbow,beautiful,rain,,oil,slick,sleek,slide,swerve,crash,collision,car,wreck,injury,ambulance,rush,hospital,lifesupport,system,electricity,heart,organ,blood,beating,stops,die,sad,grief,despair,crying,tears,sadness,melancholy,depression,sleep,couch,furniture,chair,lamp,table,dining,eat,food,turkey,tree,holidays,ornaments,glittery,happy,gifts,family,friends,warm,cozy,sweater,soft,cashmere,expensive,money,work,boring,tedious,hate,despise,wrinkle,old,aging,skin,bad,treatment,pimples,scars,acne,medication,cream,gel,nailpolish,stinks,colorful,alcohol,drink,dizzy,strong,burns,bad,unhealthy,dangerous,warning,red,away,run,sweat,fear,stomach,pain,clench,breathe,hard,lungs,painful,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,water,thunder,lightning,strike,aircraft,modern,advancement,literal,regular,normal,activity,agitated,furious,maddening,rage,atmosphere,tense,applicable,malleable,movement,timing,clock,knife,heat,ray,sun,star,comet,jupiter,saturn,neptune,ocean,fish,school,children,teacher,education,subject,matter,quantum,reality,physics,cosmology,esoteric,knowledge,emerald,tablet,egypt,greece,rome,theatre,majesty,magician,romance,arrow,cupid,angel,god,heaven,hell,devil,demon,possessed,ghost,fear,fright,shame,blame,game,video,console,animation,avatar,story,book,imagination,knowledge,rumination,ruin,damnation,apocalypse,humming,sound,electronics,computer,module,chip,transistor,inductor,capacitor,resistor,resistance,alliance,army,rebel,empire,defeat,victory,gladiator,lion,courage,brave,brevity,malice,mallarchy,duck,quack,cow,milk,cheese,eggs,chicken,turkey,goose,flamingo,stream,pink,green,blue,orange,banana,yellow,grape,purple,royal,loyal,toil,foil,aluminum,steel,iron,wrought,wrath,rape,rate,sheath,dagger,uncomfortable,convex,complex,fill,mill,shake,corn,farm,wheat,bull,poop,pee,nitrogen,oxygen,carbon,phosp
1046,body,bag,purse,blanket,bracelet,beach,belt,loop,frog,tide,pill,pillow,pulse,far,desert,sand,dune,rip,tear,collar,lapel,pocket,pick,comb,file,dust,rabbit,supplies,towel,shirt,mug,floor,fence,post,pale,pail,tractor,trike,bike,log,moss,grass,leaves,tree,bark,plant,planet,ring,asteroid,meteor,moon,supernova,space,rocket,fly,fall,star,gravity,tissue,trench,turtle,clown,kids,asthma,glasses,slingshot,boat,silver,river,dam,standpipe,bridge,barren,leech,fridge,knife,car,asylum,actor,vest,tape,loser,club,raincoat,stormdrain,puddle,water,wedge,slope,trail,tail,ale,ail,bone,marrow,blood,cell,microscope,cell,glass,plastic,paper,putty,rubber,polyester,march,spring,film,camera,dvd,eraser,pen,clip,binder,folder,notebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,body,river,stream,flow,chart,programming,job,computer,monitor,keyboard,mouse,rat,rodent,plague,disease,vaccines,safety,health,hospital,emergency,doctors,nurses,surgery,scar,arm,throw,ball,baseball,batter,hit,run,base,jump,parachute,plane,rudder,boat,river,casino,cards,slots,mountains,parks,caves,bears,woods,deer,hunt,guns,arrows,cat,shot,dead,road,cars,trucks,garbage,men,landfill,pollution,air,dark,night,dusk,dawn,sun,sky,stars,astrology,beliefs,knowledge,wisdom,wise,old,man,careful,green,hills,mountains,donkeys,geese,ducks,dogs,barking,leash,walk,play,bone,ball,home,yard,fenced,pets,cemetary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,body,river,washed,stones,fishing,fun,drinking,memories,painful,whiskey,beer,vodka,tequila,cups,bottles,cans,headaches,heartache,memories,gone,dreams,fantasies,delusions,regrets,wishes,guilt,hopes,dreams,optimism,sinking,fear,anxiety,sadness,repeat,redo,relive,again,start,over,rebirth,light,darkness,forgiveness,apology,return,home,life,sleep,bed,room,dark,quiet,alone,peaceful,repentant,fixate,frown,clenched,choices,movement,taste,smell,fall,head,dizzy,weak,help,embarrassed,mortified,hiding,bags,help,hospital,gown,filth,wsah,strangers,doubt,walking,therapy,stable,line,now,nothing,co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,water,body,murder,killer,shark,ocean,salt,kitchen,sink,drain,pool,bikini,summer,vacation,beach,cabana,cocktail,alcohol,brewery,beer,hops,rabbit,carrots,eyesight,blindness,elderly,old,death,casket,hearse,car,gasoline,fire,camping,marshmallows,smores,kids,school,homework,exams,college,degree,burns,firemen,hoses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,body,dead,murder,wife,husband,dean,child,river,tied,truck,green,coffin,funeral,limp,woman,mystery,husband,sex,secret,solved,sheriff,friends,trip,camping,whiskey,fish,potatoes,dinner,sleep,tent,scared,children,backyard,empty,lies,deceipt,wife,alarm,murderer,liars,paper,news,victim,girl,naked,floating,lazy,jerk,dishonest,rapist,divorce,trial,jury,escape,fishing,donus,breakfast,eclipse,sun,moon,star,sky,night,space,empty,death,mundane,blank,hopeless,garage,jail,bars,convict,window,dirty,dishes,break,floor,kitchen,table,beer,park,store,drunk,concience,sleepless,alcoholic,suspect,culprit,guilty,deadly,knife,gun,violence,plague,phone,call,questions,angry,irate,pl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,water,weird,whisky,rape,sad,strange,kid,dead,wife,sex,drunk,yard,son,truck,green,horrible,unclear,carious,dark,tears,fear,camp,long,crime,wrong,weak,wretched,why,haunting,coffin,empty,blue,tied,dish,beer,dark,heartache,end,sorrow,awful,who,pho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
