ID,cue,word 0,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122
1282,,wall,tree,cat,last,feet,night,fight,sell,bell,well,fell,sell,sting,fling,sing,wing,zing,apple,orange,pear,grape,monkey,sat,fat,wet,set,pet,get,go,row,flow,at,the,wall,ball,chair,rug,hug,jug,window,road,tre,ass,class,fastfart,tart,wart,eye,go,flow,row,quest,west,vest,jest,happy,sad,mad,grow,vet,wet,getg,hair,flair,were,where,book,look,took,shook,woke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283,,ghost,haunted,awesome,haunted,specialintrest,autism,iam,me,hello,cat,jasper,calliope,headache,me,sick,chronic,tired,halloween,bones,tulpa,interesting,purple,hungry,pizza,tacos,cookie,breqad,bagels,make,what,not,sure,what,i,just,read,ok,then,keep,what,is,a,poigNonet,or,however,that,wasspelled,radio,drama,sounds,cool,love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284,,summer,house,hotel,remind,cat,rumor,dog,outside,garden,swimming,remember,totally,lamp,computer,chair,memory,mother,tree,fan,desk,monitor,refrigerator,study,homework,whenever,temporary,shoes,witness,cover,alarm,doing,condiment,hills,guitar,head,light,flag,haircut,father,shirt,garbage,swimming,dove,doorman,science,while,whenever,share,dinner,heart,those,meringue,cake,pan,dull,she,skunk,mousse,neighbor,figurine,fowl,dopamine,franks,activity,united,bank,profile,deem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285,,face,makeup,actor,film,movie,theater,ticket,ride,automobile,car,vehicle,truck,transport,carry,lift,elevator,building,house,family,children,school,learning,education,teacher,college,degree,job,career,money,bank,account,savings,retirement,old,new,baby,neighbor,barbeque,chicken,farm,cows,milk,bottle,liquor,drunk,bar,universe,galaxy,star,sun,moon,stars,celebrity,famous,soaps,television,set,mold,mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,,love,sea,determine,special,grateful,friend,delight,together,deliver,seperate,come,sit,present,goal,acquire,period,reflect,objective,aim,announce,deprive,leak,concrete,years,ALONG,ANALIZE,SEE,HOLD,KISS,HUG,CADDLE,SMOOTCH,SPEAK,CONTINUED,TALE,ACTIVE,EFFICIENT,EFFECTIVE,ROUTINE,LINE,RECALL,SECOND,KNOW,ALERT,CAR,DRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,,mouse,hair,computer,water,card,ice,cover,book,napkin,words,tree,apple,orange,pasta,glasses,happy,wing,dragon,print,armor,sweater,clean,bed,desk,chair,pen,laugh,movie,disney,fun,skating,boat,ocean,police,crime,house,robber,neighbor,upset,sad,violence,bad,scary,hair,neighbor,medium,big,small,ant,picnic,bread,hair,gel,green,color,dye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,,Fall,autumn,leaves,pumpkin,orange,red,cherry,soda,pop,buloon,vacuum,cleaning,dust,dirt,ant,bugs,spider,haloween,witches,hat,felt,needle,sewing,craft,art,love,husband,family,baby,daughter,father,mother,brother,sister,home,japan,food,cooking,utencils,dishes,mugs,coffee,drink,chicken,taste,food,cookie,chocolate,treat,trick,trunk,car,mess,ribs,corn,bread,yeast,infection,obgyn,baby,due,melt,snow,winter,mint,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,,sample,tall,High,Mundane,Tired,Gloomy,Hopeless,Diligent,Work,Message,aroused,intrigued,snack,thirsty,Long,repost,love,aging,torment,suffering,longing,passion,thrive,mission,overcome,thoughtful,calculated,profanity,link,collaboration,meeting,associate,moving,lessons,motivation,hungry,better,moment,pineapple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290,,cat,jumped,over,my,foot,and,it,landed,on,its,back,legs,then,took,a,tumble,and,i,asked,myself,what,kind,of,cat,falls,after,jumping,and,landing,on,its,back,legs,and,then,i,realized,the,cat,must,be,special,and,i,should,cherish,how,individualistic,this,creature,of,God,is,and,then,i,gave,thanks,for,it,being,in,my,lilfe,and,teaching,me,that,all,of,creation,is,important,and,capable,of,so,much,good,we,just,have,to,step,out,of,our,own,expectations,of,reality,and,realize,that,everything,belongs,and,is,existing,as,it,went,something,like,this,Cats,are,good,cats,are,The,neighbor,also,had,a,cat,named,Dave,And,admiration,for,the,cat
1291,,blue,black,red,yellow,purple,green,orange,magenta,grey,gray,silver,gold,bronze,copper,donut,lead,blush,brown,teal,sunset,dream,city,ufo,drug,hit,dam,man,nerd,mourn,monkey,tv,out,rage,render,ramp,sore,arm,leg,cat,dog,hog,nog,noggin,end,pram,cow,see,seer,train,pain,van,vamp,vampire,rain,snpw,snow,sleet,human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292,,level,eater,food,binge,hulu,internet,stream,river,fish,salmon,bear,paws,cats,theater,movies,popcorn,techno,music,notes,letters,mail,man,mayonaise,eggs,chicken,meat,breast,shirt,fabric,cotton,plant,fiber,wifi,technology,it,support,bra,victoria,kind,neighbor,beer,alcohol,funny,friends,tears,warm,blanket,sweet,hermit,lonely,bored,quiet,intense,scary,hidden,dark,shutin,lonely,sad,darkness,alone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,,bat,ball,pig,bat,crap,red,blue,sniff,drugs,cocaine,horse,katamine,safety,rain,clouds,son,song,bass,can,hate,smile,lit,pen,fred,mars,unicorn,tiger,book,reading,she,a,book,again,a,kite,desk,box,dog,was,barking,man,him,man,more,water,rembered,day,off,had,massage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294,,phone,table,computer,work,email,therapy,kids,writing,texting,keyboard,chromebook,ipad,movie,netflix,theater,drink,chips,lunch,sandwich,restaurant,menu,waitress,waiter,car,gas,store,products,shampoo,conditioner,brush,class,phone,manager,work,boss,employee,furniture,couch,chair,pool,neighbor,girl,boy,friends,bike,scooter,basketball,baseball,morning,coffee,breakfast,pancakes,eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295,,innocent,guilty,tired,proud,listen,speak,know,understand,adult,community,cold,hot,belt,irresponsible,caring,youth,table,floor,mop,clean,inspect,phone,call,appointment,devious,healthy,unhealthy,need,want,job,find,explore,discover,move,safety,unsafe,speak,music,sing,listen,disorderly,irresponsible,fan,heater,air,conditioner,hip,television,show,movie,anthony,cunning,scary,suspensful,woman,urban,rural,hidden,open,city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,,brown,red,purple,orange,yellow,okay,now,perfect,time,me,self,alright,what,mean,it,average,normal,healthy,outing,dog,whining,room,after,you,going,again,car,train,truck,many,words,this,picture,dry,bone,pain,why,hurt,humidity,air,cloud,sky,earth,sound,noise,arising,buddhism,monk,monastery,woods,now,again,beauty,asian,lovely,lonely,love,feet,noise,sound,her,friend,man,garden,rose,river,lonely,companion,moss,swamp,love,him,her,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297,,okay,that,was,interesting,but,Id,prefer,to,go,to,the,beach,oh,i,am,fine,to,make,lump,oatmeal,famine,famished,its,mine,music,friendly,fine,fun,furry,murry,murphy,father,mother,brother,beach,camping,majong,fire,pit,put,golf,rolf,ralph,puke,yuck,wring,ring,beyonce,rink,skate,winter,occupy,frozen,wasteland,empty,full,music,life,love,dance,bounce,rainbow,unicorn,kitten,lion,tiger,fresh,sorry,movement,interesting,phenomenal,buzzing,ringing,singing,exhuberant,energy,fire,flame,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298,,table,pens,pizza,truck,headphones,fork,bicycle,skateboard,towel,laundry,glasses,soda,wire,paper,screen,window,car,sponge,mail,beverage,chairs,sky,god,mountains,shampoo,soap,window,sunshine,coaster,trees,ocean,boat,room,quiet,private,listen,talking,games,driving,swimming,flying,rainstorm,books,radio,learn,investigate,wander,run,follow,look,misunderstood,explain,observe,grapple,entrust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299,,cat,dog,fruit,banana,coffee,computer,water,shoe,phone,microwave,happy,flower,jewelry,strawberry,smoothie,towel,cranberry,blanket,sock,lotion,concert,ring,outfit,wall,charger,mirror,owl,frog,lizard,cup,straw,fox,raccoon,vacuum,art,letters,brush,laptop,pants,jeans,sneakers,target,section,mascara,bracelet,music,pumpkin,chocolate,fruit,halloween,story,book,arm,chair,friend,can,fashion,clothes,money,accounting,finance,asset,liability,equity,boring,rude,funny,kind,loud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,,The,rice,cooker,is,a,very,smart,investment,and,I,am,glad,that,I,bought,it,along,with,a,bunch,of,jasmine,rice,and,split,red,lentils,because,i,cook,all,of,it,together,in,there,with,coconut,cream,turmeric,cumin,chili,peppers,herbs,bay,leaf,black,pepper,sesame,oil,sea,salt,and,vegetable,stock,to,make,a,very,cheap,and,filling,curry,with,minimal,preparation,time,and,curry,that,also,functions,as,a,reliable,complete,protein,for,vegetarians,or,vegans,and,is,a,great,source,of,dietary,fiber,and,micronutrients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,,furnace,sun,neighbor,lawn,coffee,summary,flower,hallway,late,buffet,heat,magnum,irresistible,arrest,bag,tree,toilet,tissue,computer,keys,lights,sock,phone,folder,dark,speaker,fence,freedom,concensus,couch,zen,door,lamp,shot,thermal,cards,remote,hammer,nicnacs,display,online,spoon,scent,barbarism,bob,tires,white,leaves,wow,random,blue,fence,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302,,pencil,crayon,toast,pickle,box,kelp,problem,ink,toy,bag,yarn,soft,blue,ice,coin,top,yellow,paper,coffee,margerine,grab,president,pillow,like,sleep,join,prayer,bowl,flower,pumpkin,wire,bookmark,cereal,cup,letter,blue,oranges,chair,bowl,square,king,chest,page,crab,butterfly,green,tree,cushion,roll,cardboard,crab,bun,tamborine,cherish,company,boy,friend,eagle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303,,fox,box,lid,forgive,tempt,prompt,stop,sure,never,quit,lid,bid,apple,sun,earth,number,summer,tree,bird,bee,grass,tan,sand,ice,water,sky,mountain,curse,first,burst,thurst,thrust,trust,mad,sad,game,domino,card,welcome,unwelcome,blue,true,green,firm,soft,front,back,side,man,band,sad,glad,hug,rug,my,friend,television,music,car,box,river,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,,cat,dog,pet,animal,farm,cow,milk,dairy,grocery,shopping,eggs,money,economy,government,politics,president,ruler,king,empire,umpire,baseball,sports,football,men,fight,war,conflict,argument,therapy,health,mind,psychology,brain,think,idea,smart,light,sun,cloud,rain,rainbow,prism,colors,pink,unicorn,happy,emotions,feeling,sense,mean,average,mode,fashion,clothes,warm,cozy,fire,hearth,home,family,love,house,real,actual,facts,data,graph,chart,start,begin,confused,where,female,girl,pink,flower,nice,dress,alone,hermit,crab,ocean,beach,sand,summer,heat,friend,party,share,chips,snacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305,,bat,cat,mouse,cheese,crackers,salt,pepper,spray,mist,rain,snow,white,black,night,dark,evil,devil,angels,wings,bird,snake,grass,picnic,sandwhich,ham,pig,cow,wolf,puppy,cute,show,stage,art,paint,brush,artist,creativity,design,building,doors,neighbor,fence,noise,lawn,mower,oil,gas,friendly,tractor,field,corn,scarecrow,horror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,,garden,view,sstars,light,new,grass,flowers,trees,sunsset,sun,moon,light,sky,night,dusk,dew,sand,sea,water,blue,clouds,rain,storm,flowers,mountain,plantss,air,life,lawn,backyard,trail,creek,spring,well,cistern,waterfall,laughter,fun,relaxed,pool,swim,swing,park,outdoors,fruit,vegetables,plants,picnic,dinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,,apple,branch,pit,want,color,red,orange,glow,meadow,sow,plants,soil,trees,animals,climate,water,leaves,fall,luster,green,light,weather,play,beach,sandals,wind,forest,hike,torch,fire,rain,pollen,sea,boat,fish,kind,who,see,know,silly,confused,free,fault,nobody,river,loft,road,willow,stick,nest,fry,oil,grains,mountain,air,high,fast,memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,,pizza,sauce,tomato,cheese,crust,food,eat,plates,paper,cups,soda,drinks,cocktail,gin,martini,olive,oil,sauce,pan,dinner,stove,oven,kitchen,fork,knife,spoon,cutlery,flatware,table,furniture,room,bedroom,sleep,blanket,pillow,sheets,cotton,comfort,cold,hot,shower,water,tub,jacuzzi,towel,wey,wet,dry,sponge,clean,wash,dishes,dishwasher,dryer,stadium,basebell,baseball,bat,swing,crowd,loud,cheer,praise,watching,city,sirens,boat,fishing,salmon,bass,guitar,amp,stories,birds,singing,sing,vocalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,,fly,kite,bite,truck,mansion,run,path,trail,fight,computer,car,machine,robot,planet,space,star,television,internet,phone,associate,road,pavement,lizard,worm,bird,cat,skunk,apple,banana,beach,ocean,shrimp,animation,flight,walk,rail,cable,telegram,typewriter,horse,saddle,border,sand,dirt,signal,territory,mark,book,test,paper,invent,relationship,love,intimate,online,bird,hair,face,relationship,lips,curl,unusual,odd,unfortunate,man,goal,relationship,fail,uncomfortable,distance,connection,interlinked,persevere,believe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,,Eagle,thing,thatcher,yes,unborn,front,house,kiln,growing,throwing,rouse,books,book,library,school,orange,pumpkin,halloween,costume,ghoul,ghost,car,lot,purchase,purse,mall,home,travel,flight,beach,Oregon,nature,hike,ocean,water,waves,tide,sand,foam,scary,wild,friendly,neighbor,classmate,mom,dad,brother,sister,aunt,cousin,carpet,bottle,water,cracker,cookie,power,plug,bread,shirt,bubble,wrap,light,tissue,iron,busy,work,type,computer,school,paycheck,grey,lamp,sign,share,beer,gnome,football,ball,glass,float,television,hat,tape,hole,puncher,gift,ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,,guitar,strings,music,laptop,desk,paper,pencil,chair,blanket,pen,mirror,carpet,pillow,table,drawer,belt,towel,makeup,walk,song,work,hat,pants,shirt,tie,heart,love,family,friends,animals,cookie,brownie,cake,love,hate,disgust,hate,vase,light,water,fire,heat,cold,high,low,up,down,basket,trips,friends,neighbors,fun,experience,trip,vacation,weird,unusual,new,heartbreak,loss,grief,sadness,mourning,sad,hard,healing,road,trip,camping,fire,campfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,,Dog,Pet,dolphin,sunshine,italy,formula1,cars,busses,trains,newyork,philly,cheesesteak,sushi,japan,technology,countryside,ocean,boats,sailing,fishing,titanic,piano,bugsbunny,carrot,potato,soup,campells,newjersey,mafia,sopranos,tv,movies,theatre,comics,chemo,hair,bald,pale,weed,vitamins,wheelchair,tank,war,romans,cigarettes,camus,novels,literature,dazai,suicide,ocean,fish,clouds,storm,waves,tsunami,whales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,,start,has,red,bone,lip,cusp,afternoon,dinner,patsa,evil,rope,melon,lemon,lime,car,siren,police,gun,handcuff,baton,blule,blue,light,ocean,sea,salt,wave,surfing,shorts,party,youth,fun,beach,like,red,doctor,hospital,waiting,style,shoes,hope,time,sun,excite,hope,nerves,new,daring,try,sample,test,story,meeting,flirt,friendship,relationship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
