ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122
1016,water,drink,eat,sleep,awake,tomorrow,work,tired,awake,play,watch,relax,home,safe,quiet,loud,family,individual,independent,separate,closeness,trying,home,time,extravagant,timid,sorry,solving,samples,signifigance, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1020,water,cup,glass,sand,beach,ocean,salt,sea,fish,shark,animal,mammal,ape,human,man,woman,life,earth,planet,space,stars,sun,light,day,night,dark,sky,blue,red,ball,sport,school,reading,learning,teacher,student,child,family,marriage,money,store,food,pizza,pasta,taco,rice,asia,country,states,leaders,economy,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1022,water,wet,dry,bone,dust,sand,desert,oasis,water,ocean,swimming,canoe,bikini,woman,beauty,ugly,me,myself,i,am,ready,go,stop,start,listen,teacher,test,mission,quest,game,nintendo,isabelle,island,travel,jet,plane,flying,ship,vacation,home,work,office,computer,desk,monitor,laptop,chair,sofa,couch,coach,ball,puck,hockey,sport,school,graduate,party,sickness,mask,cancer,diabetes,health,heart,blood,test,panel,doctor,nurse,emergency,ambulance,firetruck,fire,fireworks,house,home,rescue,cats,bird,dog,pet,family,husband,life,love,hate,depression,illness,mistake,regret,surgery,childish, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1024,water,bottle,clean,price,health,brand,money,greed,evil,corruption,collusion,rich,poor,homeless,medical,inflation,demand,elastic,rubber,band,toy,fun,party,loud,firework,night,day,tree,sun,plant,carbon,diamond,rare,history,war,tank,weapon,gun,duel,sword,cutlass,scimitar,fencing,skiing,basketball,baseball,outdoors,barbeque,grill,american,dream,fence,security,peace,safe,solitude,introvert,quiet,shy,afraid,nervous,anxious,depressed,hope,future,past,present,recall,predict,specualte,remember,recall,forecast,weather,heat,ignorance,harm,car,seat,danger,avoid,dodge,jump,acrobatics,gymnasium,flip,card,poker,blackjack,uno,reverse,skip,draw,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1025,water,water,word,wrong,gone,end,do,obkect,tire,enclose,error,reply,year,right,tiger,register,raw,war,rock,kick,king,go,on,no,object,to,open,no,onion,objection,nope,effort,toe,edit,take,enter,race,eternal,love,eject,top,pop,pub,busy,year,recreate,equal,like,enter,recreate,eternal,locust,top,proper,rugged,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1027,body,arm,eg,finger,toe,calf,stomach,breast,head,lip,ear,rist,nai;,foot,heel,ankle,knee,eyes,nose,thumb,elbow,chin,teeth,tongue,face,haie,eyebrow,lashes,cheeks,arm,thigh,hip,waist,midriff,gums,colon,lung,heart,esophagus,artery,vein,liver,pancreas,ovary,penis,vagina,a, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1028,body,skin,hair,keratin,chemical,research,solution,bacteria,germs,infection,desease,suffering,health,food,vitamin,calories,energy,fuel,fire,heat,cooking,eating,cookies,baking,bakery,snacks,sweets,sugar,chocolate,chips,computer,program,software,performance,system,work,leave,holiday,vaccation,summer,travel,beach,sea,ocean,water,fish,whale,shark,ship,captain,sailing,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1029,body,parts,pieces,cake,birthday,party,kids,fun,summer,vacation,pools,swimming,diving,boards,wood,decks,outdoors,animals,hiking,exercise,adventure,experiences,together,family,friends,love,caring,cooperation,together,sharing,enjoyment,happy,fulfilled,content,relaxed,beach,ocean,waves,fish,dolphins,whales,sharks,coral,unknown,depths,darkness,fear,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1030,water,pail,well,ground,house,tree,swing,leaves,sky,river,fish,fisherman,hook,gravel,bank,weeds,water,gravel,bridge,road,car,police,speed,tire,antenna,windshield,bumper,license,seat,console,odometer,driver,passenger,wife,daughter,infant,stroller,sidewalk,park,swing,court,field,bushes,walkway,fence,home,yard,roof,door,kitchen,floor,table,chairs,butter,stove,refrigerator,oven,dishwasher,sink,faucet,towel,trashcan,cabinet,ceiling,light,hallway,bathroom,toilet,shower,towels,medicine,toothbrush,toothpaste,toothbrush,pills,floss,shaver,cream,rug,tile,wall,switch,bedroom,bed,sheets,carpet,lamps,dresser,nightstand,drawer,magazines,television,stand,mirror,wallpaper,window,curtains,pull,view,neighborhood,neighbors,dogs,cats,yards,driveway,garage,roof,shutters,, , , , , , , , , , , , ,
1031,water,ocean,sea,fish,food,drink,meal,food,eat,nurish,oops,woah,horse,ride,car,auto,street,busy,wor,work,money,bills,payments,source,um,help,sos,emt,hospital,nurse,doctor,medicine,aide,helping,caring,sick,bed,sleep,rest,comfort,pillow,blanket,rest,warmth,love,friends,family,kids,kim,liz,daughter,offspring,relatives,family,unit,one,number,digit,toe,fot,foot,ankle,leg,body,human,being,alive,vital,nothing,blank,boredom,yawm,tired,listless,weary,slack,pants,clothing,fashion,statement,sentence,words,verbal,oral,speak,listen,hear,ear,head,fface,natiooon,tvshow,entertainment,movies,netflix,hulu,subscrition,, , , , , , , , , , , , , , , , , , , , , , , ,
1032,body,ear,smell,bad,notgood,bad,smell,food,icecream,cool,ice,winter,season,summer,sunlight,heat,water,cold,warm,water,cooldrinks,tastee,yummy,sweet,cake,birthday,party,beer,enjoying,friends,fun,oughting,dating,boyfriend,gift,mobile,speaker,earphone,charger,battery,safety,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1033,water,drink,whiskey,drunk,sleepy,tired,exhausted,lie,rest,relax,enjoy,fun,happiness,goal,life,death,decay,exhune,lime,coroner,body,corpse,death,end,satan,hell,temptation,resistance,strength,weaknes,unhappy,beaten,prone,bloody,lacerated,concussed,siezed,bleeding,injured,anbulance,hospital,covid,trump,idiot,dunce,fascist,dictator,leader,garrulous,tealkative,annoying,exasperating,bad,sullen,hurt,humiliated,funny,jokes,ribald,humor,haha,laughter,pain,confusion,adhd,adderall,drugs,rx,pharmacy,controlled,substance,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1035,body,yes,small,large,elephant,gray,wall,brick,red,blood,meat,animal,wild,party,drink,alcohol,drunk,stupid,laugh,smile,happy,child,precious,pure,water,clear,still,late,time,limited,edition,book,author,fame,bestseller,reading,relaxing,hobby,jogging,weekend,family,love,forever,instant,oatmeal,package,shelf,breakfast,pancake,syrup,maple,canada,country,road,music,car,drive,breeze,farm,range,fence,horse,ride,pony,grass,hay,sunshine,beach,ocean,blue,wave,surf,whale,shark,deep,secret,mysterious,dark,plane,island,pirate,cruise,summer,mountain,for, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1036,water,drink,ice,cold,winter,snow,fall,leaves,orange,citrus,fruit,strawberry,shortcake,doll,cute,bunny,hop,jump,rope,boat,ocean,fish,smell,candle,light,fire,hot,burn,hurt,nin,music,happy,joy,christmas,tree,pine,wood,shop,money,poor,struggle,sad,depressed,therapy,talk,phone,text,message,receive,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1039,body,hand,fingers,nails,colors,pink,slip,pay,cash,dollars,america,white,color,red,color,white,whitehouse,beauty,girls,sex,human,robots,technology,advancement,generations,children,birth,day,week,month,year,leapyear,4,number,numerics,mathematics,problems,life,span,duration,time,precious,gem,diamond,lightning,thunderbolt,electricity,hazard,chemicals,potassium,banana,yellow,lamborgini,acceleration,science,fun,friends,party,club,drinks,vodka,booze, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1040,body,feet,shoes,store,pandemic,shopping,park,trees,bird,street,bus,driver,sidewalk,statue,library,laptop,book,restaurant,salad,waiter,wine,tablecloth,silverware,knife,taxi,horse,fountai,water,sparrow,pigeon,car,windshield,glass,poop,sneakers,asphalt,dirt,cobblestones,shrub,hose,dog,squirrel,rat,subway,heat,urine,homeless,train,marble,concrete,building,office,partition,cubicle,carpet,chair,wheels,plastic,bush,paper,copier,trashcan,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1042,body,part,elbow,finger,knee,leg,kick,ball,soccer,sport,football,helmet,concussion,medical,hospital,covid,disease,world,trump,president,government,corrupt,issues,police,protests,people,america,citizens,elections,polls,voting,rights,freedoms,amendments,constitution,early,late,school,bus,driver,job,money,green,colors,blue,shirt,apparel,design,gucci,expensive,sales,cheap,scam,illegal,lose,gain,wealth,society,class,unfair,distribution,slavery,old,history,textbooks,expensive,waste,time,clock,hands,fingers,arms,reach,grab,control,power,government,corrupt,unfair,conspirator,illegal,jail,prison,death,end,life,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1044,body,hand,feet,foot,lef,leg,bones,skin,muscle,ligament,string,rope,jump,skip,hop,frog,toad,toadstole,mushroom,vinagerette,wine,beer,pilsner,spirits,ghosts,glue,horse,cow,alpacca,package,gift,present,past,future,futures,trading,day,night,sleep,awake,awakening,alert,aware,acknowledgement,acceptence,understanding,stimuli,reaction,processing,noticing,notice,sign,post,posting,postponning,preparing,pressing,now,soon,later,time,linear,curved,circular,square,triangle,three,four,six,letters,numbers,feelings,tired,groggy,tedium,tedious,trauma,traumatic,tram,bus,car,monorail,forklift,chairlift,polymorphing,around,access,rubbing,poking,prodding,playing,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1045,water,drink,milk,white,chalk,board,black,elephant,big,animal,lion,king,queen,princess,prince,crown,gold,diamond,platinum,ornaments,neck,necklace,chain,ring,fingers,ten,number,math,problematic,difficult,easy,run,legs,shoe,size,pants,shirt,button,zipper,sleeve,half,full,hand,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1046,body,person,individual,self,aware,though,rational,science,testing,results,conclusion,truth,adjustments,tuning,makingbetter,improving,takingsteps,progressing,learning,understanding,implement,improve,advance,change,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1047,body,part,whole,earth,system,eco,terror,flight,plans,future,demon,organ,death,tile,square,bathroom,public,space,rocket,mars,jupiter,neptune,ocean,fish,boat,sail,work,whale,apocalypse,zombie,game,denial,hands,stretch,time,continuity,book,plot,movie,theater,play,acting,trying,difference,species,evolution,seagull,death,fries,burger,food,hungry,need,desire,touch,smell,feel,mind,horny,seperate,keep,pretend,clown,king,jester,court,intrigue,politics,globe,country,economy,money,fake,force,government,truth,falsehood,anger,riot,fire,tactics,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1048,body,soul,mind,brain,tired,sleepy,pillow,soft,feathers,bird,dog,sweet,candy,chocolate,dark,night,stars,moon,sun,sky,outlander,travel,airplane,,car,tires,repairs,fix,tools,hammer,nails,fence,wood,create,crafts,money,green,plants,flowers,rose,red,pink,sweet,child,baby,grow,fast,slow,time,fire,burn,hot,cols,water,blue,ocean,beach,seashell,drink,pineapple,yellow,fruit,banana,smoothie,protein,health,medicine,yuck,gross,sick,medicine,fever,cough,vitimins,cold,sick,child,teenager,attitude,smart,tongue,speak,speech,class,school,books,reading,fun,party,balloons,cake,vanilla,, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1050,body,yellow,wind,dinner,red,dog,god,desert,ten,nine,eight,tomorrow,win,next,tea,apple,elephant,tin,night,talent,thousand,deer,railway,yard,degeree, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1051,water,falls,pool,lake,river,fish,pond,ocean,nature,whales,shark,pirana,ship,boat,crab,prawn,ellyfish,sea,beach,dolphin,seahorse,drink,waterfalls,rain,thunder,storm,spring,summer,winter,rainbow,stars,moon,sun,clouds,mountain,hills,trees,animals,forest,birds,land,house,,ma, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1053,water,cup,glass,mirror,pane,window,curtain,shade,umbrella,rain,boots,splash,puddle,wet,dry,towel,bathroom,bathmat,shower,shampoo,conditioner,comb,hair,clip,pin,lock,door,key,opening,close,security,alarm,sound,chime,wind,patio,deck,backyard,grass,worms,sandbox,beach,umbrella,waves,surf,surfboard,shark,bite,hospital,doctor,nurse,treatment,regimen,antibiotic,medicine,study,office,books,bookmkar,reading,happiness,love,marriage,husband,partner,kindness,support,acceptance,love,appreciation,thoughtfulness,best,anniversary,dinner,table,service,restaurant,waiter,menu,buffet,steak,potatoes,butter,bread,toast,bacon,eggs,toast,avocado,brunch,mimosa,sparkle,ballet,tutu,plie,barre,exercise,cardio,weightlifting,weights,dumbbells,muscles,protein,strength,sets,repetitions,bars,gym,leggings,shirts,sneakers,socks,sandals,pedicure,manicure,salo,salon,hairdresser,haircut,blowout,shampoo,curls
1054,body,parts,auto,travel,vacation,beach,get,going,somewhere,places,visit,travel,car,truck,camper,pond,rain,weather,garden,tomatoes,samdwiches,eat,grocries,town,money,income,work,plan,how,what,all,things,people,together,talking,planing,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1055,body,arm,leg,face,mouth,noce,teeth,ear,eye,cheek,neck,chest,stomach,belly,hip,skin,organ,heart,muscle,liver,pancreas,kidney,veins,blood,artery,brain,cells,bacteria,gut,nails,fingers,toes,hands,feet,knees,elbows,back,spleen,ribs,bones,lungs,hair,shoulders,face,eyelashes,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1058,water,plant,green,mountain,trees,oxygen,live,man,shirt,button,plastic,material,brand,logo,identity,unique,price,money,trading,buy,sell,volume,sound,nature,atmosphere,air,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1059,water,bottle,cap,gun,store,front,yard,work,hard,tack,sail,boat,water,tub,pail,bucket,basket,ball,gum,ten,cent,year,long,haul,u,me,them,us,flag,day,light,source,code,word,puzzle,answer,right,wrong,cube,square,circle,triangle,line,length,thickness,tolerance,tight,loose,lose,win,play,press,news,fake,real,life,death,spasm,flinch,fake,ship,tracks,sun,divereter,manually,accelerator,dangerous,generator,power,engine,tire,wheel,seat,speed,break,land,takeoff,fall,hit,smash,crash,defeat,race,first,last,top,bottom,sheild,family,radiation,fun,factor,count,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1060,body,pain,hurt,full,filling,space,time,continue,complete,total,all,knowing,facts,knowledge,intelligiance,creativity,art,love,caring,compassion,life,death,cancer,virus,vaccine,living,fulfilling,thoughts,work,thinking,reading,writing,typing,more,less,even,over,now,please,time,consuming,me,words,letters,how,many,more,,,not,sure,help,care,pleasing,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1062,water,tap,flow,river,stream,ocean,salt,iodine,chemical,chemistry,lab,technician,mask,gloves,pandemic,corona,deadly,dangerous,china,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1063,body,soul,heart,mind,body,connection,thoughts,feelings,emotions,happy,daughter,sad,lonely,relationship,girlfriend,wife,kids,mistakes,regret,guilt,adapt,renew,repeat,love,self-esteem,content,good,life,learn,improve,work,hard,provide,helping,teaching,giving,back,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1064,body,soul,body,type,computer,learn,teach,student,teacher,school,university,college,teaching,learning,smart,stupid,dumb,ignorant,learned,read,books,fiction,history,romance,dating,love,marraige,commitment,trust,honest,truth,lies,FALSE,wrong,right,left,up,down,bottom,top,toy,game,checkers,monopoly,risk,cards,scrabble,clue,hint,help,care,love,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1069,body,foot,knee,pain,hand,touch,push,fall,wet,cold,rain,indoor,television,movie,games,play,type,win,hard,boring,tired,relax,sleep,woke,listen,eat,friends,family,shop,money,debt,work,difficulty,help,kindness,laugh,friendly,build,play,fun,collect,catch,time,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1070,water,red,divide,end,dress,send,demo,open,next,ten,nine,eight,thousand,discipline,eighty,yellow,white,easy,yard,devil,love,elephant,teacher,romance,eagle,eat,test,tell,lose,europe,every,you,used,danger,random,mother,river,rich,high,hight,tall,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1071,body,cat,cat,cat,,chain,dog,toy,monkey,yogurt,mouse,bowl,pillow,tree,road,car,toilet,air,red,blue,orange,yellow,purple,green,blue,red,poop,mom,face,rat,cool,rabbit,grass,cloud,sky,apple,jar,lid,top,eat,noutg,mouth,cup,mug,top,piece,mit,sow,yarn,metal,plug,wrench,part,break,fit,light,dark,noise,smell,look,take,trim,tamper,trample,to,tip,top,till,tight,tin,tan,train,track,raim,rail,mail\\,tail,bail,whake,whale,tail,mail,hail,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1072,body,skin,color,brown,black,tone,light,bright,sun,screen,outdoor,summer,beach,sand,water,trip,car,suitcase,clothes,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1073,body,head,mind,think,brain,neuron,atom,proton,quantum,computer,pc,desktop,monitor,keyboard,keycap,writing,pencil,pen,paper,graph,dots,math,science,biology,chemistry,alchemy,gold,silver,christmas,tree,green,forest,bark,grass,worm,dirt,brown,black,dark,night,stars,constellation,lines,white,paper,school,binder,rings,fingers,hands,touch,feel,think,thoughts,feelings,emotions,healing,doctor,medicine,pills,capsule,small,large,box,square,cell,bars,jail,window,light,sun,sunburn,beach,sand,desert,dessert,sherbert,lime,lemon,sour,spicy,pepper,red,hot,burn,fire,bonfire,camping,tent,sleepingbag,sleeping,night,trees,crickets,noise,chirping,birds,morning,sunrise,sunset,red,pink,paint,, , , , , , , , , , , , , , , , , ,
1075,body,odor,smell,flowers,garden,tomatoes,sauce,pizza,pepperoni,italian,sub,olives,beer,lemon,tequila,shot,party,fun,music,friends,dancing,happy,family,love,caring,close,near,intimate,together,forever,deathj,hope,life,beginning,ending,infinite,short,temporary,permanent,last,earth,world,stadium,sports,games,football,soccer,baseball,hotdogs,hamburgers,park,children,slide,water,swimming,pool,sa, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1076,water,fall,down,under,dark,black,asphalt,heat,weather,rain,water,vegetation,farms,tractor,gasoline,oil,contamination,deadly,hospital,nurses,scrubs,comfortable,couch,livingroom,house,building,construction,metal,gold,money,taxes,government,congress,laws,police,brutality,looting,damage,businesses,jobs,income,family,grandmother,elderly,care,health,insurance,safety,parachute, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
