ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144,word 145,word 146,word 147,word 148,word 149,word 150,word 151,word 152,word 153,word 154,word 155,word 156,word 157,word 158,word 159
2018,body,body,bone,skin,skeleton,muscles,blood,veins,brain,organs,fingers,toes,nails,hair,bobble,scrunchie,shower,wet,wash,warm,relax,clean,tidy,dry,dessert,sand,beach,arid,cactus,prickles,flowers,pretty,pink,purple,rainbow,rain,sunshine,light,spectrum,waves,sea,salt,urchins,lobster,crab,fish,boat,net,ship,cruise,people,holiday,laughter,fun,fair,rides,rollercoaster,park,swings,slide,children,adults,humans,male,female,transgender,lgbtq,pride,lion,africa,hunt,safari,endanger,protect,conservation,charity,fundraise,rescue,pets,dog,friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,water,wet,dry,desert,sand,beach,ocean,wave,tide,pull,push,shove,hit,kick,ball,game,win,lose,forfeit,tie,draw,lot,pick,choose,lottery,money,price,cost,sacrifice,give,present,holiday,vacation,travel,plane,fly,bird,wings,flap,open,door,slam,hard,stone,cold,ice,blue,sky,clouds,white,light,sun,yellow,bright,shine,spotlight,stage,concert,music,song,singer,voice,hear,listen,question,answer,solve,problem,solution,liquid,drink,throat,clear,plastic,cup,coffee,black,dark,night,moon,stars,sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,body,women,man,hubby,love,years,more,need,family,scared,sick,cancer,leave,forever,time,more,family,plan,cabin,water,memories,future,ours,hands,hubby,strong,good,safe,bastio,wall,solid,thick,narrow,line,blue,cops,flag,america,history,family,mayflower,jamestown,family,past,history,stories,tree,dna,hobby,interested,time,spend,day,love,life,peace,comfort,babies,mine,hold,snuggle,peace,fullied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,water,thirst,lager,enjoyment,sport,injury,hospital,friend,brother,kinship,loss,sadness,trust,study,regret,chaos,order,pressure,failure,parent,cricket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,water,fall,hurt,painful,graze,food,animal,zoo,lions,safari,jungle,forest,creatures,kingdom,queen,england,london,history,war,fighting,anger,emotion,sad,happiness,future,hope,possibility,odds,even,numbers,counting,maths,learning,school,teachers,exams,test,trial,olympics,running,chasing,police,prison,bad,criminal,lowlife,evil,good,angel,religion,beliefs,church,prayer,god,bible,jesus,cult,coolaid,suicide,unhappiness,depression,sadness,hopeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,water,lake,countryside,farms,fields,cows,burgers,food,hungry,tired,bed,sleep,dream,imagination,creative,artistic,drawing,painting,decorating,design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,water,wings,bird,eagle,space,moon,landing,house,home,help,sos,titanic,sink,kitchen,food,bake,oven,hot,sun,outside,nature,birds,fly,air,breathe,breath,oxygen,hospital,bed,sleep,snoring,tired,grumpy,dwarfs,warwick,willow,tree,tall,ship,sail,water,waves,crashing,car,skid,row,song,youth,young,retro,game,video,doom,classic,match,tennis,raquet,play,court,ball,foot,shoe,trainer,run,walk,path,hills,alone,solitude,stress,relief,glad,good,evil,devil,prada,fashion,boring,machine,robot,terminator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,water,stream,rook,bird,prey,fox,kill,road,drive,car,steering,driver,fast,speed,kill,scared,death,worry,loss,sad,funeral,coffin,respects,flowers,urn,alone,scared,help,police,ambulance,protect,doctor,health,check,cross,word,finger,point,telling,vocal,noice,loud,shout,scream,siren,blue,flashing,louder,din,dinner,food,plate,cutlery,drink,thirsty,tasty,hungry,starving,empty,lost,cold,shiver,water,drown,float,rescue,fire,help,assist,protect,guard,dog,woof,food,treats,bone,human,body,hair,lungs,musckes,spleen,blood,shot,gun,bullett,fire,wood,trees,bark,leaves,autumn,winter,season,spring,summer,plane,holiday,greece,food,sunbath,cream,ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,water,ice,fire,grass,lightning,thunder,storm,clouds,howl,wolf,animals,air,sparks,lightning,pool,loop,spin,hulahoop,dance,jump,workout,pushup,pullup,couch,potato,roll,rocks,boulders,smash,car,accidents,injury,broken,fixed,fix,repair,engineer,automobile,vehicle,car,truck,load,heavy,cargo,vegetables,grocery,cashier,money,rich,delicious,delivery,mail,mailman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,body,image,picture,frame,setup,login,it,novel,new,fresh,cool,warm,beach,icecream,gelato,parlour,nails,polish,french,parsi,paris,france,language,communication,words,speak,utterance,poetry,expression,sentiment,love,lost,found,map,treasure,property,sign,prophecy,preacher,wise,stupid,village,town,urban,cars,traffic,jams,jellies,recipies,family,table,gathering,solo,loneliness,unity,peace,rest,chapel,countryside,town,houses,rooms,gardens,neighbours,community,isolation,lockdown,restrictions,covid-19,sacrifice,depression,happiness,celebration,gifts,cards,decorations,party,people,social,meetings,business,notes,records,evaluation,audits,buraucracy,strategy,corporations,money,time,passing,death,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,water,spout,hose,lock,door,frame,picture,photo,glossy,bright,sun,yellow,sunflower,garden,grass,green,field,sport,ball,kick,foot,shoe,peg,washing,line,dry,cloth,towel,bath,bubbles,soap,clean,hands,fingers,joints,meat,chips,grease,motor,engine,fire,heat,stove,cook,tasty,tounge,teeth,smile,happy,ple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,water,wet,hair,long,drive,car,camaro,bumblebee,sting,musician,guitar,strings,violin,bow,arrow,show,dinner,restaurant,fancy,british,accent,american,flag,red,blood,veins,arteries,radial,knob,button,switch,toggle,light,dark,side,salad,lettuce,head,toe,stub,cigarette,cancer,death,underworld,hades,greek,zeus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,water,cold,mill,wind,turbine,turn,looked,smiled,happy,mother,cold,fresh,truck,hike,climb,travel,fly,plane,crash,scary,stop,red,blood,safety,standard,level,pol,truck,dean,me,love,hold,safe,protect,safe,angel,heaven,white,cloud,rain,food,cook,whiskey,dinner,date,fall,seasom,lot,meter,car,park,walk,green,vegetable,rost,roast,mash,cook,steam,boil,pot,pan,faucet,drink,alcohol,drunk,sleep,bed,quilt,sew,know,talk,dialogue,words,test,fast,many,quick,trip,drive,camp,fire,cook,clean,dirt,bugs,animal,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,water,body,woman,man,husband,wife,kids,play,games,football,team,players,coach,bus,ticket,cinema,movie,netflix,binge,alcohol,party,birthday,cake,candles,shop,furniture,chair,table,dinner,chicken,feathers,arrows,shoot,forest,deer,moose,antlers,hannibal,cannibal,island,beach,sand,sa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,body,health,doctor,hospital,medicine,sertraline,depression,exhaustion,tired,sleepy,sleep,dream,hope,future,exciting,enjoyable,fun,friends,enjoy,happy,sad,unhappy,grief,loss,funeral,church,god,jesus,christianity,atheism,belief,knowledge,learn,school,class,university,degree,postgraduate,student,past,old,elderly,home,comfortable,happy,pleased,news,newspaper,journalism,media,twitter,facebook,linkedin,networking,horrible,awful,hateful,nightmare,scary,story,book,read,love,relationship,wonderful,amazing,amazed,impressed,impressive,professional,career,job,work,union,left,right,wrong,incorrect,correct,accurate,data,analysis,research,work,hard,easy,simple,straightforwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,body,count,dracula,castle,scotland,haggis,food,dinner,fish,chips,wood,trees,forest,outback,australia,heat,weather,rain,drops,falls,niagara,angel,heaven,hell,fire,brimstone,treacle,molasses,southern,literature,cat,hot,tin,roof,tennessee,williams,death,nile,author,book,mark,makers,bourbon,whiskey,story,time,watch,word,wordsmith,smithsonian,institute,fiscal,studies,learns,educates,teaches,school,homework,study,room,space,frontier,border,boarder,rent,hire,higher,lower,under,neath,wales,whales,blubber,fat,health,mental,mind,cognitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,body,type,write,read,stories,fairytales,princess,hero,parent,adult,grownup,teacher,school,holidays,plane,fly,bird,bread,toast,sandwich,filling,lunch,dinner,cooking,washingup,dishes,meals,hungry,thirsty.,drink,gin,tonic,ice,cold,snow,snowman,snowball,gloves,fight,boxer,ring,marrisage,wedding,dress,clothes,shopping,money,coins,cash,buy,sell,ebay,bargains,hustle,market,stalls,circus,trapeze,clowns,it,scary,frightened,movie,ook,book,author,thoughtful,think,tank,army,camoflague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,water,fellow,gellow,hotspot,coming,mind,reading,kiss,lip,give,chance,love,people,ignore,hate,jus,go,on,live,life,happier,chocolate,sweet,craving,mobile,smartphone,radiation,beer,light,bird,fly,happy,life,busy,life,feel,the,pain,in,my,vain,learn,earn,burn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,water,bottle,beer,wine,alcohol,fizzy,drink,children,teeth,rot,unhealthy,fat,decay,toothbrush,mouthwash,toothpate,floss,dentist,fillings,scary,unpleasant,chair,drill,shed,tools,dad,crazy,individual,people,crowds,concerts,gatherings,festival,glastonbury,nextyear,??,music,camping,tnets,tents,uneasy,dirty,drunk,expensive,tired,sleep,hot,cold,twitchy,fidgety,bed,rest,tired,dreams,nightmares,lie,back,hurt,ailments,backache,ears,head,stress,tinnitus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,body,human,naked,dead,murder,stabbing,knife,dinner,vegetables,gardening,mud,farm,cows,dairy,milk,baby,family,arguments,anger,hate,darkness,horror,fear,halloween,pumpkin,soup,tomato,fruit,strawberries,milkshake,mcdonalds,burger,chips,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,body,soul,afterlife,death,alive,living,loving,family,children,mother,father,son,daughter,girl,boy,man,woman,love,hate,emotion,feeling,numb,pain,pleasure,happy,sad,cry,laughter,fun,good,bad,unpleasant,horrible,nice,naughty,bad,good,righteous,honour,dishonour,shame,proud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,body,part,thing,being,human,heart,blood,flow,moving,parts,movement,walking,running,trainers,brands,expensive,money,business,work,time,clock,watch,hour,minute,second,day,week,month,year,history,subject,school,education,exams,pass,fail,test,marks,score,smart,dumb,wrong,right,left,side,sideways,move,outside,nature,green,grass,garden,flowers,nature,mountains,hills,rolling,fun,exciting,smile,party,birthday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,water,creek,death,woman,funeral,casket,curtain,men,hiding,lies,prison,killing,death,murder,sherrif,law,loss,life,love,families,children,fear,hurt,anger,disbelief,truth,faith,honesty,belonging,safety,drowning,abuse,bullies,power,strength,confusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,body,water,dead,murder,police,sherrif,investigate,questioning,interrogate,suspect,arrested,imprisoned,woman,guilty,husband,lied,uncooperative,sketchy,sneaky,investigate,accusations,judge,jury,executioner,headsman,axes,medieval,kings,queens,knights,dragons,fantasy,unreal,fictional,entertaining,books,reading,intelligent,writers,researcher,assistant,doctor,patient,confidentiality,hippa,regulations,government,laws,untrustworthy,deciet,illuminati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,water,river,stream,fish,shark,teeth,smile,mouth,speak,shout,whisper,secret,garden,flowers,bouquet,sorry,please,hopeful,positive,negative,down,up,happy,song,dance,music,friends,tv,show,tell,guide,teach,learn,study,university,young,memory,photograph,album,camera,lens,zoom,video,chat,pals,pen,pencil,drawing,art,teacher,school,children,fun,laughter,games,board,dice,luck,magpie,bird,field,grass,picnic,food,drink,alcohol,party,disco,lights,camera,action,film,set,go,race,winner,loser,trophy,medal,army,soldier,war,peace,dove,white,black,panther,cat,dog,pet,home,family,people,social,antisocial,bully,mean,mode,version,improve,change,remain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,body,mind,parts,leonardo,inventions,genius,science,alberteinstein,theories,timetravel,relativity,science,blackhole,discovery,world,massive,exploration,space,elonmusk,stupid,xae-12,wtf?,illegal,names,parent,twisted,childhood,issues,immature,wife,how,rich,stocks,tesla,money,brokers,investment,business,corruption,greed,billionaires,amazon,jeffbezos,imhumane,minimum,salary,living,affordable,life,slavery,05-Sept,work,tired,pointless,angry,lifeless,time,short,sleep,repeat,repeat,repeat,loop,life,death,reason,afterlife,ming,spirit,release,soul,world,rebirth,choice,will,thought,questions,answers,wish,discover,secrets,world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,body,parts,old,skeleton,young,middleaged,world,builder,part,head,arm,legs,stomach,brain,eyes,face,ears,mouth,organ,human,animal,fluids,any,some,no,tall,thin,fat,slim,sex,sexy,dismorphia,work,car,skin,shop,old,heat,full,half,busy,surgery,anti,positive,negative,police,public,slow,wine,neck,female,male,child,childrens,baby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,water,river,lake,pond,depth,secret,hidden,shadow,shade,light,warmth,sunshine,life,growth,plants,environment,town,small,gossip,bully,mean,sad,depressed,tired,sleep,rest,heal,repair,evolve,growth,age,death,departed,afterlife,soul,spirit,underwolrd,gloom,hades,gods,myth,legen,story,tale,lessons,learn,reading,books,study,education,university,graduation,job,interview,nervous,nerves,sick,worry,panic,stress,anxiety,shake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,body,dead,alive,well,fit,exercise,resistance,force,effort,work,hard,soft,malleable,form,style,creative,smart,deft,clever,imagine,guess,jeans,denim,boots,snow,ski,poles,tent,camp,hunt,deer,antler,trophy,wife,husband,parent,child,toy,balloon,ride,along,him,her,them,movie,film,theater,seat,ticket,airline,travel,airport,destination,arrival,departure,time,piece,meal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,body,head,eyeball,vision,blind,colours,red,green,nature,trees,camping,fire,destruction,earthquake,death,disease,famine,poverty,aid,power,country,reigime,dictator,totalitariansim,ideology,communism,capitalism,economy,money,investors,finances,morgage,house,home,room,basement,kitchen,food,dinner,knives,butcher,meat,burger,cheese,melted,ice,water,drink,glass,juice,orange,citrus,vitamin,nutrient,health,diet,fat,mineral,iron,furnace,coal,electricity,nuclear,atom,matter,energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,water,blue,sky,sun,yellow,happiness,smile,lips,red,love,romance,passion,fire,flame,lighter,cigarette,smoke,grey,depression,sadness,tears,water,fish,sea,ocean,beach,sand,castles,royalty,crown,jewels,colourful,rainbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,water,eiver,river,wafe,wade,sorry,mistakes,murky,grey,dirty,ripple,grass,lakeside,dark,gloomy,sludge,doom,mystery,fear,torch,question,no,curiosity,danger,trespass,lurk,stalk,head,body,murder,negative,horror,summer,uneasy,malice,intent,country,western,common,summer,hot,forbidden,unrest,leave,buzz,danger,fear,phobia,unknown,escape,failed,run,fight,flee,caring,shut,hibernate,isolate,stop,doll,preserve,lifeless,eyes,glass,dull,simple,table,cloth,dinner,silence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
