ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137
1013, ,book,page,words,writing,ink,pen,pencil,drawing,art,paint,brush,bristle,sharp,knife,murder,blood,red,angry,mad,emotion,people,person,human,feelings,sad,upset,relationship,girlfriend,boyfriend,married,children,school,university,tuition,money,bank,card,pay,fees,work,suit,tie,man,woman,hair,lips,nails,polish,car,expensive,diamond,rock,hike,run,walk,pace,nervous,price,sale,shopping,bags,gifts,present,christmas,santa,father,mother,pregnant,baby,gums,pink,girl,boy,shorts,pants,trousers,shoes,socks,stockings,tights,black,white,cloud,soft,cotton,candy,sweet,rotten,egg,chicken,cluck,coo,noise,music,boombox,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1015, ,start,end,before,after,during,meanwhile,therefore,because,can,tin,silver,fish,sea,mermaid,unicorn,sparkle,christmas,food,hungry,full,empty,bath,shower,clean,dirty,mud,pig,cow,field,running,fast,slow,walk,countryside,green,eco,planet,mars,chocolate,tasty,delicious,chef,teacher,school,pencil,drawing,art,music,dancing,fun,happy,friend,chat,coffee,morning,bird,flying,tiger,india,spices,orange,stocking,sexy,black,coal,damage,hurt,plaster,crying,sad,blue,sky,snow,cold,bobblehat,knitting,wool,sheep,fluffy,cloud,soft,cotton,slave,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1016, ,school,late,break,shoe,icecream,alarm,house,desk,boy,floor,prayer,hungry,after,principal,office,chair,ring,bell,outside,laptop,keys,flash,tree,sky,roots,letters,teacher,gate,bell,note,books,pen,write,bag,pillow,plug,cup,leave,learn,laughing,marker,assemble,nails,salon,brushing,bus,purse,hallway,numbers,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1017, ,help,danger,worry,hope,surety,saved,thankful,kindness,charity,smile,pleasure,sunny,warm,peaceful,happy,hopeful,new,shiny,joy,welcoming,grateful,abundance,muchness,plentiful,lucky,secure,friendships,closeness,security,closeness,pets,furry,companion,company,hugs,strokes,comfort,joy,walks,nature,scenery,greenery,trees,plants,insects,butterflies,birds,falcons,swooping,gliding,eagle,feathers,claws,fierce,fire,warming,alight,attractive,people,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1020, ,pole,ground,soil,plant,seed,compost,plants,tree,cow,horse,dog,cat,food,water,eat,wash,clean,dirty,plat,play,heavy,tired,sleep,awake,early,late,time,start,finish,begin,end,finish,yesterday,tomorrow,past,today,present,future,light,dark,sun,moon,galaxy,stars,cars,train,bus,bicycle,motorbike,skates,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1021, ,sausage,meat,chicken,feather,down,up,lift,weight,scale,sing,note,paper,pen,pig,pink,floyd,chef,cheif,rugby,goalpost,net,string,ball,beach,sand,umbrella,rain,wet,suit,wedding,white,red,danger,yellow,wasp,bee,hive,honey,jar,jam,checkered,game,monopoly,hat,top,black,card,cream,cat,cushion,settee,brown,wood,trees,green,leaf,vein,artery,heart,attack,army,camoflage,uniform,steel,bayonet,bulb,glass,drink,whisky,amber,insect,ant,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1022, ,wind,air,heat,tired,bed,comfy,hungfy,snack,chocolate,cake,drink,coffee,yummy,book,read,favourite,nice,sleep,dream,time,pillow,sunshine,rain,,thunder,ocean,flute,music,relax,meditate,chakra,healing,calm,zen,float,relax,hobby,read,fiction,mystery,crie,murder,text,phone,friends,family,health,safety,dinner,memories,jokes,fun,serenity,work,lists,chores,dog,feed,garden,news,history,tragedy,good,bad,wrong,anti,thoughts,food,salad,hungry,repeating,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1023, ,dog,cat,mouse,house,home,family,tall,strong,power,politic,politricks,european,culture,genes,strength,love,wisdom,knowledge,thoughts,actions,togetherness,apart,away,alone,anomie,anonymous,inside,outside,cold,kinship,kin,away,home,forever,deathly,life,living,love,wife,children,smart,smug,pitch,power,notes,read,books,tv,propaganda,forever,mould,estrogen,destroy,dead,life,living,nutrients,eggs,birth,love,lavish,splurge,supine,young,feeling,unfeeling,cold,hot,sleepy,freezing,awake,awoke,take,took,mine,line,,forever,brain,fault,heart,TRUE,FALSE,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1024, ,hello,greeting,meeting,people,human,nature,plants,green,colour,rainbow,purple,rain,wet,swimming,holiday,sun,sunburn,lotion,skin,organ,heart,love,romance,chick-flick,movies,popcorn,cinema,corona,shit,toilet,toiletpaper,sister,laughter,fun,boardgames,grandma,scones,baking,flour,white,snow,cold,winter,got,television,evening,dinner,food,delicious,lasagne,garfield,cat,dog,bonny,prince,disney,frozen,icecream,vanilla,cake,fork,spoon,soup,steamy,bath,water,ocean,whale,dolphins,flipper,children,toddler,stumbling,drunk,avoidance,procrastination,cleaning,broom,witch,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1026, ,moon,sky,cloud,sheep,farm,grass,mud,wellies,shoes,dancing,club,holiday,sun,pool,swim,bikini,beach,sand,rock,music,concert,crowd,pandemic,facemask,nurse,doctor,hospital,ill,bed,night,dark,star,moon,astronaut,buzz,toystory,woody,cowboy,horse,hay,dirt,bath,bubbles,blow,job,work,computer,internet,website,words,book,read,newspaper,news,politics,boris,idiot,bully,school,lesson,maths,numbers,one,alone,sad,cry,laugh,happy,smile,teeth,dentist,phobia,spider,australia,hot,summer,picnic,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1027, ,love,cherish,marry,child,pet,cat,vet,money,work,stress,job,finance,pension,tax,amount,january,wendy,friend,care,relax,spa,swim,sauna,steam,facial,relax,enjoy,money,earn,win,lottery,gamble,lucky,win,bingo,numbers,l,house,mortgage,pay, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1028, ,play,play,call,sit,make,up,kill,hunt,prey,predator,manifest,spirit,zodiac,yell,hold,on,to,my,illness,duplicate,random,word,fortnite,miss,mode,enter,place,assign,loan,,karma,balance,one,two,three,four,five,six,seven,eight,nine,ten,eleven,tell,open,cosmo,nucleus,nuclear,acid,meoi, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1030, ,apple,banana,pear,pair,two,items,objects,phone,tv,sofa,chair,cushion,floor,mop,clean,dirty,unkempt,tidy,organised,disorganised,attachment,secure,insecure,avoidant,anxious,nervous,scared,frightened,horrified,afraid,unsafe,safe,lock,key,padlock,alarm,system,unit,family,adoption,fostering,residential,care,love,affection,compassion,empathy,sympathy,love,hate,dislike,like,chocolate,sweets,cinnamon,sugar,salt,pepper,parsely,parsley,coriander,basil,pesto,pasta,spaghetti,linguine,bacon,sausages,beef,pork,lamb,chicken,fish,vegetables,vegetarian,vegan,tofu,plants,nature,sunshine,summer,icecream,cold,hot,fire,warm,cosy,blankets,jumper,hat,scarf,socks,shoes,outdoors,indoors,slippers,socks,feet,legs,arms,hands,fingers,digits,digit,touch,smell,taste,sight,hearing,whisper,shout,speak,talk,aloud,noise,quiet,peace,beach,sand,sea,water,ocean,, , , , , , , , , , , , ,
1031, ,water,liquid,ocea,sea,otter,whale,fish,salmon,tuna,sandwich,lunch,vegetable,pepper,onion,fajita,wrap,taco,beef,spice,cinnamon,curry,garlic,tzaziki,gyro,greek,greece,travel,italy,rome,venice,gondola,pasta,wine,pasticceria,food,drink,fly,plane,passport,stamp,mail,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1032, ,dog,brown,coffee,tea,drinks,water,river,sea,ocean,countries,world,politics,politician,law,school,education,learning,study,reading,fantasy,genre,thriller,horror,movies,watching,television,technology,phones,computers,games,enjoyment,fun,pleasure,frustration,boredom,time,empty,lost,navigate,map,compass,travelling,exploration,expedition,wonders,beauty,mesmerising,lakes,swans,birds,robins,crows,omens,death,decay,rot,creaking,floor,haunted,horror,scared,loneliness,isolation,alienation,foreign,new,gift,present,christmas,giving,receiving,generosity,gratitude,retribution,repentence,religion,holy,faith,belief,dedication,loyalty,royalty,king,queen,prince,princess,riches, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1033, ,dog,cat,chicken,green,garden,snake,shark,bottle,crayon,glass,water,snack,piano,unicorn,switch,it,up,down,table,chai,chair,sofa,cushion,pillow,purple,blue,red,upstairs,downstairs,toilet,bath,shower,light,dark,pink,brown,yellow,televison,vampire,doctor,gray,anatomy,keyboard,sewing,machine,pins,fashion,fabric,jump,star,start,engines,your,you,to,too,two,know,now,no,yes,wood,brick,brink,darkness,space,thor,captain,iron,spider,man,face,paint,fancy,dress,trousers,tshirt,skirt,pants,underwear,curtain,flowers,dead,dying,died,hair,eyebrows,tree,wallpaper,lam,lamb,lamp,post,man,royal,mail,disney,mad,sad,glad,mess,free,make,virgin,rabbit,cognitive,study,google,chrome,rainbow,elephant,horse,zebra,, , , , , , , , , , , , , , , , , , , , , ,
1034, ,bed,sleep,night,day,sun,heat,warm,cold,fridge,freezer,ice,water,drink,food,nutrition,healthy,salad,exercise,running,walking,hiking,trail,nature,trees,green,blue,sky,clouds,fluffy,animals,cat,dog,bark,tree,grass,growth,personal,secret,diary,journal,writing,reading,book,character,person,friend,family,mother,father,sister,nun,priest,church,cross,religion,conflict,war,peace,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1035, ,tower,skyscraper,cement,spade,garden,seeds,crops,farm,popcorn,movies,cinema,hollywood,stars,sky,sun,galaxy,moon,tides,ocean,starfish,seacucummber,squid,octopus,cactus,desert,sahara,drought,sand,wind,gale,storm,tornado,destruction,terror,fear,danger,thrills,chills,spills,comedy,honesty,justice,truth,freedom,power,joy,sadness,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1036, ,home,work,bills,money,green,grass,park,swing,slide,walk,dog,bark,tree,trunk,elephant,big,small,ant,black,white,lightening,storm,clouds,rain,water,ocean,fish,food,eat,family,friends,party,birthday,baloons,pop,drink,water,pool,swim,sand,beach,ball,football,sports,bra,pants,trousers,top,bottom,body,mind,brain,organs,he, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1037, ,word,car,wheel,engine,oil,window,glass,window,air,outside,tree,grass,green,yellow,sun,sky,cloud,stars,galaxy,space,moon,earth,ground,animal,dog,cat,food,plate,cup,cupcake,cake,birthday,party,baloons,confetti,gift,friends,family,mother,father,sister,siblings,cousin,relative,blood,red,cell,jail,prison,court,judge,continent,task,key,yeti,illegal,long,grape,estonia,antarctica,audi,you,me,whole,desk,chair,table,study,cage,paper,notebook,laptop,computer,mice,monitor,hardware,software,website,keyboard,tablet,cellphone,smartphone,screen,license,drive,id,smoke,cigarettes,music,artist,painting,paint,pants,shirt,coat,desktop,remote,work,job,salary,pay,money,coin,cash,bank,transfer,, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1038, ,cat,pat,rat,mat,bless,fish,tiger,salmon,type,cant,pink,kin,link,gin,sink,milk,only,dent,nape,rent,font,esteem,open,close,fin,shark,anteater,lion,pet,kitten,zoo,paraphilia,urea,beast,clean,morning,food,pain,depressed,anxious,frantic,cake,chocolate,brain,apricot,apple,orange,banana,pineapple,ghost,haunt,house,torment,apathy,antithesis,progeny,paragon,duplicity,faux,TRUE,wrong,right,man,angry,sad,bored,feline,jaguar,leopard,giraffe,rhino,savannah,safari,journey,monkey,silly,panting,immortal, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1039, ,coffee,cup,mug,hug,cat,film,movie,cinema,popcorn,butter,toast,bread,carbohydrate,biology,frog,amphibian,reptile,snake,rattle,baby,child,teenager,adult,person,human,animal,horse,dog,rabbit,parents,house,smell,island,beach,sea,ocean,liner,ship,waves,shells,seals,puffins,cliffs,stone,pebble,sand,walks,roads,coat,hat,cold,cafe,street,shops,museum,soup,vikings,shortbread,home,pool,pub,family,friends,christmas,belonging,fun,beer,past,history,brother,sister,flat,loch,dog,lead,ball,lick,jump,spill,tired,swans,loaf,peas,rice,stroll,bored,stress,puzzles,flight,aeroplane,hostess,fault,mechanical,delay,wait,taxi,bus,journey,evening,group,squashed,tedious,backwards,driving,rest,ice,skates,rink,slip,trip,deliberate,accident,injury,fall,, , , , , , , , , , , , , , , , , , , , ,
1040, ,hi,hello,goodbye,farewell,aurevoir,abientot,bye,sad,happy,bright,,breezy,sparkly,shiny,special,friendly,warm,kind,loving,sweet,compassionate,caring,cold,freezing,shiver,,perishing,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1041, ,word,brain,spain,tame,tiger,lion,cage,den,rabbit,hole,mole,coal,mine,bomb,end,beginning,chapter,one,upon,above,sky,birds,animals,start,love,people,seeing,reading,books,news,magazines,novels,shovels,digging,grave,memories,time,precious,jewerly,rings,engagment,wedding,parties,birthdays,cake,music,laughter,dancing,drunk,falling,breaking,bones,tvshow,sherlock,harrypotter,movies,cinema,popcorn,circus,clowns, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1042, ,cat,dog,bowl,cup,milk,drink,food,chicken,pig,horse,barn,house,chair,table,cloth,mess,dirt,brown,blue,sky,sun,warm,hot,cold,water,bath,sink,toilet,water,cold,hot,beach,sand,bikini,swim,wet,dry,thirsty,drink,cup,plate,knife,fork,eat,food,sausage,chip,bean,lentil,soup,tomato,cucumber,salad,dressing,tasty,food,meat,pig,cow,chicken,,rabbit,guineapig,fish,small,big,house,street,city,world,country,england,france,italy,spain,wales,scotland,australia,kangaroo,camel,elephant,grey,black,white,cream,oyster,pink,red,purple,blue,green,grass,lawmnower,spade,showvel,wheelbarrow,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1044, ,dog,puppy,animal,love,family,blood,strong,muscle,gym,fit,happy,sad,anger,fight,pum,car,travel,holiday,relax,sun,sand,sea,dolphin,dance,freedom,peace,unitity,support,group,people,friends,reliable,honest,trurthful,honourable,straightup,bold,confident,aggriogant,personality,funny,talkative,exciting,suspsnense,eager,emotion,rollercoaster,thrilling,halloween,scary,spider,insects,bugs,fly,away,go,fgreen,collour,rainobow,postivity,light,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1046, ,boy,girl,married,car,speed,flight,batman,cape,hero,zombie,shortgun,machete,freddy,sweater,run,awake,friends,cool,beer,chug,burp,pull,laid,walk,fly,breathe,exhale,feel,rush,rain,pain,coin,toss,heads,tails,turn,kite,bite,authentic,asthetic,illusion,real,blink,paradox,irony,imagery,shut,open,close,swim,circles,dive,live,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1047, ,banjo,string,quartet,for,chords,music,song,progression,bell,ring,gold,metal,works,party,dress,fancy,elite,top,privilige,boss,top,gun,shoot,film,movie,star,sun,shade,cool,down,up,high,low,crawl,caterpillar,butterfly,wings,bird,toucan,bea,beak,peck,nip,pinch,punch,hit,thump,fight,boxing,match,round,square,shape,shift,move,over,there,here,place,location,map,read,book,pages,paper,hat,head,hair,cut,bleed,blood,spill,milk,cow,animal,farm,crop,riding,horse,cart,wheelbarrow,wheel,round,circle,life,biology,sciene,sci, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1048, ,goal,break,cocoa,trees,think,vague,mind,dry,vodka,woodland,brighton,plane,jane,haze,sea,dark,cat,bat,wombat,weird,raw,cheese,unicorn,yellow,knickers,glasses,eyeballs,pajama,cold,idiot,play,game,dare,you,stupid,loser,grace,upper,class,mundane,cheers,imbeciles,gore,bore,willow,black,jacket,knife,dumb,sore,kind,sun,moon,light,water,ground,shock,electric,bug,porous,bile,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1049, ,car,wheel,circle,orange,fruit,banana,tellephone,friend,love,heart,blood,red,strawberry,dress,flowy,wind,grass,green,plants,water,cold,snow,white,wedding,ring,movies,popcorn,crunch,cereal,chocolate,hot,summer,beach,sand,rough,stone,romance,pink,flowers,roses,smell,perfume,bottle,wine,dinner,chicken,farm,cow,grass,field,walk,road,car,drive,time,hourglass,sand,waves,sea,fish,shark,teeth,toothbrush,n, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1050, ,bread,tear,when,fix,chocolate,beer,tiger,frightening,huge,box,window,time,fresh,air,trees,world,map,iceberg,trying,chicken,feather,dust,floor,ground,water,swim,lake,ice,oxygen,blue,while,guitar,tile,tryst,soft,handle,ear,giraffe,whisky,sleeve,arm,sleek,puppy,angel,bed,rest,pillow,light,dark,twilight,silence,chime,flat,smooth,ink,drop,paint,texture,cloth,weave,hairstyle,eyebrows,try,pen,sword,tinsel,foil,food,hunger,drink,rest,sunshine,pavement,sandals,thirst,walk,long,outback,chills,letter,pamphlet,pig,pink,sweet,sour,sugar,plastic,dwindle,lane,shadow,leaves,autumn,colour,needle,road,bicycle,hillside,bracken,million,zebra,gilded,sharp,corner,shading,violet,ind, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1051, ,cheese,sandwich,butter,eat,food,drink,glass,table,chair,kitchen,cooking,saucepan,plate,fork,spoon,knife,cup,saucer,mug,coffee,tea,sugar,sweet,sour,bitter,taste,smell,sight,sound,noise,loud,quiet,silence,bang,shot,gun,defense,attack,strategy,war,peace,dove,bird,eagle,seagull,pigeon,disease,cure,vaccine,covid,pandemic,government,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
