ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144,word 145,word 146,word 147
1013,,charcoal,black,white,snow,cold,jacket,zip,zigzag,bumpy,pimples,skin,care,intensive,unite,one,numerical,value,cost,coins,change,climate,icebergs,mountain,peak,age,old,young,youth,child,children,play,games,controller,buttons,fun,funny,smile,teeth,sharp,grated,cheese,dairy,yogurt,cream,whip,whisk,stir,mix,blend,comvine,compound,elements,oxygen,carbon,carbs,bread,rolls,fat,diabetes,disease,mumps,cheeks,red,rosy,hot,sunburn,sunscreen,lotion,cream,smooth,slick,soft,slippery,slide,park,grass,leaves,koalas,furry,bear,brown,poop,toilet,flushed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,,fear,anger,hurt,comfort,skin,baby,nappy,smell,flower,colour,sunset,holiday,cocktail,glass,cut,blood,flow,water,swim,splash,drop,bounce,trampoline,scream,films,watch,clock,time,busy,speed,milkman,morning,bright,sun,lilo,float,balloon,tree,chop,dog,bark,woodland,fox,running,escape,hide,seek,find,look,telescope,stars,moon,cheese,biscuit,snack,children,play,lego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,,love,down,river,highway,road,passage,chair,door,singing,high,forever,life,water,driking,drive,cook,thirst,liar,bedroom,wall,lean,river,hike,music,gaming,screen,cellphone,driveway,stoping,tired,blank,typing,stotytelling,mistakes,rectify,battery,motorcycle,wheels,window,beer,sitting,school,latenight,study,food,pludge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,,water,river,strong,current,swim,depth,bubbles,chokes,drowns,underwater,breath,air,oxygen,help,silence,struggle,clasping,grasping,branch,grab,hold,drag,riverbank,collapse,ground,grass,earth,wet,sun,warmth,drying,slowing,sitting,reclining,calming,trunk,roots,hold,strength,encircling,safety,standing,walking,underfoot,gravel,stones,earth,flowers,pretty,petals,leaves,sweet,smell,lucky,alive,bench,sit,recover,help,people,support,phone,ambulance,check,health,heartbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,,room,dining,eating,school,friends,water,beers,drinking,fish,eating,morning,next,river,washing,tied,corpse,girl,cold,fish,car,drive,town,woman,boy,sweet,quiet,talking,driving,road,lonely,behind,funeral,stopped,scared,window,ro,roll,breath,fine,okay,scared,alright,prayer,living,deceased,girl,cookies,ate,afternoons,baked,woman,limpin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,,shoe,shine,sun,corona,beer,froth,pollution,sea,coast,cliffs,white,butterfly,computer,cable,mountain,snow,safari,lorry,window,lion,camp,tent,blue,jeans,cotton,washing,soap,dish,cooking,oven,hob,nephew,walk,woods,trees,green,golf,white,ball,dimple,cheek,pig,tongue,dish,glass,weight,iron,brass,fireplace,scuttle,battleship,grey,sea,waves,beach,sand,walk,clothes,washing,pole,vault,olympic,ship,lifeboat,film,cinema,doors,handle,pull,chicken,noise,headphone,box,shoe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,,study,type,concentrate,focus,scatty,think,relax,vegetate,television,streaming,binge,watch,comedy,drama,binge,zone,doze,scratch,mosquito,wander,wonder,spelling,words,abstract,absurd,goddot,waiting,play,theatre,seats,people,live,stage,musical,dance,fun,broadway,usa,london,fun,brifge,eye,heights,coaster,tea,queen,song,leprechaun,fey,faerie,ireland,eyres,old,myths,lore,circle,rune,equinox,solstice,magic,salt,demons,devil,revelations,fiction,supernatural,sci-fi,kirk,spock,enterprise,impala,black,winchester,names,characters,csi,favourites,old,new,dy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,,black,god,five,percent,men,earth,africa,love,dying,death,deathly,soul,sunken,sate,heart,good,soul,soulful,dying,anxiety,neurotic,words,dictator,seeming,intelligence,clever,brainy,dead,dying,lost,incel,all,cathedral,rules,underground,mafia,state,power,unseen,unheard,unwilling,blinded,deaf,dumb,filleted,foregone,fearful,losing,light,win,heart,nature,natural,poison,defeated,dead,win,victory,sin,sinner,purity,missed,waste,dying,death,reborn,phoenix,flames,rebirth,larger,living,light,blinded,head,heart,healthy,soul,seeking,food,sustenance,survival,life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,,murder,grief,loss,death,supernatural,tv,crime,suspects,detectives,davidtennant,drwho,space,empty,more,greedy,fat,american,trump,vile,pedo,children,playing,playground,swings,freedom,light,lamp,furniture,ikea,sweden,abba,music,christmas,tree,forest,hiking,norway,mountains,waterfall,adventure,peru,alpacas,llama,emperor,greek,olives,salty,salt,pepper,spices,curry,indian,naan,bread,banana,yellow,sunflower,flour,vase,smash,hulk,avengers,thor,hammer,plumber,pipes,basilisk,snake,fear,run,asthma,lungs,scream,startle,deer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,,river,boat,yacht,rich,money,lottery,win,race,run,trainers,sport,pe,school,child,family,friends,party,birthday,cake,jam,toast,breakfast,eggs,chicken,roast,sunday,weekend,happy,love,marriage,wedding,dress,skirt,girl,pink,princess,disney,paris,france,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,,story,disgraceful,behaviour,why,selfish,unbelievable,sad,traumatic,guilt,association,pain,nasty,predator,misery,journey,funeral,sadness,return,grim,pig,unforgiven,child,vulnerable,protect,defend,divorce,freedom,recover,love,child,self,happy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,,place,enter,race,entertain,nice,erase,end,dog,gone,entertainment,train,nap,pain,no,odor,roar,ram,mad,damn,nudge,anger,rage,free,eat,tender,rob,bind,dum,mud,deep,polp,poll,long,gore,ending,grace,easy,yell,lap,pill,lost,toast,temper,rough,hold,doll,lord,dim,mind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,,intrigue,interest,interesting,longing,knowing,known,know,unknown,mystery,thriller,story,tale,tail,dog,cat,meow,woof,bark,loud,annoying,irritating,piercing,painful,frustrating,frustration,game,boardgame,monopoly,money,go,house,hotel,station,electric,bulb,lightbulb,light,dark,switch,on,off,energy,electricity,power,powerful,powerless,alone,empty,unsure,uncertain,unknowing,wondering,pondering,wishing,hopinh,hoping,praying,faith,god,jesus,christ,bananas,apple,melon,pear,passionfruit,drake,music,soulful,soul,jazz,hiphop,rap,punk,rock,progressive,bands,artists,stadium,concert,gig,gigging,freedom,exploration,enjoyment,hobby,fun,joy,joyful,awesome,wicked,excellent,fantastic,fabulous,fox,mr,mrs,miss,ms,master,dr,nurse,nhs,government,respect,value,devalued,left,alone,empty,full,satiated,satisfied,okay,enough,more,less,average,okay,sure,whatever,whenever,wherever,nonchalanbt,nonchalant,lackadaisical,whimsical,daydreaming,procrastinating,,,,,,,,,,,,,,,,,
1031,,hanf,hand,fingers,nails,arms,legs,knees,feet,toes,polish,shoes,pants,shirt,hat,sun,sunscreen,tattoos,rose,skull,bird,sky,fly,plane,travel,journey,destination,camper,roadtrip,music,guitar,mandolin,harmonica,drums,songs,album,record,vinyl,recording,microphone,stage,lights,cameras,polaroid,action,vintage,retro,midcentury,seventies,style,fashion,clothing,hair,makeup,face,eyes,nose,mouth,lipstick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,,river,drowning,dark,engulfing,isolation,hiding,scared,suffocating,breathing,panicking,anxiety,therapy,improvement,better,health,doctors,hospital,sickness,medicine,vaccination,pandemic,cluelessness,hopelessness,frantic,unknowledable,uncertain,blind,lost,stumbling,falling,air,flying,birds,robins,winter,christmas,gifts,money,expenses,rent,bills,income,jobs,work,tedium,monotony,frustration,anger,hurt,murder,death,killing,manslaughter,arrested,law,incarceration,punishment,justice,repent,forgiveness,open-mindedness,freedom,calmness,relaxed,tranquility,moonlit,breeze,silence,vast,space,stars,earth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,,child,awake,sleep,jumping,jump,red,pink,ball,purple,pompom,chair,deck,kitchen,first,photo,baby,toddle,toddler,grandma,granny,nana,grandad,uncle,auntie,ant,like,bug,life,money,time,saw,it,once,you,save,please,help,morning,water,paramedic,doctor,police,france,paris,emily,chef,dots,music,guitar,xylophone,white,musical,high,watermelon,car,cat,lighting,bolt,potter,wizard,witch,which,way,cake,baking,delicous,goop,icing,eggs,yoke,york,ghost,merchant,fire,place,burn,buring,ouch,hot,potato,grapes,rolling,in,deep,holes,hill,saturday,mum,dad,together,love,happy,family,window,feather,tickle,sunday,i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,,murder,crime,victim,police,detective,sherlock,fiction,non-fiction,stories,biographies,real,life,baby,growth,seeds,plants,trees,nature,outdoors,air,breathe,meditation,calm,peace,quiet,stillness,relax,spa,pamper,massage,luxury,expensive,money,lottery,win,competition,race,run,walk,exercise,health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,,blood,organs,intestine,guts,murder,rage,hatred,jealousy,envy,covet,desire,want,need,require,detail,concentration,focus,commitment,will,toil,tire,struggle,strangle,dispose,decompose,rot,die,dying,deteriorating,leprosy,infected,contaminent,spread,virus,diesease,suffer,pain,hurt,torture,inhumane,monster,beast,animal,zoo,cage,contain,trap,tracheary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,,mischief,elveds,christmas,presents,wrapping,paper,trees,wind,rain,clouds,sky,birds,flying,aeroplane,holiday,beach,sand,castles,kings,chess,game,boy,girl,friend,foe,enemy,war,fighting,death,life,babies,crying,sad,happy,hour,minutes,watch,time,traveller,explore,space,ship,pirate,treasure,chest,drawers,furniture,house,mate,friend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,,murder,conspiracy,wife,husband,sex,mystery,water,whisky,fish,son,backyard,word,funeral,murder,crime,jail,prison,sentence,judge,next,theme,household,family,separation,girl,young,neighbour,lawn,egg,coffee,breakfast,button,shirt,zipper,lighter,water,lake,pond,graveyard,casket,church,priest,prayer,jesus,god,religion,death,regret,knife,gun,white,black,food,drink,cup,fridge,play,love,mommy,underline,paper,note,hair,hip,waist,breast,legs,car,window,lock,truck,open,real,dangerous,police,investigation,military,army,cop,tire,wheel,mountain,more,dog,teeth,interview,hearing,words,speech,testimony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,,main,brain,laid,bed,mad,cad,rake,bake,lake,make,sake,take,ring,ding,rind,orange,cut,water,float,balloon,too,clown,cemetary,pet,animal,watch,tower,dark,gun,target,market,stall,hero,mind,time,reality,soul,power,space,energy,continuum,conundrum,infinite,universe,planet,terrestrial,extra,trench,horrendous,nebula,galaxy,body,lane,bane,joker,riddle,antihero,penguin,riddle,pelican,study,write,cane,lie,numb,help,sane,mane,gain,jail,prison,trap,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,,harsh,cruel,devil,satan,church,belfast,film,cinema,secret,biography,bigotry,lies,steal,shop,turkish,chocolate,candy,american,christmas,cardboard,box,presents,tree,lights,tinsel,lounge,table,cosy,new,cramped,small,nice,normal,fine,choice,freedom,independence,car,drive,scary,mirror,depth,glasses,eyes,cleaner,hospital,operation,tubes,glass,pressure,pump,washing,dishes,tablets,store,chemicals,leak,pipe,acid,report,health,safety,database,sheets,forms,boring,subjective,tired,holiday,relax,book,sewing,cract,,craft,art,pens,tv,playstation,games,apocalypse,zombies,nuclear,station,power,octopus,bills,flatmate,strange,goth,piercing,clothes,homeless,charity,environment,vegan,quiche,flamingo,cushions,lamp,plants,tomorrow,visit,tea,coffee,milk,sugar,peppermint,friend,west,past,longing,lonely,fun,embarassed,flat,opposite,group,joy,awkward,weird,,,,,,,,,,,,,,,,,,,,,,,,,
1040,,suspense,dark,drama,dramatic,mystery,poor,girl,bully,van,green,alone,,worried,scared,domestic,desert,fields,fear,,woman,water,book,fiction,novel,author,screenplay,netflix,film,drama,actress,cinema,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,,murder,crime,blood,prison,shapes,maths,weed,plants,gardening,cleaning,house,comfort,sadness,death,beginning,new,life,love,hope,meaning,wedding,dreams,sleeping,walking,running,exhausted,tired,sleep,bed,bedroom,silence,noisy,neighbours,bickering,arguing,fighting,boxing,ring,marriage,weddingbells,churches,ceromonies,school,children,playing,climbing,rocks,water,beach,holidays,easter,bunnies,hutches,bedding,setting,table,food,gatherings,special,occasions,parties,decorations,christmas,presents,excitment,contentment,happy,sad,angry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,,mummy,daddy,son,daughter,child,baby,scream,cry,shout,anger,fury,emotion,happiness,smile,face,head,arm,leg,foot,toes,fingers,hand,arm,shoulder,belly,bum,fat,thin,skinny,wide,narrow,small,big,large,shape,triangle,square,circle,rectangle,oblong,rumubs,octangan,hexagon,circle,coin,money,note,spend,money,pound,dollar,american,english,people,animals,pig,horse,fish,lizard,crocodile,river,water,sea,ship,boat,dingy,rubber,float,swim,sea,water,drink,soda,cup,plate,fork,knife,spoon,bowl,,plate,dish,saucepan,oven,cook,eat,sausage,meat,chicken,beef,spagetti,potatoe,grow,dirt,mud,grass,green,blue,pink,red,purple,blue,navy,black,white,cream,strawberries,oranges,lemons,fruit,banana,orange,pear,apple,pinaepple,melon,grapes,apricots,blueberries,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,,sky,blie,blue,clouds,fluffy,soft,blanket,comfort,safe,secure,happy,mentally,stalble,horse,free,peace,relief,mediate,connect,bluetooth,music,coping,life,limits,risks,gamble,win,lose,up,down,under,tunnel,euro,paris,eiffeltpwer,frencjh,fashion,clothing,brands,highstreet,dsesginer,expensive,quality,fabric,wool,sheep,lamb,baby,easter,chick,egg,poached,fried,bacon,breakfast,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,,fast,rage,porn,blouse,wrath,guilt,suspision,murder,police,justice,court,law,sentence,maximum,security,years,parole,none,remorse,tears,ascend,bright,light,purgatory,limbo,reveal,freedom,atonement,covenent,gift,grace,righteousness,faith,wisdom,truth,love,transcend,scantify,newborn,baptise,spirit,dove,lord,alpha,omega,provider,leader,redeemer,deliver,forgive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,,chain,link,broken,arrow,straight,bent,curved,round,circle,carousel,horse,farm,wheat,cereal,bowl,soup,hot,burn,skin,scalp,hair,head,shoulders,joints,joined,together,apart,far,away,here,there,place,mat,rug,floor,polish,rag,curl,coil,hose,spray,water,rain,weather,cold,wind,blow,candle,light,dark,side,front,store,shop,basket,wicker,man,woman,female,male,lion,mane,horse,gallop,fast,speed,car,drive,road,marking,pen,draw,art,modern,fashion,show,theatre,curtain,drape,flow,river,sea,shore,beach,sand,hourglass,time,second,first,premier,leader,follower,sheep,wool,knit,jumper,warm,glow,light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,,donut,cream,custard,yogurt,christmas,sale,bicycle,flat,tire,live,fire,sausage,island,blonde,none,three,under,train,wall,cash,sales,associate,far,river,cruise,jock,dream,were,tire,wave,whale,corridors,knight,table,rectangle,round,vase,flowers,bush,garden,solar,telescope,galaxy,america,lamp,post,mail,nuance,irritating,human,experiment,for,curious,animals,testing,unknown,delve,deeper,unsolved,fudge,funny,unreliable,jack,ass,humour,me,myself,vain,sassy,ridicule,moment,past,one,singular,opposite,truth,god,worship,TRUE,do,does,anu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,,wife,marrage,husband,fishing,friends,camping,wilderness,river,cold,body,girl,murder,group,suspicious,diner,whiskey,beer,drive,talk,secrets,hiding,boy,night,dark,scary,woods,camping,tents,outdoors,winter,ice,frozen,white,snow,cold,frost,morning,coffee,breakfast,day,chores,work,dress,clothes,hat,funeral,casket,chairs,gathering,family,talking,meeting,eyes,watching,dark,lights,nightime,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,,water,drop,high,endless,whisper,stairs,star,drain,willow,footsteps,doorbell,whether,if,anniversary,treetops,slide,twist,heard,stick,feet,sound,click,paper,bell,stir,apple,sweet,sour,hate,headache,look,direction,swathe,scarf,upright,under,chain,connection,leaf,curtain,incident,swallow,bird,air,finger,touch,handle,bring,hearing,memory,expect,space,slip,gauze,round,central,position,flight,cloud,rain,snow,frozen,mud,stone,pebble,violin,music,score,line,curlicue,trial,harsh,worn,scratch,friction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
