ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144,word 145,word 146,word 147,word 148,word 149,word 150,word 151,word 152,word 153,word 154,word 155
3031,water,liquar,cocktail,vodka,brandy,whiskey,rum,beer,wine,soda,drinks,coke,cola,ocean,sea,pool,river,falls,nile,pond,lake,rain,sea,falls,niagara,indianocean,deadsea,saltlake,drops,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033,water,river,delaware,taxes,money,anxiety,depression,sadness,darkness,light,sun,moon,stars,lights,christmas,tree,leaves,green,growth,pregnancy,full,empty,glass,grey,quiet,soft,cashmere,sweater,cozy,cuddling,safety,locks,keys,keychains,pockets,jeans,zips,buttons,horn,antlers,strength,dignity,power,control,gentle,loving,kindness,disposition,temper,patience,thinking,thoughts,daydreams,desires,wants,king,crown,jewel,gem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3035,water,plants,green,color,red,blood,life,birth,hospital,clean,wash,chore,unpleasant,hard,soft,silk,woman,wife,husband,man,adam,religion,church,sunday,community,neighbors,friends,bbq,pool,beer,relax,drink,play,game,video,wow,mmorpg,raids,subscription,money,job,bills,groceries,food,fridge,empty,full,responsabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3036,body,suit,work,paid,money,spend,clothes,dance,party,drink,blast,rocket,fire,hot,heat,summer,sun,beach,waves,sound,groove,mango,fruit,tropical,relax,green,music,sounds,silence,quiet,calm,smooth,cool,collected,wade,jones,goose,gardener,plant,flower,grass,toy,airplane,phonebooth,red,ring,tv,watch,see,glasses,vision,contacts,see,voice,speak,talk,mumble,sing,song,harmony,notes,piano,guitar,sax,ghost,float,juice,orange,delicious,calming,wine,relaxt,night,bed,tv,sleep,wake,shower,clean,work,turk,money,save,spend,food,mcdonalds,coffee,frappe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,body,odor,smell,flower,bright,sun,clean,wash,soap,fresh,food,cereal,cheerios,childhood,fun,park,camping,morning,new,good,desire,nice,freindly,open,thoughtful,smart,ability,security,money,decisions,best,thinking,stop,go,move,run,air,lungs,healthy,full,rich,depth,ocean,blue,nature,trees,oxygen,earth,big,grand,ballroom,dancing,together,love,freind,trust,happiness,content,calm,breathing,consistent,dad,wonderful,river,float,free,open,full,generous,kind,pleasant,warm,sun,summer,hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3041,body,uncertain,trend,mind,peace,fruit,drug,burden,sick,health,give,sport,ball,hit,score,goal,behave,beehive,small,village,remain,aim,surreal,real,virtual,reality,brush,broon,car,goat,fish,soup,flour,flower,plant,vitamin,sex,fun,date,club,belong,take,bind,tie,design,retarded,rich,cr,slay,king,queen,mean,bean,teen,kin,keen,storm,relax,run,wall,drought,error,technology,robot,spirit,help,pain,joy,press,president,manifesto,fake,fail,fill,spill,beans,rose,gift,cash,wealth,influence,broke,degenerate,grw,sand,soun,white,color,rice,imp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3043,water,wet,air,dry,dryer,laundry,clothes,basket,detergent,cleaning,soap,wash,hands,body,human,chimpanzee,ape,animal,cat,dog,pet,fish,tank,water,drink,bottle,cook,soup,vegetables,water,drink,soda,sugar,cereal,breakfast,eggs,bacon,meat,cheese,deli,turkey,country,schengen,europe,britain,ireland,patrick,saint,church,religion,tradition,history,napoleon,france,cheese,wine,drink,beer,weed,cannabis,hemp,paper,write,pen,tablet,computer,processor,memory,drive,car,road,lane,bowling,ball,beach,volleyball,sand,waves,water,whale,seal,fish,island,atoll,volcano,lava,heat,energy,electric,car,drive,watch,time,space,physics,newton,apple,phone,wireless,energy,information,technology,computer,mouse,cat,cheese,casein,milk,whey,protein,fitness,exercise,machine,construction,dig,build,building,glass,phone,shine,light,flashlight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,body,biological,cells,parts,arm,leg,hands,feet,ears,nose,eyes,brain,blood,plasma,heart,liver,pancreas,fingers,toes,nails,hair,mouth,teeth,chew,eat,survive,drink,sleep,light,dark,sun,moon,sky,life,humans,animals,pets,wild,zoo,elephants,zebra,giraffe,panda,bear,polar,visit,museum,fossils,evolution,dinosaurs,birds,fly,plane,sky,atmosphere,clouds,rain,snow,cold,hot,weather,earth,life,countries,oceans,islands,flight,ship,boat,paddle,international,domestic,living,family,neighbors,city,town,county,state,country,consitution,freedom,human,rights,alive,survive,breath,lungs,heart,kidneys,growth,age,young,old,death,birth,life,humanity,swim,st,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049,water,drink,juice,carton,milk,bottle,baby,bib,highchair,food,dinner,table,cloth,seamstress,needle,thread,button,jacket,cold,winter,ski,mountain,trees,grass,lawn,house,garage,car,wheels,wheelbarrow,garden,flowers,vase,cabinet,kitchen,stove,cook,pan,handle,drawer,socks,feet,shoes,closet,bedroom,bed,comforter,pillow,headboard,painting,wall,fence,dog,cat,mouse,cheese,cracker,dip,chips,pretzels,chocolate,candy,easter,basket,flowers,plants,water,hose,nozzle,spray,bottle,cleaner,sponge,papertowel,cleaner,vacuum,carpet,floor,wood,tree,leaves,fall,pumpkin,halloween,costumes,children,school,books,desks,office,window,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,water,wet,dry,wine,beer,alcohol,wipe,cloth,wash,laundry,soap,hands,dirty,germs,virus,bad,good,people,folks,family,kids,sleeping,bed,snooze,button,shirt,laundry,machine,mow,grass,weed,eater,food,hungry,famine,starving,kids,school,closed,open,sesame,seed,grow,food,store,germs,virus,gross,nasty,people,dumb,smart,ass,wipe,butt,itch,bite,bugs,fly,swatter,dead,alive,staying,going,travel,plane,airport,luggage,suitcase,wheels,car,truck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3052,water,boat,sun,hot,sweaty,gross,shower,nice,happy,never,loving,no,usual,boring,life,blah,feeling,ew,her,annoyed,relationships,suck,candy,sweet,sugar,taste,food,ethnic,colors,purple,favorite,good,morning,birds,outside,trees,tall,aunt,fake,family,gross,tired,bed,comfy,pillowly,fluffy,cats,purring,sound,listening,tv,comedy,laughter,nice,sugar,diabetic,deadly,disease,medication,expensive,money,bank,deposit,account,financial,taxes,april,spring,time,early,sunrise,breakfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3053,body,shoulder,arms,hands,fingers,digits,telephone,cellphone,technology,computers,future,space,galaxy,planets,sun,moon,earth,continents,countries,states,cities,population,society,politics,news,television,shows,comedies,netflix,subscription,money,job,career,college,textbooks,students,teachers,university,campus,coffee,cafe,bagels,cheese,cows,farm,fields,grass,trees,sky,birds,insects,nature,flowers,leaves,water,rain,precipitation,weather,sunny,cloudy,stormy,thunder,lightning,tornado,destruction,drought,famine,fire,smoke,pollution,factories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3060,water,ocean,beach,sand,castle,royalty,king,queen,crown,headpiece,hat,winter,cold,snow,shovel,snow,snowman,build,blocks,children,kids,play,toys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3061,water,bucket,pale,skin,soft,wool,sheep,people,humans,population,world,peace,tour,music,trumpet,sound,race,car,automobile,fast,slow,turtle,rabbit,peter,family,love,heart,soul,mind,body,car,truck,bed,sleep,night,day,sun,play,kids,wonderful,happy,sad,teerrible,monsters,sea,ocean,water,drink,kool-aid,cherry,tree,goerge,president,united,people,government,corrupt,mob,newyork,city,bombing,terrorist,terror,scared,afraid,cry,tears,water,glas,pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3063,water,plants,garden,pots,soil,worms,birds,trees,bushes,grass,mower,yard,care,green,good,tended,apparent,appear,magic,glow,amaze,wonder,dazzle,hope,need,want,desire,affection,love,connection,bus,train,railroad,work,labor,union,payment,salary,wages,money,spending,saving,renting,buying,eating,sleeping,living,dying,undead,zombies,guns,bullets,brains,surgery,medicine,study,hospital,doctor,help,nursing,night,wake,long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3066,water,sewer,lake,fish,swim,naked,bare,fresh,go,fast,green,leaves,tree,ground,grass,grow,up,tall,long,lengthen,strengthen,strong,muscle,grow,build,house,great,family,show,grand,finale,entertain,venue,artist,group,leave,your,group,half,show,time,wrist,watch,minute,clock,fast,rush,hour,lane,cars,auto,mobile,trans,train,situation,derail,apart,fall,victim,scene,crime,TRUE,fresh,water,ocean,salt,lake,given,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,body,body,next,keep,loop,jeep,next,heart,mind,ven,cat,car,bus,dog,cow,gote,world,fish,apple,six,seven,eight,nine,ten,two,blue,yellow,white,red,boring,happy,sad,silk,sike,mouse,elephant,domestic,monkey,key,look,sheep,van,kite,bal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3068,water,drink,fluid,thirsty,quench,thirst,bottle,can,plastic,recycle,ocean,environment,animals,harm,devestation,destruction,humans,wreckless,careless,selfish,american,guns,hunting,shooting,cruel,evil,killing,trophy,taxidermy,weird,creepy,bizarre,small,sport,fishing,catch,release,pain,blood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,body,arm,hand,finger,ring,wedding,bride,flowers,bees,garden,vegetables,corn,maze,october,halloween,pumpkin,pie,icecream,cone,road,car,drive,trip,vacation,hotel,bed,sleep,snore,loud,bell,school,books,library,read,words,newspaper,news,television,livingroom,couch,pillow,bed,sleep,night,dark,stars,sky,clouds,sun,bright,light,bulb,tulip,flowers,garden,yard,grass,lawnmower,shed,tools,rake,leaves,trees,birds,fly,airplane,sky,blue,berry,bush,bear,big,large,giant,story,book,library,quiet,peace,silent,prayer,words,learn,school,teacher,students,class,desk,pencil,paper,notebook,store,shopping,mall,food,pizza,pepperoni,spicy,pepper,hot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3075,water,plant,green,forest,deforestation,amazon,delivery,shipping,courier,van,children,rapist,criminal,candy,jail,soa,inmate,guard,mean,rations,bland,grits,grains,carbohydrates,science,chemistry,labs,researcher,doctorate,journals,published,nature,respected,idolatry,religion,christianity,jesus,jewish,hannukah,christmas,presents,santa,cookies,reindeer,sleigh,fast,race,time,clock,watch,rolex,submariner,diving,scuba,bends,dangerous,ocean,deep,seaweed,sushi,fresh,preparation,japan,anime,manga,naruto,ninja,shuriken,weapon,gun,ammendment,shooting,tragic,families,close,mom,dad,marriage,commitment,vows,eternal,divorce,assets,split,alimony,burden,depressing,uncle,dating,tinder,sex,power,greed,lust,red,blood,vial,glass,clear,transparent,amazon,harassment,male,conquerer,alexander,gay,persecuted,unfair,society,pandemic,dista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3076,body,mind,brain,think,ideas,thoughts,work,help,money,pay,schedule,time,activities,hobbies,games,fun,friends,talking,chating,small,weather,rain,storm,thunder,sound,loud,music,rock,background,calm,peace,silence,void,nothing,tired,sleep,routine,cooking,meals,food,vegetables,fruit,oatmeal,yogurt,dairy,grocery,store,walk,carrying,bags,trees,nature,grass,sidewalk,road,cars,driving,errands,post,mail,stamp,letter,box,package,present,gift,birthday,holiday,tree,flowers,bees,honey,coffee,tea,warm,chocolate,dessert,cake,icecream,sausage,lasagna,sauce,meatball,prep,bread,baking,cooking,planning,interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3077,body,body,she,car,leg,arm,it,his,he's,father,family,live,life,at,you,table,chair,might,leave,leaf,left,loop,lope,love,loyal,lust,loot,lousy,loom,limb,pith,put,push,house,kit,jug,good,kite,rise,went,when,rag,mouse,mighty,car',sad,lonely,lose,loose,race,rise,ride,calm,quick,read,moon,when,light,lit,number,ring,ice,cold,hot,fire,calm,rage,range,lost,chart,candles,move,drawdown,uptrend,losing,migh,i,am,telling,you,yath,room,website,counting,anxiety,lack,peace,everything,tommorrow,strategies,parent,future,child,cow,ram,live,years,restfullness,praise,peace,depress,in,all,things,faithful,for,the,things,for,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3078,body,figure,physique,sex,sensual,anatomy,parts,skin,organs,hair,face,limbs,athletic,fat,curvy,muscular,muscles,form,male,female,man,woman,boy,girl,development,puberty,age,touch,functions,dysphoria,mutilation,fit,clothing,underwear,shoes,shame,confidence,one,intimate,complexion,rash,freckles,moles,scars,naked,nude,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,body,soul,me,tea,team,metal,caution,device,divide,conquer,boss,boast,boat,miracle,evidence,evident,associate,good,bad,solace,ultra,maximum,alternate,adversary,universe,hemisphere,challenge,glory,angle,angel,fundamental,human,right,wrong,genocide,suicide,suicidal,murder,killing,islam,muslim,arabs,sanction,segregate,eliminate,freeze,froze,account,accountant,alien,terrestrial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3084,water,sea,big,rocket,space,galaxy,universe,bigbangtherorey,scientist,edison,lightbulf,dark,black,people,crowed,function,leader,good,bad,good,bus,travel,country,traditonal,dress,awsesome,dinner,wife,children,school,exam,result,1place,running,usanbolt,100meter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3086,water,soda,foam,plastic,carton,milk,cereal,rice,white,black,crow,bird,fly,plane,aircraft,helicopter,pilot,driver,automobile,crash,accident,injury,scar,cut,bruise,damage,good,bad,negative,positive,plus,addition,subtraction,division,multiply,triple,three,four,quadruple,few,couple,dating,relationship,single,lonely,alone,together,marry,divorce,lawyer,trial,judge,police,officer,prosecutor,defendant,courtroom,bail,bond,bondsman,probation,test,drugs,marijuana,plant,flower,seed,grow,increase,decrease,lower,higher,middle,equal,exact,perfect,excellent,great,white,shark,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3088,water,drink,food,spahetti,pasta,carbs,bread,wheat,gluten,vegan,soy,almond,cashew,peanut,honey,beehive,bear,hibernate,sleep,nap,bored,board,plank,house,demolish,remove,break,destroy,ruin,terrify,horror,dramatic,drama,sitcom,television,animate,cartoon,children,adult,elderly,newborn,fresh,new,clean,dirty,dishes,china,oriental,cuisine,continental,world,planet,solar,stars,dwarf,small,miniature,giant,massive,oversized,shrink,grow,crops,agriculture,sprinkler,irrigation,water,spray,cloud,thunder,lightning,tree,roots,leaves,branch,stick,dog,fetch,retrieve,bring,beer,hops,wheat,malt,forty,cents,currency,cash,paymeny,payment*,mobile,cellular,smart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3090,water,pond,fish,string,violin,cello,bass,rhythm,piano,keyboard,drums,percussion,brass,trumpet,trombone,saxophone,woodwind,clarinet,oboe,piccolo,flute,keys,piano,jazz,club,night,music,smoke,booze,tired,playing,club,instruments,orchestra,conductor,sections,players,musicians,training,school,class,score,writing,ink,pencil,pen,tabulature,clef,quarternote,rest,forte,quiet,loud,tempo,pace,chord,triad,octave,third,fourth,fifth,sharp,flat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3091,water,river,flow,car,drive,street,wheel,turn,crank,grip,gloves,fingers,knuckles,hit,punch,knock,fall,step,boots,stomp,curb,road,drive,car,truck,wheels,horn,blow,flow,smoke,puff,drugs,hat,backwards,snap,fingers,music,sound,instrument,drums,drumsticks,chicken,breaded,eat,kfc,dinner,potatoes,sidewalk,light,dim,walk,traffic,store,buy,cashier,register,ching,exchange,currency,market,stocks,bonds,businessman,suit,gel,hair,slick,tie,red,socks,pattern,lawyer,courtroom,judge,gown,smile,sentence,criminal,convict,handcuffs,officer,badge,shiny,metal,bar,forge,steel,nail,iron,fist,pound,heat,intense,sweat,droplets,rain,cloud,sky,blue,sun,bright,shae,shade,tree,sit,picnic,blanket,rag,lemonade,summer,happiness,company,family,kids,play,ball,kick,fall,cry,wound,blood,lick,metallic,bandaid,box,store,shelves,aisles,cart,push,fill,hole,ground,dirt,shovel,pick,axe,mine,coal,dirty,helmet,light,shine,death,angels,god,gown,beard,white,marker,sharpie,color,fill,paper,paint,
