ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144
4014,body,murder,water,lake,ocean,tide,waves,surf,fish,lifeguard,humans,shark,whale,dolphin,pool,luxury,gifts,gold,rich,mansion,hotel,building,house,apartment,loft,townhouse,suburb,urban,city,big,small,little,giant,large,tiny,dog,cat,food,treat,peanut,butter,jam,jelly,bread,food,toast,wine,beer,wedding,group,gathering,friends,family,cousins,aunt,uncle,daughter,son,brother,sister,mother,father,love,relationship,duty,military,terrorist,bad,unwelcome,charity,needy,world,peace,war,guns,fight,boxing,golf,tennis,football,basketball,basket,ball,game,time,timecard,scorecard,score,card,logic,experiment,research,researcher,science,technology,cars,electric,future,robots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4016,water,creek,boat,stream,river,blue,shore,wet,swimming,pool,grass,sand,dock,sail,cloud,rain,waves,rocky,up,down,string,fish,people,pirate,rum,bandit,knee,fall,wall,wheel,turn,steer,ship,titanic,ice,winter,storm,lightning,th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4017,water,flow,creek,river,stones,fish,peaceful,tranquil,camping,adventure,hiking,campfire,smores,friends,social,tent,smoke,night,mosquitos,nature,peace,simple,escape,bedroll,sleep,dawn,morning,breakfast,hearty,eat,pristine,movement,overlook,beauty,vantage,summit,overcome,achieve,physical,endurance,accomplish,satisfaction,completion,objective,goals,endeavor,tasks,acquire,require,necessities,goods,services,trade,currency,money,wealth,purchase,commerce,economy,gold,value,worth,haggle,bargain,barter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4019,body,dead,murder,killer,app,phone,call,help,hi,person,talking,hearing,seeing,watching,movie,camera,lights,action,cut,film,edit,cgi,money,rich,producers,reviews,critics,thumbs,scores,viewers,audiences,popcorn,salt,cinema,tickets,consessions,prices,entertainment,thought,analysis,deconstruction,excitement,entertaining,enjoyment,mediaa,tv,censor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4020,body,language,learner,teacher,pet,dog,tag,picture,edit,thought,provoking,image,ingrained,wood,table,cloth,diaper,pail,water,fall,away,game,play,ball,boy,friend,forever,TRUE,love,you,know,nothing,here,after,dark,web,weave,basket,ball,game,play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4021,water,cup,dinner,food,pizza,cheese,milk,cow,animal,zoo,tigers,lions,mountains,woods,trees,leaves,green,color,purple,rainbow,rain,thunder,lighting,storms,wind,hurrican,flood,water,shower,soap,clean,dirty,mud,puddles,frogs,jumping,tranpoline,kids,fun,laughter,funny,jokes,comdey,tv,shows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4022,body,myself,hairline,less,sad,older,time,hours,days,years,meaning,life,purpose,goals,achievable,loneliness,recognition,purpose,priorities,important,feelings,emotions,good,bad,unsure,doubt,god,heaven,nothing,something,eternity,universe,everything,nothing,material,reality,here,now,important,unsure,questions,thoughts,philosophy,examine,consider,read,inspect,examine,think,appraise,decide,live,work,achieve,move,engage,talk,live,enjoy,embrace,people,partner,none,lack,hole,sadness,regret,mistakes,change,better,different,possible,uncertantity,questions,desires,unsure,paralyzed,stuck,moment,wish,unrealistic,fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4024,body,part,leave,go,game,task,work,job,boss,employee,worker,bee,honey,sweetner,drink,tea,leaf,blower,air,wind,sky,blue,whale,ocean,sea,lake,sunny,tan,peel,banana,yellow,cab,passenger,driver,golf,hole,shovel,tool,hammer,nail,wood,plank,pirate,mascot,symbol,code,program,execute,punishment,crime,police,badge,honor,parent,child,sibling,rivalry,contest,winner,loser,defeat,victory,win,first,last,bottom,foundation,concrete,solid,porous,holes,trap,door,jam,jelly,jam,free,locked,bunk,bed,pillow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4025,body,sex,hot,intercourse,mature,hot,teen,play,fun,water,park,run,exercise,healthy,foo,dinner,lunch,breakfast,tasty,chicken,spice,feel,cold,ice,juice,drink,sweet,cream,cake,pie,choclate,hot,coffee,smell,good,bad,gun,kill,animal,deer,forest,lion,tiger,elephant,zebra,kangroo,rhino,gorilla,monkey,tree,zoo,fu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4026,body,shape,circle,round,pancake,syrup,breakfast,lunch,supper,meal,day,hours,limited,expensive,diamond,proposal,marriage,happiness,family,kid,innocent,young,boy,girl,gender,female,male,pure,strong,musclre,muscle,exercise,weight,lifting,healthy,diet,food,macro,protein,meat,animal,beef,chicken,fish,shrimp,sea,ocean,water,clear,deep,dark,mystery,ancient,whale,biggest,animal,shark,mean,teeth,sharp,white,bite,blood,red,hospital,sick,heal,medicine,bitter,cry,sad,emotion,calm,safe,drive,car,accident,road,long,short,length,compare,maths,numbers,magic,show,magician,circus,clown,colorful,nose,organ,face,smell,breathe,breeze,air,fresh,spring,grow,up,down,roller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4027,water,bottle,plastic,manufactory,assembly,supplies,products,shipping,mailman,mailbox,walking,sidewalk,dog,barking,leash,owner,woman,hot,blonde,eyes,blue,pale,skin,sun,lotion,uv,rays,cancer,death,hospital,bed,nurse,doctor,rich,money,house,big,mansion,garage,car,sports,footbal,fans,people,distancing,coronavirus,spread,jelly,bread,white,lives,matter,atom,bomb,war,civil,guns,rights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,body,dead,kill,murder,crime,guilty,distrust,distress,worry,anxiety,fear,danger,unsafe,scared,frightened,surprise,outcome,bad,guilty,convicted,arrested,jail,criminal,unlawful,disobediant,unthruthful,wrong,incorrect,unfactful,FALSE,incorrect,error,mistake,accident,unintentional,mistake,hurtful,pain,injury,dead,ending,done,over,distance,far,wid,long,time,clocl,wall,house,home,family,parents,child,school,work,job,money,payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4029,body,shape,size,task,color,live,lonely,figure,nose,height,money,silly,newyork,solemn,care,member,osmosis,hydration,live,sugar,clearance,countdown,mayor,livid,of,noble,singapor,hawaii,set,nice,live,bomb,limit,release,pregnancy,baby,love,jump,microphone,stripe,star,movie,polar,tied,pop,lid,blood,vains,li,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4031,body,wash,bath,shower,clean,squeaky,toy,baby,rattle,snake,slitjer,crawl,baby,diaper,dirty,hands,fingers,digits,numbers,odd,even,numbers,letters,abc's,store,liquer,drink,water,river,bed,sleep,dream,nightmare,bad,headache,migraine,pain,hurt,ache,bad,good,night,day,light,flashlight,camping,fire,roast,pig,pork,sausage,breakfast,eat,food,dinner,brunch,lunch,break,glass,wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4032,body,fit,exercise,gym,diet,food,sald,salad,dressing,toppings,restaurant,meal,price,tip,waiter,boss,manager,quiet,rowdy,violent,death,murder,woman,assault,hurt,charges,lawyer,police,sargeant,badge,patrol,siren,alarm,rob,money,safe,hit,gun,shoot,hurt,ambulance,hospital,doctor,nurse,bed,oxygen,surgery,insurance,expense,debt,credit,card,well,home,recover,present,gift,errand,car,speed,ticket,highway,slick,wreck,total,bash,paint,body,shop,shirt,dress,shoes,perfume,dinner,romantic,rose,flower,garden,violet,mum,daisy,aster,leaves,tree,meadow,field,goat,bunny,cat,dog,squirrel,chipmunk,nuts,bird,nest,egg,hatch,baby,bib,crib,diaper,blanket,powder,formula,race,car,ferrari,porsch,,european,italian,pasta,spaghetti,lasagna,sauce,sausage,pepperoni,pizza,cheese,crust,,,,,,,,,,,,,,,,,,,,,,,,
4034,water,cup,hydrate,cold,wet,rain,evaporate,ocean,swim,shower,slip,sip,wet,pool,essential,survival,tasteless,pleasure,river,stream,condensation,evaporation,life,bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4035,body,odor,smell,shower,water,fire,heat,hot,summer,icecream,melt,ground,grass,green,crayon,draw,art,paint,museum,artist,creative,solution,problem,worry,scare,nervous,cry,sad,cheer,happy,joy,enjoy,beach,sunlight,tan,volleyball,bikini,blonde,lifeguard,sunglasses,driving,convertible,california,sunset,palmtree,coconut,island,caribbean,pirate,sword,cannon,wave,whirlpool,thunder,lightning,fire,explosion,death,funeral,casket,church,religion,meeting,business,corporation,company,money,deal,corrupt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038,body,crime,murder,water,drown,killed,camping,fishing,lake,treck,walk,forest,animals,life,beautiful,scenaries,sunset,evening,beach,waves,walk,family,kids,play,enjoy,happy,park,swing,slide,running,ducks,feed,play,fish,fry,oil,cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039,water,bug,fly,wings,bird,plane,travel,vacation,florida,beach,whale,dolphin,bottle,beer,drunk,sleep,wake,morning,night,stars,planets,music,drums,percussion,ensemble,assemble,meeting,work,play,games,fun,hate,love,like,food,banana,apple,orange,yellow,red,blue,green,purple,violet,rays,sun,warm,cold,ice,water,creek,river,pond,lake,sea,ocean,pacific,atlantic,coast,guard,weapon,gun,shoot,pea,bean,legume,farm,corn,squash,california,bear,woods,trees,leaves,litter,cat,dog,fish,bird,macaw,scarlet,fever,sick,cough,virus,living,death,funeral,casket,burial,mounds,indians,feather,pill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040,body,corpse,dead,casket,church,funeral,wedding,marriag,widow,divorce,court,lawyer,whore,money,spend,vacation,house,beach,sun,waves,surf,swim,sharks,fish,jaws,movie,summer,decades,past,young,year,war,fighting,death,sad,dead,kill,pointless,peace,march,protes,burn,statues,columbus,genocide,murder,natives,island,calm,sunny,soft,winds,relax,party,drinking,rum,drunk,sick,headache,pain,aspirin,rest,bed,floor,rug,movie,lebowski,funny,dude,cowboy,westerns,shoot,horse,indians,valleys,prairies,buffalo,horses,dess,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041,body,death,sad,anger,mad,hurt,lonely,depressed,hurting,death,murder,convict,felon,prison,jail,police,help,save,grace,mercy,,good,family,special,happy,grateful,amazing,god,church,life,hopeful,jesus,saving,fun,friends,best,awesome,great,entertainment,movies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042,water,sea,ocean,fish,sand,waves,tide,beach,castle,surf,relax,boardwalk,icecream,eat,restaurant,food,dishes,menu,waiter,dessert,check,car,home,drive,streets,dark,lights,traffic,hot,moon,stars,trees,nature,yard,door,room,bed,tv,sleep,dreams,pillow,nightmare,blanket,slippers,pjs,alarm,water,shower,soap,toothbrush,mirror,steam,towel,fog,warm,shampoo,hair,comb,brush,ponytail,hairdresser,salon,chair,cut,dye,scissors,razor,nails,manicure,file,clip,makeup,lipstick,eyeshadow,hairbrush,shop,clothes,shoes,card,racks,sale,friends,chat,food,grocery,cart,aisles,fruit,lunch,dinner,meat,salad,crowds,line,lot,pizza,cheese,tomato,box,moving,pack,fold,truck,tape,clena,clean,couch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4046,body,parts,heart,eyes,ears,hear,touch,smell,nose,toungue,taste,food,cook,fire,wood,tree,water,sun,rain,winter,seasons,summer,hot,wet,thirst,cooldrinks,sugar,honey,bee,hive,queen,king,soilders,knight,chess,game,indoor,outdoor,cricket,tennis,football,ball,bat,oak,tree,fruit,flower,rose,scent,perfume,spray,bottle,drinks,ice,club,horse,animals,wild,pet,dog,servent,safe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4047,body,mind,thinking,problem,solve,mystery,story,book,reading,learning,education,school,teacher,student,classmate,group,crowd,gathering,party,celebrate,fun,happy,laugh,emotion,cry,sad,upset,mood,good,better,trying,success,goals,list,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4049,water,wet,duck,feathers,pillow,bed,sleep,walk,path,green,blooms,flowers,wedding,ring,vows,oaths,court,trial,jury,verdict,innocent,appeal,likeable,jolly,santa,holiday,winter,snow,sleet,cold,furnace,cozy,book,rerun,mash,reiner,comedy,laugh,funny,carson,edames,hatchet,frontier,western,horse,tai,tail,ride,spurs,cattle,ranch,stampede,reins,saddle,race,cars,lights,joyrided,date,dinner,shrimp,tea,ice,titanic,special,effects,film,classic,books,read,novel,dickens,shakespeare,plays,theater,actress,actor,stage,actone,musical,sing,screenp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,water,wet,shower,bath,soap,shampoo,conditioner,hair,body,fat,food,chicken,steak,meat,cow,milk,almonds,peanuts,nuts,candy,chocolate,cookies,icecream,sundae,fudge,lie,honest,truth,trust,friends,family,love,caring,loving,importance,morals,ethics,life,spirit,god,jesus,christianity,heaven,eternal,forever,everlasting,enjoyment,fun,happiness,games,sports,basketball,football,bills,dolphins,fish,ocean,sea,water,beach,sand,seashell,castle,lounge,hotel,lobby,bar,restaurant,drinks,alcohol,wine,red,color,crayons,pencil,pen,bic,brand,business,accounting,college,degree,temperature,fahrenheit,summer,hot,cool,winter,snow,rain,precipitation,water,fuji,country,usa,america,flag,loyalty,freedom,values,ideals,speciality,skills,work,computer,internet,chat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4051,water,blue,red,green,grass,lawn,mower,chain,saw,hurricane,winds,breeze,island,beach,sand,ship,fish,tuna,salmon,alaska,bears,snow,ice,glaciers,arctic,antactica,oceans,pacific,atlantic,mediterranean,olives,feta,cheese,pepperjack,cheddar,brie,mascarpone,berries,raspberry,blueberry,elderberry,blackberry,rosemary,basil,thyme,oregano,cardomom,saffron,rice,millet,chicken,turkey,beef,pork,chops,hamburger,barbecue,tamales,corn,broccoli,zucchini,cauliflower,cucumbers,salad,onions,dressing,mayo,ketchup,mustard,celery,soup,water,carrots,salt,pepper,spicy,hot,summer,vacation,hotel,tourists,parking,walking,biking,running,soccer,football,tennis,basketball,cheerleading,gymnastics,tumbling,trampoline,jumping,jacks,squats,pushups,exercise,weightlifting,heavy,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4052,body,fire,class,chair,rice,bold,bat,baseball,browser,click,pillow,suit,beside,bed,box,date,volume,fridge,morning,ink,red,can,cap,cat,apple,god,thread,color,design,multiple,sticker,smiley,alone,sleep,cricket,ball,channel,chatbot,human,band,was,cloud,match,knee,audience,people,honest,opinion,rope,mountain,dask,desk,napkin,need,nest,nervous,necessary,sweet,super,style,stop,swimming,small,scared,napped,rat,rate,rush,reverse,require,replacement,reduce,register,releazed,repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4053,body,mind,soul,spirit,spiritual,bliss,happy,peaceful,method,silence,avoid,conflict,fight,arguments,discussion,conclusion,solution,mutual,understanding,essential,live,happily,satisfactorily,laughing,comedy,funny,handsome,great,nice,friend,caring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4054,body,blood,haemoglobin,iron,buildings,home,safe,peace,stress,anxeity,crime,prison,wasted,rebirth,work,salary,money,expense,nomoney,crime,prison,celllmates,rude,big,crime,son,see,walk,polyurethane,polymer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055,body,dead,casket,funeral,friend,enemy,war,fight,box,ali,boxer,ring,wedding,cake,funnel,oil,paint,house,adobe,indian,native,people,person,man,woman,child,play,baseball,foorball,lions,animal,tiger,cat,piss,scat,toilet,smell,sence,touch,sight,eye,body,death,murder,killer,law,arrest,police,prison,jail,bars,drink,whiskey,tennesse,florida,hot,cold,ice,cube,circle,shape,fat,skinny,carrot,peas,potatoe,food,hamburger,cow,pig,farm,hard,soft,ball,toss,throw,catch,up,down,over,out,in,doors,windows,wall,paint,ball,game,fun,city,reno,neveda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,water,bug,beetle,flying,airplane,vacation,florida,disney,princess,castle,moat,scotland,golfing,relaxation,nap,weekend,fun,party,costume,halloween,candy,chocolate,icecream,summer,fishing,pole,stripper,club,buddies,baseball,childhood,carefree,vacation,cooperstown,magical,theater,movie,popcorn,butter,unhealthy,desert,pie,blueberry,vines,grapes,wine,restaurant,steak,knife,kitchen,oven,biscuits,breakfast,morning,sunrise,peaceful,serenity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4057,body,soul,health,food,vegetables,meat,protein,vitamins,exercise,bike,run,life,lift,weights,bar,plates,routine,discipline,consistency,work,ethic,belief,thoughts,curious,wondering,powerful,fast,endurance,strength,willpower,intelligence,reading,thinking,research,internet,monitoor,mouse,keyboard,pad,desk,pencil,pen,hands,skeleton,muscles,tendons,arms,shoulders,chest,legs,feet,toes,shoes,socks,pants,underwear,shirt,glasses,earrings,nose,hair,beard,shave,trim,clip,video,segment,edit,adjust,change,transform,adapt,overcome,truth,pursuit,determined,consistent,stool,rest,bed,sheet,pillow,comforter,dream,imagine,air,breathe,wind,rain,wet,liquid,thunder,bright,loud,roaring,lightnin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
