ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122,word 123,word 124,word 125,word 126,word 127,word 128,word 129,word 130,word 131,word 132,word 133,word 134,word 135,word 136,word 137,word 138,word 139,word 140,word 141,word 142,word 143,word 144
2001,body,bones,muscles,heart,lungs,brain,blood,hands,fingers,toes,skull,eyes,mouth,nose,back,hip,knee,ankle,hair,skin,fingernails,toenails,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,water,lake,river,wet,creek,pond,lily,flower,rose,dead,alive,born,human,male,female,woman,feminine,masculine,macho,man,made,create,birth,give,take,away,gone,near,far,distant,miles,length,ruler,inch,worm,caterpillar,moth,butterfly,flower,bee,wings,bird,crane,truck,car,drive,keys,answer,question,ask,request,grab,purse,wallet,money,cash,coins,pouch,kangaroo,marsupial,koala,bear,forage,forest,woods,trees,woods,build,house,home,family,values,morals,opinion,politics,government,vote,college,university,professor,sociology,psychology,pop,soda,fizz,fuzz,fur,dog,cat,mouse,computer,screen,questions,response,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,water,wet,pool,swim,penguin,aquarium,fish,river,canoe,outside,sunshine,sunburn,beach,lake,waves,boats,fishing,catch,baseball,pitcher,glass,water,ocean,shark,jaws,blockbuster,movie,classic,noir,mystery,bogart,casablanca,bar,beer,friends,gathering,party,birthday,cake,food,rice,asia,panda,bamboo,plants,garden,dirt,worms,hook,captain,team,soccer,women,love,heart,pain,bandaid,tan,summer,fall,leaves,trees,trunks,elephants,circus,clown,joker,batman,comic,superman,blue,sky,plane,pilot,aviator,glasses,dirty,mud,monster,vampire,candles,scent,perfume,women,dates,fruit,apple,pie,bakery,flour,white,snow,winter,ski,hill,top,shirt,fashion,designer,graphic,picture,frame,jail,prison,labor,work,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,body,person,self,concept,idea,thought,mind,tend,care,help,aid,first,place,area,code,word,dictionary,book,pages,court,house,doors,open,enter,reside,live,breathe,lungs,problems,issues,magazines,obsolete,everything,futile,resistance,2020,dread,confusion,angst,existence,life,people,annoyance,constant,always,forever,infinity,stone,rock,music,ideas,tired,fatigue,exhaustion,sleep,deeply,bottomless,ocean,dark,scary,desolate,isolated,quarantined,months,years,calendar,date,dinner,pasta,italian,art,museum,gallery,shooting,chicago,bean,coffee,starbucks,frappucino,icy,cold,cr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,body,health,food,nurtrition,fruit,beries,berriese,full,stomach,fat,exercise,hot,tire,trired,sweat,heat,summer,lake,swimming,children,fun,cool,water',drink,healthy,clear,sky,blue,clouds,fluffy,dog,furry,hair,floor,mess,house,tired,work,stress,life,family,support,children,care,love,mom,trust,impatient,tired,unsure,school,frustrated,politics,country,annoyed,canada,trees,calm,childhood,camping,pines,lake,blue,clear,swimming,mom,sad,death,fearful,god,worry,morality,actions,teaching,children,church,god,concern,family,covid,stress,depression,friends,helpful,indepedent,stubborn,frustrated,words,tired,morning,sleep,nightmares,sweat,exercise,breathe,daughter,achieving,life,worry,depression,helpful,neighbors,elderly,death,uncertain,heaven,mother,missing,people,lost,animals,rescue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,body,parts,play,actors,stage,act,intermission,snack,broadway,main,building,bricks,mortar,mortuary,home,bed,sleep,covers,dream,abduction,probed,alien,hostile,enemy,war,battle,conflict,resolution,teasefire,treaty,foreign,adversary,friend,buddy,chum,sharks,eating,healthy,green,salad,box,cardboard,homeless,dogs,scruffy,haircut,shave,beard,soup,cans,toilets,tiles,subway,sandwich,foot,five,fingers,hand,wrist,handcuff,police,scum,lowlife,inbred,hillbilly,rustic,nature,granola,hike,oregon,woods,pine,christmas,angel,michael,sparrow,bird,flt,worms,ground,wet,soil,garden,tomatoes,pick,cards,magic,pervert,inappropr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,water,wet,cold,snow,north,south,direction,lost,found,hide,scared,afraid,courage,lion,bear,fish,waterfall,river,pebbles,stone,rock,music,song,voice,speech,language,communication,friends,happy,sad,feeling,human,animal,bat,virus,pandemic,isolation,lonely,bored,games,mario,jump,olympics,athlete,train,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,body,eyes,nose,mouth,hand,leg,brain,head,stomach,lungs,heart,kidney,finger,cheek,lips,face,eyebrow,makeup,lipstick,model,fashion,catwalk,ramp,heels,crown,movie,actress,acting,money,places,aeroplane,vacation,job,shopping,dresses,handbag,cosmectics,ring,marriage,groom,function,party,dinner,food,dance,kids,school,play,books,works,pen,pencil,box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,water,drink,thirsty,hungry,food,tacos,carne,asada,mexican,mexico,cancun,vacation,fun,ocean,pyramids,ruins,cenotes,swim,underground,basement,attic,hot,ice,water,river,hike,picnic,relax,family,pop,miss,scared,death,gone,left,right,turn,drive,daughter,teach,school,remote,corona,disease,normal,hospital,disease,sick,cough,medicine,vaccine,daughter,sore,arm,legs,walk,back,injury,heal,grow,learn,read,news,bad,depressing,depressed,mom,call,today,tomorrow,days,weeks,months,years,aging,kids,growing,son,girlfriend,marriage,kids,grandkids,job,career,school,college,finish,move,soon,fast,sad,growing,high,low,valley,canyon,camping,sister,vacation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,body,hands,arms,legs,walk,street,road,town,suburb,school,community,church,worship,leader,bible,book,stories,courage,doubt,sadness,happiness,friends,activity,respect,admiration,men,fathers,trustworthy,pillars,husbands,wives,beauty,grace,intelligence,college,degree,career,boredom,life,weakness,childlike,angry,doubtful,expectations,crushin,crushing,truth,fact,fiction,boomers,inheritance,squandered,distant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,body,leg,foot,shoe,sock,toe,polish,brush,hair,salon,blowdryer,scissors,broom,sweep,floor,tile,mop,bucket,water,tap,sink,boat,ocean,fish,line,hook,jacket,cold,hat,head,hair,ponytail,girl,young,grow,woman,babies,crib,birth,hospital,nurse,scrubs,pajamas,sleep,bed,room,house,home,safe,protected,family,parents,mother,father,child,school,locker,bookbag,homework,grades,scholarship,college,graduate,career,job,interview,paycheck,investment,taxes,irs,government,president,election,ballot,mark,check,vote,campaign,policy,ideas,leadership,corupption,help,police,arrest,trial,jury,peers,neighbors,friends,party,drinks,bbq,meat,vegitables,dissert,icecream,pie,fruit,tree,apple,seeds,plant,water,hose,dirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,body,casket,funeral,murder,girl,investigation,stream,mountains,men,hairdresser,police,sheriff,inquiry,announcement,death,trial,imprisonment,verdict,accusation,jury,lawyer,judge,courthouse,law,vote,election,candidates,polls,candidate,office,campaign,money,politician,people,democrat,republican,policy,rules,funding,taxes,district,referendum,lobby,corruption,graft,arrest,dirty,clean,power,solar,coal,oil,gas,carbon,climate,change,ozone,heat,wind,hydro,nuclear,waste,bury,atomic,neutrons,electrons,chemistry,physics,cells,biology,vessels,blood,brain,skin,nose,ears,hair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,body,arm,leg,foot,hand,head,heart,brain,games,checkers,chess,master,bedroom,hallway,bathroom,stairs,livingroom,kitchen,door,yard,tree,bird,cat,fence,alley,truch,truck,dumpster,garbage,gravel,electricity,sky,blue,clouds,sun,pallet,road,dog,porch,neighbor,drinking,music,hot,jerky,shoes,sneakers,ball,dirt,lake,water,grass,boat,motor,umbrella,sand,towel,bushes,sandals,hot,bikini,swim,drink,eat,picnic,play,volleyball,sweat,car,tires,office,business,storm,clouds,humid,danger,storm,wind,hail,thunder,lightning,tornado,siren,emergency,farm,barn,cattle,pig,puppy,silo,hay,stack,tractor,breeze,red,field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,body,parts,car',muffler,exhaust,sleep,bed,night,owl,birds,sky,rocket,spac,space,moon,pie,desert,snack,health,gym,job,work,desk,computer,mouse,pad,keyboard,monitor,tv,remote,roku,stream,creak,fishing,lure,boat,reel,sunny,beach,sunscreen,lotion,soap,shower,curtain,towel,shampoo,toothpaste,dentist,office,supplies,paper,dunder,mifflin,comedy,standup,bar,drinks,dinner,restaurant,menu,order,supersize,movie,film,producer,actor,acting,lines,script,memory,test,score,run,baseball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,water,spout,river,ocean,body,dolphin,shark,sea,salt,table,chair,cloth,rag,shop,vac,tools,kneepads,welding,bright,loud,annoying,mad,angry,salty,spagghetti,sauce,alfredo,dominos,bread,chicken,fruit,peanut,jelly,toast,knife,toaster,mouse,keyboard,water,bottle,chips,monitor,cramp,hand,fork,pick,microphone,controller,sweet,sour,general,lip,teeth,yawn,tired,pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,body,pain,killer,knife,sharp,nose,bleed,wound,fell,down,up,right,wrong,behavior,law,rules,regulations,follow,up,street,dog,bone,meat,fat,tummy,food,energy,source,sun,light,bright,day,break,rules,order,delivery,money,wealth,luxury,richness,delicate,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,body,wash,car,drive,road,traffic,accident,ambulance,hospital,doctors,nurses,bed,sleep,pillow,dream,nightmare,scream,horror,scared,terrified,crime,murder,victim,criminal,law,trial,judge,jury,verdict,sentence,jail,bars,punishment,release,free,freedom,liberty,statue,river,boat,cruise,ocean,wave,shark,dolphin,island,sand,beach,palmtree,coconut,water,thirst,drink,liquid,spill,wipe,clean,vacuum,carpet,rug,floor,hardwood,tiles,bathroom,toilet,bathtub,bub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,body,healthy,exercise,weights,muscle,strong,rock,boulder,cliff,ocean,waves,water,drink,juice,apple,fruit,cherries,trees,leaves,green,grass,play,kids,run,energy,food,oranges,citrus,grapefruit,fresca,soda,carbonated,sweet,dessert,chocolate,candy,valentine,heart,love,red,apple,eat,dinner,family,relationship,marriage,forever,eternity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,water,rain,drops,streets,cobblestones,bruges,europe,london,airlines,economy,bankrupt,selling,train,cars,buses,gas,tesla,musk,child,name,sexy,rain,snow,water,clouds,chill,climate,green,bloom,spring,temp,drop,cool,breeze,pleasant,love,spring,boom,date,marriage,intimacy,pleasure,joy,lust,fight,ego,split,reconcile,therapy,counseling,reunite,ahea,future,hopeful,startover,love,life,soul,mate,spouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,water,fall,deep,underground,cave,nature,beauty,scenery,forest,dying,deforestation,climate,change,real,action,reduce,harm,gas,emission,effort,people,society,factory,business,environment,friendly,save,earth,future,generation,hope,new,era,colony,mars,promising,new,world,human,extraterrestrial,space,mission,success,new,undiscovered,species,aliens,galaxy,universe,large,unexplored,building,robots,ai,space,explorat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,body,anatomy,legs,shoes,walking,health,eating,food,hamburger,tasty,tongue,head,hat,shade,sun,heat,flame,burn,campfire,marshmallows,smores,stick,tree,leaves,fall,pumpkins,hayrides,apples,cider,jug,gallon,measurement,foot,sock,laundry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
