ID,cue,word 1,word 2,word 3,word 4,word 5,word 6,word 7,word 8,word 9,word 10,word 11,word 12,word 13,word 14,word 15,word 16,word 17,word 18,word 19,word 20,word 21,word 22,word 23,word 24,word 25,word 26,word 27,word 28,word 29,word 30,word 31,word 32,word 33,word 34,word 35,word 36,word 37,word 38,word 39,word 40,word 41,word 42,word 43,word 44,word 45,word 46,word 47,word 48,word 49,word 50,word 51,word 52,word 53,word 54,word 55,word 56,word 57,word 58,word 59,word 60,word 61,word 62,word 63,word 64,word 65,word 66,word 67,word 68,word 69,word 70,word 71,word 72,word 73,word 74,word 75,word 76,word 77,word 78,word 79,word 80,word 81,word 82,word 83,word 84,word 85,word 86,word 87,word 88,word 89,word 90,word 91,word 92,word 93,word 94,word 95,word 96,word 97,word 98,word 99,word 100,word 101,word 102,word 103,word 104,word 105,word 106,word 107,word 108,word 109,word 110,word 111,word 112,word 113,word 114,word 115,word 116,word 117,word 118,word 119,word 120,word 121,word 122
2030,water,wet,leak,pipe,wrech,fix,tool,problem,solve,math,figures,numbers,path,lane,street,walk,stroll,sky,wind,propeller,plane,flight,wings,bird,dinosaur,raptor,ancient,rocks,volcano,erupt,lava,disaster,flow,water,wet,mop,kitchen,clean,chores,busy,job,task,working,career,paycheck,taxes,government,funding,society,needs,people,individuals,groups,friends,pals,fun,play,playground,kids,toys,store,cashier,money,bank,institution,marriage,wedding,planner,schedule,dayrunner,book,reading,library,selection,bookmarks,reading,childhood,lamplight,nightlight,bedtime,dreaming,nightmares,stress,depression,therapy,helping,aides,nursing,seniors,dying,lonely,alone,life,living,sprouting,plants,seedlings,growth,sunlight,earth,circle,cycle,b, , , , , , , , , , , , , , , , , , ,
2031,water,lake,river,stone,sand,soil,plants,green,colour,red,blood,body,cells,human,nature,trees,oxygen,air,gas,lpg,petrol,vehicle,car,diesel,bus,travel,tour,place,beauty,queen,king,wine,alcohol,drugs,police,thief,case,murder,court,judge,decision,TRUE,FALSE,lie,fake,good,products,wealth,money,job,family,son,daughter,spouse,time,spending,hours,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2036,body,part,muscle,train,protein,egg,bacon,coffee,tea,caffeine,,cup,drink,alcohol,food,wine,pizza,tomatoes,garden,pumpkin,thanksgiving,turkey,chicken,beef,pasture,liver,onions,blood,orange,lime,vodka,ice,pool,bikini,hotel,casino,slots,poker,chips,nacho,baseball,virus,mask,cough,market,car,freeway,beach,fireworks,noise,headphones,sleep,music,piano, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2037,body,body,body,human,person,animal,dog,mammal,whale,ocean,water,drink,juice,orange,color,blue,sky,airplane,travel,country,usa,flag,pole,ground,dirt,flower,garden,tomato,vegetable,potato,sprout,food,bread,sandwich,lettuce,green,grass,lawn,mow,cut,hair,brown,color,white,nothing,empty,vast,hole,ground,earth,globe,space,universe,stars,planets,galaxy,moon,austronaut,travel,lightyears,time,clock,numbers,math,school,lessons,teacher,learning,study,knowledge,information,intelligence,books,paper,lines,pencil,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2039,water,tap,cup,bath,health,fruits,vegtables,cook,tasty,mother,father,children,school,education,college,job,settle,economy,family,house,rent,mortgage,garden,plants,pureair,healthy,purewater,exercise,fitting,energy,meant,freshfood,livelong,help,happy,peaceful,calm,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2040,water,clear,crystal,diamond,money,cash,rich,luxury,jewelry,necklace,white,pearl,clam,ocean,tide,wave,swim,water,ocean,fun,hiking,mountains,vistas,view,far,see,eye,ball,basket,shoot,hoop,net,gill,fish,food,eat,hungry,stomach,growl,rumble,thunder,lightning,bolt,sky,dark,rain,storm,clouds,omnious,threatening,scared,afraid,courage,triumph,adversity,hurdle,obstacle,goal,plan,study,test,exam,college,party, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2041,water,ocean,river,drink,wash,rain,cool,running,refresh,deep,shallow,wet,drench,flow,flood,drain,level,surf,swim,cleanse,boat,ski,tide,wave,shore,bank,pool,fall,creek,pond,lake,drink,bathe,bath,shower,spray,hose,bucket,drought,well,pump,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2043,body,parts,together,group,friends,family,kids,play,fun,outside,hot,summer,sunny,sky,nature,trees,grass,lake,frogs,bugs,air,oxygen,breathing,lungs,heart,blood,veins,needle,medicine,pills,tablets,mouth,teeth,tongue,denist,doctor,appointment,hospital,,labor,surgery,baby,scared,fear,anxiety,panic,mental,thoughts,reactions,chemicals,volcano,foam,free,freedom,peace,happy,content,words,thoughts,sharing,writing,reading,learning,growing,smart,brain,puz, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2044,body,part,type,right,wrong,man,made,creation,god,human,born,blue,sky,cloud,bird,tweet,chirp,noise,morning,afternoon,evening,dinner,lunch,breakfast,sausage,eggs,chicken,turkey,dove,peace,war,oppression,bigotry,racism,black,white,snow,ice,slippery,wet,dry,skin,itch,rash,guard,soldier,on,top,bottom,below,echo,cave,icicle,stor,thunder,lightning,rain,cloud,sky,over,ontop,counter,ridge,valley,mountain,hill,canyon,deep,thoughts,brain,intellect,capacity,amount,average,some,things,items,purchase,store,receipt,itemized,invoice,pay,request,ask,bribe,money,ethics,capitalism,communism,socialism,economy,poverty,jobs,food,grapes,raisins,gross,amount,much,mulch,dirt,garden,tomatoes,sauce,pasta,pizza,pepperoni,cheese,gouda,feta,olives,black,brown,bear,mind,stigma,bias,stand,up,down,
2045,body,human,being,there,here,now,time,clock,grandfather,family,parents,love,people,crowd,group,team,sports,hockey,wings,birds,audubon,society,culture,popular,famous,celebrity,actor,movie,classic,book,reading,fun,outside,nature,tree,green,grass,mow,machine,industrial,strength,barbell,gym,running,outdoors,hiking,mountain,clouds,shapes,geometry,math,school,learning,curiousity,cats,dogs,pets,fish,ocean,waves,hello,neighbor,friends,gathering,coronavirus,sick,hospital,white,snow,christmas,holidays,halloween,pumpkins,fall,apples,orchard,cider,warm,fire,wood,carving,turkey,chicken,farm,dirt,rocks,road,travel,car,seatbelt,safety,first,beginning, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2046,water,drink,glass,mouth,teeth,brush,hair,head,tall,short,stack,papers,news,FALSE,lie,bed,sleep,dream,reality,television,program,flyer,airline,hassle,cops,robbers,safety,public,private,hidden,secret,unusual,weird,strange,unknown,mysterious,clues,detective,investigation,inquiry,questions,answers,choices,test,school,teacher,mean,unkind,people,dislike,averse,avoid,comfort,blanket,nurture,caring,mother,death,fear,worry,problems,many,lots,vacant,empty,unused,new,buy,items,goods,services,government,unreliable,faulty,distrust,wary,tired,exhausted,sleep,restless,motion,car,bus,train,motorcycle,crash,ambulance,hospital,scary,frighten,horror,movies,screen,search,seek,find,l, , , , , , , , , , , , , , , , , , , , , , , , ,
2047,water,lake,swim,children,summer,school,worry,covid,health,death,illness,children,love,hope,concern,playful,summer,sweets,hot,texas,republican,trump,hate,sad,church,god,hope,covid,health,nutrition,fruits,watermelon,sweet,seeds,plants,ellie,dog,lobe,love,affection,fond,sad,miss,friend,daisy,durpee,hairy,sleeping,children,swimming,lake,fun,floatees,water,relax,nature,peaceful,quite,sad,family,miss,distance,isolating,health,school,worry,children,education,friends,health,immunity,vaccines,maria,asthma,lungs,breathing,pollution,nature,trees,peace,calm,solitude,rejuvenate,god,help,listening,plan,path,mother,calm,peaceful,wind,thunderstorm,cool,dard,dark,stars,night,comet,new,unique,sleep,dream,wonder,children,future,jobs,life,contentment,happiness,family,love,animals,bunny,, , , , , , ,
2048,water,river,tide,silt,ocean,dolphin,clams,whirlpool,dishwasher,appliance,home,car,tires,spin,top,toy,child,playing,music,band,trumpet,valve,heart,valentine,saint,catholic,pope,fancy,gold,nugget,denver,rocky,mountain,peak,snow,melt,water,stream,river,tide,silt,ocean,burma,country,far,travel,plane,train,iron,lincoln,president,cabin,wind,breeze,collapse,lung,pulmonary,doctor,hospital,school,bus,driver,golf,rich,white,paper,bag,grocery,store,shopping,cart,germs,children,contagious,loud,concert,earplugs,deaf,silence,peace,finally,dead,heaven,god,beard,clouds,mistake,hell,devil,horns,trident,flames,sulphur,seven,dante,peak,mountain,cliff,cliffhanger,stalone,steroids,vascular,accident,falling,dead,roadkill,raccoon,stripes,bandit,, , , , , , , , , , , ,
2050,body,arm,hand,finger,nail,scratch,itch,pain,blood,red,blue,sky,clouds,fluffy,dog,cat,mouse,elephant,zoo,tiger,stripes,zebra,africa,lion,predator,prey,hyena,scavenger,vulture,wings,bird,hummingbird,nectar,flower,pollen,bee,honey,sweet,fruit,apple,pie,custard,pudding,thanksgiving,turkey,yams,potatoes,fries,hamburger,nuggets,chicken,farm,cow,horse,gallop,run,exercise,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2051,water,soil,tree,fruit,leaf,stone,root,leaf,nest,bird,fly,sky,sun,cloud,rain,river,fish,swim,boat,men,coastal,fishing,food,hotel,room,fan,tv,table,guest,bathroom,handwash,bathtub,kids,pool,play,eat,jump,run,dog,barking,car,gas,place,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2052,body,mind,soul,car,truck,camping,river,swim,play,pool,house,family,love,wife,hot,sex,woman,man,human,animal,plant,life,earth,nature,peace,green,color,dye,hair,wife,love,life,living,simple,joy,happy,kids,growing,fast,time,hours,seconds,ongoing,work,enough,money,work,corona,disease,food,money,shutdown,economy,trump,stupid,ego,death,dying,abueltita,love,sad,bowie,dog,pet,soft,pillow,tired,sleep,early,coffee,hot,caffience,typo,error,careful,careless,slip,fall,waterfall,hiking,exercise,climb,peaks,oxygen,training,summer,hot,tough,start,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2053,water,lake,ocean,drink,refreshment,thirst,hunger,pain,discomfort,anger,hatred,envy,jealousy,worthless,idiotic,needy,mother,family,rejection,doubt,mocking,nothing,abandonment,orphan,poor,streets,city,train,car,pavement,playground,childhood,innocence,alone,isolated,nuisance,waste,trash,dissapointment,mistake,miscarriage,abortion,destiny,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2054,water,ice,glass,swim,float,rootbeer,straw,goat,milk,cheese,eggs,chickens,peck,peppers,green,bean,ham,pig,tail,book,library,card,birthday,cake,gift,bow,viloin,music,radio,car,tire,drive,road,dirt,garden,grow,learn,school,kid,homework,teacher,learn,new,buy,money,wallet,shop,store,food,burgers,grill,gas,tank,fish,water,hose,flowers,vase,glass,love,hug,arms,weights,gym,hot,sweat,shower,shampoo,hair,brush,teeth,dentist,expensive,job,overtime,sleep,nap,bed,pillow,down,goose,farm,barn,cow,bell,ring,wedding,party,drinks,fun,trip,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2055,water,stream,river,lake,outdoors,vacation,travel,plane,car,sightseeing,parks,grass,green,field,flowers,daisies,tulips,windmills,wind,clouds,sky,blue,sun,planets,earth,moon,space,stars,aliens,rocket,fuel,blast,liftoff,module,suits,helmets,motorcycle,bicycle,boats,wheels,round,spin,spokes,tires,air,pressure,pump,hole,patch,gage,flat,vehicle,assistance,tow,wreck,damage,paint,brush,roller,house,color,roof,window,door,garage,gutter,drains,shed,brick,wood,red,screen,couch,table,chairs,bedroom,bathroom,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2057,water,wet,rain,dog,cat,animal,tree,house,car,roof,head,body,slim,jerky,store,groceries,shopping,fruit,meat,candy,veggetabls,salmon,river,alaska,hunting,woods,fishing,hunting,bear,kodiak,boat,shrimp,lobster,tail,horse,race,gambling,casino,cards,bet,smoking,drinking,sports,basketball,football,moneyline,shorts,shoes,jersey,atlantic,pittsburgh,east,desk,coffee,mail,bills,taxes,money,journal,lighter,chapstick,dust,globe,books,,,,rain,garage,grass,tree,news,phone,checks,bank,pencil,pen,paper,trash,wallet,health,life,hair,wrists,yoga,gun,printer,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2058,water,wet,rain,storm,shelter,home,loan,bank,deposit,slip,fall,pain,doctor,surgery,surgeon,medical,pharmacist,pharmacy,drugs,war,tanks,guns,ammo,rifle,soldier,general,stars,telescope,constelation,orion,belt,pants,slacks,loafer,tie,suit,dress,dance,music,guitar,drums,bass,subwoofer,stereo,records,tape, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2059,body,works,station,train,plane,game,monopoly,scrabble,words,letters,alphabet,numbers,math,chain,surveys,mturk,mouse,dreams,sleep,morning,tired,food,hungry,peanut,butter,toast,good,delicious,icecream,sugar,unhealthy,chocolate,vanilla,swirl,loop,circle,around,world,clouds,sky,stars,sun,rain,snow,lava,mountains,grapes,apples,bananas,fruit,vegetable,broccoli,peas,ground,grass,dirt,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2060,water,body,pain,killer,man,kind,hearted,child,care,free,mind,game,over,rate,price,tag,line,boundary,ground,nut,shell,sea,ship,sailor,anchor,iron,rod,hard,word,puzzle,game,changer,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2061,water,bottle,cup,glass,coaster,table,chair,carpet,shoes,socks,feet,leg,arms,hands,face,eye,nose,mouth,ears,hair,shampoo,soap,towel,wet,dry,lotion,perfume,makeup,lipstick,napkin,utensil,fork,spoon,knife,plate,food,eat,drink,wine,beer,whiskey,cocktail,party,friends,music,dance,fun,play,sports,ball,baseball,basketball,football,television,movies,actor,director,writer,script,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2063,water,lake,nature,mountains,snow,cold,freezing,ice,blue,sky,clouds,rain,spring,birds,flowers,pollen,allergies,sneezing,medicine,sleep,bed,blankets,pillow,head,ears,hear,sounds,fireworks,july,summer,hot,sun,stars,galaxy,universe,space,astronaut,spaceship,rocket,planets,earth,blue,color,paint,crayons,art,marker,crayola,brand,school,kids,messy,food,pizza,pepperoni,cheese,cube,shape,square,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2064,body,cells,organs,bonees,blood,hair,nails,screws,bolts,nuts,nutrition,nature,power,vegetables,leaf,fruits,mushrooms,beans,coffee,starbucks,dunkin,breakfast,pancakes,jerky,ham,eggs,juice,bread,wheat,white,milk,cereal,corn,bar,sweet,farming,harvest,goldenharvest,china,coron,covid,orientals,dogeaters,insects,wall,moon,mir,iss,satelite,space,solar,power,astronat,geostrom,butler,london,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2065,body,wash,cloth,mask,virus,covid19,dangerous,people,power,abuse,justice,protest,sucess,reform,youth,education,discrimination,minority,rights,human,evolution,theory,ancient,astronauts,mars,artificial,intelligence,smarter,knowledgable,overpower,human,replace,human,extinct,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2066,water,lake,swim,swimsuit,clothes,pants,fashion,shopping,money,finance,savings,paycheck,work,job,education,school,studying,homework,pencil,writing,letters,alphabet,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2070,water,ocean,beach,sun,clouds,sky,stars,planets,space,rocket,fuel,fire,smoke,cigarette,unhealthy,chocoalte,candy,sugar,flour,cake,icing,candle,lighter,flame,wish,birthday,party,balloons,red,wagon,wheels,car,engine,train,track,race,car,truck,trash,smelly,poop,dog,fur,cat,tail,mammal,dolphin,ocean,water,thirsty,drink,beer,bar,people,crowd,stadium,big,elephant,safari,hot,stove,cook,steak,beef,cow,pasture,grass,green,trees,forest,datk,night,calm,content,happy,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2071,body,soul,heart,lungs,breast,skin,fingers,hands,arms,torso,waist,legs,feet,toes,shoes,pants,shirt,blowse,dress,gloves,scarf,hat,mask,cape,suit,jeans,tanktop,athlete,nerd,geek,intellectual,dog,cat,ferret,sloth,home,work,screen,computer,hardware,software,keyboard,mouse,display,parts,programs,applications,typing,time,clock,radio,music,television,survey,website,money,pay,nap,stapler,pliers,speaker,flashlight,aircponditioner, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2073,water,wet,ocean,beach,vacation,trip,car,family,parents,child,school,education,study,tutor,money,job,career,promotion,project,team,leader,responsiblity,pressure,stress,expectations,goals,objectives,plans,designs,variables,unexpected,surprise,party,celebration,fun,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2074,water,fountain,statue,gargoyle,greek,architecture,pillars,stones,mountain,valley,river,sea,beach,summer,shorts,bikini,girls,equality,feminism,oppression,discrimination,apartheid,black,human,cruel,destructive,volcano,magma,core,molten,iron,metal,weapon,sword,shield,knight,armor, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2076,water,freak,make,chair,value,mark,swim,goes,gone,flew,stink,shrink,poise,pose,rose,long,pick,rock,jazz,found,clip,grip,grid,pay,lay,say,mount,fountain,mountain,acquire,require,international,survey,reign,honey,money,sweet,bitter,gaze,look,brutal,how,screw,amaze,amazing,controversial,count,clue,probably,laptop,lap,top,gum,carry,cardio,olympics,basket,control,oppose,oppress,color,savior,maintain,cool,hot,smirk,moon,family,husband,mother,friend,game,play,sky,space,sun,son,child,garbage,garage,prawn,crack,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2077,water,thirst,energy,run,athlete,olympics,winner,prize,car,gas,cooking,chef,taste,sweet,disease,medicine,hospital,doctor,injection,cotton,dress,skirt,blue,sky,birds,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
